ID fysisk,ID digital,benämning på data.kb.se,weburn pdf,datakbse pdf,reginaid
11310700,18036094,18036094.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036094,https://data.kb.se/datasets/2016/05/suecia/18036094.pdf,004095775
11310715,18036095,18036095.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036095,https://data.kb.se/datasets/2016/05/suecia/18036095.pdf,004095776
11310835,18036096,18036096.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036096,https://data.kb.se/datasets/2016/05/suecia/18036096.pdf,004095777
11310969,18036097,18036097.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036097,https://data.kb.se/datasets/2016/05/suecia/18036097.pdf,004095778
11311005,18036098,18036098.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036098,https://data.kb.se/datasets/2016/05/suecia/18036098.pdf,004095779
11311215,18036099,18036099.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036099,https://data.kb.se/datasets/2016/05/suecia/18036099.pdf,004095780
11311243,18036100,18036100.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036100,https://data.kb.se/datasets/2016/05/suecia/18036100.pdf,004095781
11311561,18036101,18036101.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036101,https://data.kb.se/datasets/2016/05/suecia/18036101.pdf,004095782
11311674,18036102,18036102.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036102,https://data.kb.se/datasets/2016/05/suecia/18036102.pdf,004095783
11311692,18036103,18036103.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036103,https://data.kb.se/datasets/2016/05/suecia/18036103.pdf,004095784
11311887,18036104,18036104.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036104,https://data.kb.se/datasets/2016/05/suecia/18036104.pdf,004095785
11312024,18036105,18036105.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036105,https://data.kb.se/datasets/2016/05/suecia/18036105.pdf,004095786
11312145,18036106,18036106.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036106,https://data.kb.se/datasets/2016/05/suecia/18036106.pdf,004095787
11312163,18036107,18036107.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036107,https://data.kb.se/datasets/2016/05/suecia/18036107.pdf,004095788
11312149,18036108,18036108.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036108,https://data.kb.se/datasets/2016/05/suecia/18036108.pdf,004095789
11312231,18036109,18036109.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036109,https://data.kb.se/datasets/2016/05/suecia/18036109.pdf,004095790
11312233,18036110,18036110.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036110,https://data.kb.se/datasets/2016/05/suecia/18036110.pdf,004095791
11312632,18036111,18036111.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036111,https://data.kb.se/datasets/2016/05/suecia/18036111.pdf,004095792
11312636,18036112,18036112.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036112,https://data.kb.se/datasets/2016/05/suecia/18036112.pdf,004095793
11312643,18036113,18036113.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036113,https://data.kb.se/datasets/2016/05/suecia/18036113.pdf,004095794
11312647,18036114,18036114.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036114,https://data.kb.se/datasets/2016/05/suecia/18036114.pdf,004095795
11312651,18036115,18036115.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036115,https://data.kb.se/datasets/2016/05/suecia/18036115.pdf,004095796
11312669,18036116,18036116.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036116,https://data.kb.se/datasets/2016/05/suecia/18036116.pdf,004095797
11312670,18036117,18036117.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036117,https://data.kb.se/datasets/2016/05/suecia/18036117.pdf,004095798
11312679,18036118,18036118.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036118,https://data.kb.se/datasets/2016/05/suecia/18036118.pdf,004095799
11314600,18036119,18036119.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036119,https://data.kb.se/datasets/2016/05/suecia/18036119.pdf,004095800
11314717,18036120,18036120.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036120,https://data.kb.se/datasets/2016/05/suecia/18036120.pdf,004095801
11314806,18036121,18036121.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036121,https://data.kb.se/datasets/2016/05/suecia/18036121.pdf,004095802
11314827,18036122,18036122.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036122,https://data.kb.se/datasets/2016/05/suecia/18036122.pdf,004095803
11314834,18036123,18036123.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036123,https://data.kb.se/datasets/2016/05/suecia/18036123.pdf,004095804
11314880,18036124,18036124.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036124,https://data.kb.se/datasets/2016/05/suecia/18036124.pdf,004095805
11315334,18036125,18036125.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036125,https://data.kb.se/datasets/2016/05/suecia/18036125.pdf,004095806
11315367,18036126,18036126.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036126,https://data.kb.se/datasets/2016/05/suecia/18036126.pdf,004095807
11315384,18036127,18036127.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036127,https://data.kb.se/datasets/2016/05/suecia/18036127.pdf,004095808
11315390,18036128,18036128.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036128,https://data.kb.se/datasets/2016/05/suecia/18036128.pdf,004095809
11316764,18036129,18036129.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036129,https://data.kb.se/datasets/2016/05/suecia/18036129.pdf,004095810
11316803,18036130,18036130.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036130,https://data.kb.se/datasets/2016/05/suecia/18036130.pdf,004095811
11316865,18036131,18036131.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036131,https://data.kb.se/datasets/2016/05/suecia/18036131.pdf,004095812
11316872,18036132,18036132.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036132,https://data.kb.se/datasets/2016/05/suecia/18036132.pdf,004095813
11316890,18036133,18036133.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036133,https://data.kb.se/datasets/2016/05/suecia/18036133.pdf,004095814
11316919,18036134,18036134.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036134,https://data.kb.se/datasets/2016/05/suecia/18036134.pdf,004095815
11316929,18036135,18036135.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036135,https://data.kb.se/datasets/2016/05/suecia/18036135.pdf,004095816
11316936,18036136,18036136.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036136,https://data.kb.se/datasets/2016/05/suecia/18036136.pdf,004095817
11316834,18036137,18036137.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036137,https://data.kb.se/datasets/2016/05/suecia/18036137.pdf,004095818
11317126,18036138,18036138.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036138,https://data.kb.se/datasets/2016/05/suecia/18036138.pdf,004095819
11317175,18036139,18036139.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036139,https://data.kb.se/datasets/2016/05/suecia/18036139.pdf,004095820
11319414,18036140,18036140.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036140,https://data.kb.se/datasets/2016/05/suecia/18036140.pdf,004095821
11319421,18036141,18036141.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036141,https://data.kb.se/datasets/2016/05/suecia/18036141.pdf,004095822
11319458,18036142,18036142.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036142,https://data.kb.se/datasets/2016/05/suecia/18036142.pdf,004095823
11319479,18036143,18036143.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036143,https://data.kb.se/datasets/2016/05/suecia/18036143.pdf,004095824
11320605,18036144,18036144.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036144,https://data.kb.se/datasets/2016/05/suecia/18036144.pdf,004095825
11321017,18036145,18036145.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036145,https://data.kb.se/datasets/2016/05/suecia/18036145.pdf,004095826
11321020,18036146,18036146.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036146,https://data.kb.se/datasets/2016/05/suecia/18036146.pdf,004095827
11321035,18036147,18036147.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036147,https://data.kb.se/datasets/2016/05/suecia/18036147.pdf,004095828
11321342,18036148,18036148.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036148,https://data.kb.se/datasets/2016/05/suecia/18036148.pdf,004095829
11321361,18036149,18036149.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036149,https://data.kb.se/datasets/2016/05/suecia/18036149.pdf,004095830
11321368,18036150,18036150.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036150,https://data.kb.se/datasets/2016/05/suecia/18036150.pdf,004095831
11321514,18036151,18036151.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036151,https://data.kb.se/datasets/2016/05/suecia/18036151.pdf,004095832
11321538,18036152,18036152.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036152,https://data.kb.se/datasets/2016/05/suecia/18036152.pdf,004095833
11322356,18036153,18036153.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036153,https://data.kb.se/datasets/2016/05/suecia/18036153.pdf,004095834
11323215,18036154,18036154.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036154,https://data.kb.se/datasets/2016/05/suecia/18036154.pdf,004095835
11323504,18036155,18036155.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036155,https://data.kb.se/datasets/2016/05/suecia/18036155.pdf,004095836
11324763,18036156,18036156.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036156,https://data.kb.se/datasets/2016/05/suecia/18036156.pdf,004095837
11324773,18036157,18036157.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036157,https://data.kb.se/datasets/2016/05/suecia/18036157.pdf,004095838
11324802,18036158,18036158.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036158,https://data.kb.se/datasets/2016/05/suecia/18036158.pdf,004095839
11325625,18036159,18036159.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036159,https://data.kb.se/datasets/2016/05/suecia/18036159.pdf,004095840
11325641,18036160,18036160.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036160,https://data.kb.se/datasets/2016/05/suecia/18036160.pdf,004095841
11325653,18036161,18036161.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036161,https://data.kb.se/datasets/2016/05/suecia/18036161.pdf,004095842
11325675,18036162,18036162.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036162,https://data.kb.se/datasets/2016/05/suecia/18036162.pdf,004095843
11325725,18036163,18036163.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036163,https://data.kb.se/datasets/2016/05/suecia/18036163.pdf,004095844
11328737,18036164,18036164.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036164,https://data.kb.se/datasets/2016/05/suecia/18036164.pdf,004095845
11329008,18036166,18036166.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036166,https://data.kb.se/datasets/2016/05/suecia/18036166.pdf,004095846
11329024,18036167,18036167.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036167,https://data.kb.se/datasets/2016/05/suecia/18036167.pdf,004095847
11329098,18036168,18036168.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036168,https://data.kb.se/datasets/2016/05/suecia/18036168.pdf,004095848
11329106,18036169,18036169.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036169,https://data.kb.se/datasets/2016/05/suecia/18036169.pdf,004095849
11329112,18036170,18036170.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036170,https://data.kb.se/datasets/2016/05/suecia/18036170.pdf,004095850
11329076,18036171,18036171.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036171,https://data.kb.se/datasets/2016/05/suecia/18036171.pdf,004095851
11331267,18036172,18036172.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036172,https://data.kb.se/datasets/2016/05/suecia/18036172.pdf,004095852
11331289,18036173,18036173.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036173,https://data.kb.se/datasets/2016/05/suecia/18036173.pdf,004095853
11331309,18036174,18036174.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036174,https://data.kb.se/datasets/2016/05/suecia/18036174.pdf,004095854
11331337,18036175,18036175.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036175,https://data.kb.se/datasets/2016/05/suecia/18036175.pdf,004095855
11331343,18036176,18036176.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036176,https://data.kb.se/datasets/2016/05/suecia/18036176.pdf,004095856
11336142,18036177,18036177.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036177,https://data.kb.se/datasets/2016/05/suecia/18036177.pdf,004095857
11336176,18036178,18036178.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036178,https://data.kb.se/datasets/2016/05/suecia/18036178.pdf,004095858
11336185,18036179,18036179.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036179,https://data.kb.se/datasets/2016/05/suecia/18036179.pdf,004095859
11336675,18036180,18036180.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036180,https://data.kb.se/datasets/2016/05/suecia/18036180.pdf,004095860
11336714,18036181,18036181.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036181,https://data.kb.se/datasets/2016/05/suecia/18036181.pdf,004095861
11337087,18036182,18036182.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036182,https://data.kb.se/datasets/2016/05/suecia/18036182.pdf,004095862
11337128,18036183,18036183.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036183,https://data.kb.se/datasets/2016/05/suecia/18036183.pdf,004095863
11337175,18036184,18036184.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036184,https://data.kb.se/datasets/2016/05/suecia/18036184.pdf,004095864
11337204,18036185,18036185.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036185,https://data.kb.se/datasets/2016/05/suecia/18036185.pdf,004095865
11344280,18036186,18036186.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036186,https://data.kb.se/datasets/2016/05/suecia/18036186.pdf,004095866
11344750,18036187,18036187.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036187,https://data.kb.se/datasets/2016/05/suecia/18036187.pdf,004095867
11344763,18036188,18036188.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036188,https://data.kb.se/datasets/2016/05/suecia/18036188.pdf,004095868
11355194,18036189,18036189.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036189,https://data.kb.se/datasets/2016/05/suecia/18036189.pdf,004095869
11355261,18036190,18036190.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036190,https://data.kb.se/datasets/2016/05/suecia/18036190.pdf,004095870
11355304,18036191,18036191.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036191,https://data.kb.se/datasets/2016/05/suecia/18036191.pdf,004095871
11355441,18036192,18036192.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036192,https://data.kb.se/datasets/2016/05/suecia/18036192.pdf,004095872
11355477,18036193,18036193.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036193,https://data.kb.se/datasets/2016/05/suecia/18036193.pdf,004095873
11355523,18036194,18036194.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036194,https://data.kb.se/datasets/2016/05/suecia/18036194.pdf,004095874
11355584,18036195,18036195.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036195,https://data.kb.se/datasets/2016/05/suecia/18036195.pdf,004095875
11355987,18036196,18036196.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036196,https://data.kb.se/datasets/2016/05/suecia/18036196.pdf,004095876
11356176,18036197,18036197.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036197,https://data.kb.se/datasets/2016/05/suecia/18036197.pdf,004095877
11356193,18036198,18036198.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036198,https://data.kb.se/datasets/2016/05/suecia/18036198.pdf,004095878
11356551,18036199,18036199.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036199,https://data.kb.se/datasets/2016/05/suecia/18036199.pdf,004095879
11356685,18036200,18036200.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036200,https://data.kb.se/datasets/2016/05/suecia/18036200.pdf,004095880
11356697,18036201,18036201.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036201,https://data.kb.se/datasets/2016/05/suecia/18036201.pdf,004095881
11361193,18036202,18036202.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036202,https://data.kb.se/datasets/2016/05/suecia/18036202.pdf,004095882
11361197,18036203,18036203.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036203,https://data.kb.se/datasets/2016/05/suecia/18036203.pdf,004095883
11361228,18036204,18036204.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036204,https://data.kb.se/datasets/2016/05/suecia/18036204.pdf,004095884
11361327,18036205,18036205.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036205,https://data.kb.se/datasets/2016/05/suecia/18036205.pdf,004095885
11362617,18036206,18036206.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036206,https://data.kb.se/datasets/2016/05/suecia/18036206.pdf,004095886
11362643,18036207,18036207.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036207,https://data.kb.se/datasets/2016/05/suecia/18036207.pdf,004095887
11362655,18036208,18036208.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036208,https://data.kb.se/datasets/2016/05/suecia/18036208.pdf,004095888
11362731,18036209,18036209.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036209,https://data.kb.se/datasets/2016/05/suecia/18036209.pdf,004095889
11362778,18036210,18036210.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036210,https://data.kb.se/datasets/2016/05/suecia/18036210.pdf,004095890
11362904,18036211,18036211.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036211,https://data.kb.se/datasets/2016/05/suecia/18036211.pdf,004095891
11362918,18036212,18036212.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036212,https://data.kb.se/datasets/2016/05/suecia/18036212.pdf,004095892
11363038,18036213,18036213.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036213,https://data.kb.se/datasets/2016/05/suecia/18036213.pdf,004095893
11363112,18036214,18036214.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036214,https://data.kb.se/datasets/2016/05/suecia/18036214.pdf,004095894
11363138,18036215,18036215.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036215,https://data.kb.se/datasets/2016/05/suecia/18036215.pdf,004095895
11363148,18036216,18036216.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036216,https://data.kb.se/datasets/2016/05/suecia/18036216.pdf,004095896
11363176,18036217,18036217.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036217,https://data.kb.se/datasets/2016/05/suecia/18036217.pdf,004095897
11363182,18036218,18036218.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036218,https://data.kb.se/datasets/2016/05/suecia/18036218.pdf,004095898
11363631,18036219,18036219.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036219,https://data.kb.se/datasets/2016/05/suecia/18036219.pdf,004095899
11363654,18036220,18036220.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036220,https://data.kb.se/datasets/2016/05/suecia/18036220.pdf,004095900
11363729,18036221,18036221.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036221,https://data.kb.se/datasets/2016/05/suecia/18036221.pdf,004095901
11363759,18036222,18036222.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036222,https://data.kb.se/datasets/2016/05/suecia/18036222.pdf,004095902
11363769,18036223,18036223.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036223,https://data.kb.se/datasets/2016/05/suecia/18036223.pdf,004095903
11363998,18036224,18036224.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036224,https://data.kb.se/datasets/2016/05/suecia/18036224.pdf,004095904
11364120,18036225,18036225.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036225,https://data.kb.se/datasets/2016/05/suecia/18036225.pdf,004095905
11364136,18036226,18036226.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036226,https://data.kb.se/datasets/2016/05/suecia/18036226.pdf,004095906
11364139,18036227,18036227.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036227,https://data.kb.se/datasets/2016/05/suecia/18036227.pdf,004095907
11364207,18036228,18036228.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036228,https://data.kb.se/datasets/2016/05/suecia/18036228.pdf,004095908
11364807,18036229,18036229.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036229,https://data.kb.se/datasets/2016/05/suecia/18036229.pdf,004095909
11364811,18036230,18036230.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036230,https://data.kb.se/datasets/2016/05/suecia/18036230.pdf,004095910
11364957,18036231,18036231.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036231,https://data.kb.se/datasets/2016/05/suecia/18036231.pdf,004095911
11364985,18036232,18036232.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036232,https://data.kb.se/datasets/2016/05/suecia/18036232.pdf,004095912
11365001,18036233,18036233.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036233,https://data.kb.se/datasets/2016/05/suecia/18036233.pdf,004095913
11365020,18036234,18036234.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036234,https://data.kb.se/datasets/2016/05/suecia/18036234.pdf,004095914
11365053,18036235,18036235.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036235,https://data.kb.se/datasets/2016/05/suecia/18036235.pdf,004095915
11365128,18036236,18036236.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036236,https://data.kb.se/datasets/2016/05/suecia/18036236.pdf,004095916
11365152,18036237,18036237.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036237,https://data.kb.se/datasets/2016/05/suecia/18036237.pdf,004095917
11365179,18036238,18036238.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036238,https://data.kb.se/datasets/2016/05/suecia/18036238.pdf,004095918
11365201,18036239,18036239.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036239,https://data.kb.se/datasets/2016/05/suecia/18036239.pdf,004095919
11365216,18036240,18036240.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036240,https://data.kb.se/datasets/2016/05/suecia/18036240.pdf,004095920
11366191,18036241,18036241.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036241,https://data.kb.se/datasets/2016/05/suecia/18036241.pdf,004095921
11366229,18036242,18036242.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036242,https://data.kb.se/datasets/2016/05/suecia/18036242.pdf,004095922
11366359,18036243,18036243.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036243,https://data.kb.se/datasets/2016/05/suecia/18036243.pdf,004095923
11366391,18036244,18036244.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036244,https://data.kb.se/datasets/2016/05/suecia/18036244.pdf,004095924
11366450,18036245,18036245.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036245,https://data.kb.se/datasets/2016/05/suecia/18036245.pdf,004095925
11366458,18036246,18036246.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036246,https://data.kb.se/datasets/2016/05/suecia/18036246.pdf,004095926
11367694,18036247,18036247.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036247,https://data.kb.se/datasets/2016/05/suecia/18036247.pdf,004095927
11367709,18036248,18036248.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036248,https://data.kb.se/datasets/2016/05/suecia/18036248.pdf,004095928
11368057,18036249,18036249.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036249,https://data.kb.se/datasets/2016/05/suecia/18036249.pdf,004095929
11368159,18036250,18036250.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036250,https://data.kb.se/datasets/2016/05/suecia/18036250.pdf,004095930
11369815,18036251,18036251.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036251,https://data.kb.se/datasets/2016/05/suecia/18036251.pdf,004095931
11369843,18036252,18036252.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036252,https://data.kb.se/datasets/2016/05/suecia/18036252.pdf,004095932
11369999,18036253,18036253.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036253,https://data.kb.se/datasets/2016/05/suecia/18036253.pdf,004095933
11370043,18036254,18036254.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18036254,https://data.kb.se/datasets/2016/05/suecia/18036254.pdf,004095934
