LIBRIS_ID	Sigel	Location_Code_852$c	Placering_852$h$l
13539543	Jon	PLAN1	371.3 LEAR
12201779	Jon	PLAN1	371.3 LEWI
10806913	Jon	PLAN1	371.3 LIND
22511229	Jon	PLAN1	371.3 LIND
8698928	Jon	PLAN1	371.3 LIND
9334157	Jon	PLAN1	371.3 LIND
11311025	Jon	PLAN1	371.3 LINN
19922139	Jon	PLAN1	371.3 LUND
9669027	Jon	PLAN1	371.3 LÄRA
11775252	Jon	PLAN1	371.3 LÅNG
12436945	Jon	PLAN1	371.3 LÖW
10595955	Jon	PLAN1	371.3 MEHR
10105822	Jon	PLAN1	371.3 MORE
14638376	Jon	PLAN1	371.3 MÅNG
803963602	Jon	PLAN1	371.3 NAGE
10052448	Jon	PLAN1	371.3 NATI
9740566	Jon	PLAN1	371.3 NATI
10171051	Jon	PLAN1	371.3 NILS
10914336	Jon	PLAN1	371.3 NILS
11297621	Jon	PLAN1	371.3 NILS
22160042	Jon	PLAN1	371.3 NILS
12032983	Jon	PLAN1	371.3 NORD
10871273	Jon	PLAN1	371.3 NORE
19520320	Jon	PLAN1	371.3 NOTT
9377969	Jon	PLAN1	371.3 NYST
9440817	Jon	PLAN1	371.3 NÄSL
22511273	Jon	PLAN1	371.3 OETT
10297269	Jon	PLAN1	371.3 OLSS
9824279	Jon	PLAN1	371.3 ORST
12092336	Jon	PLAN1	371.3 OTTE
10404968	Jon	PLAN1	371.3 PAIN
4cz9jwxb2323t4dr	Jon	PLAN1	371.3 PALG
917173015X	Jon	PLAN1	371.3 PAPE
11610935	Jon	PLAN1	371.3 PEDA
10397731	Jon	PLAN1	371.3 PETE
11766747	Jon	PLAN1	371.3 PIHL
10626798	Jon	PLAN1	371.3 PIRL
10623972	Jon	PLAN1	371.3 PISA
9809880	Jon	PLAN1	371.3 PÅ
14696785	Jon	PLAN1	371.3 READ
9197312061	Jon	PLAN1	371.3 REFL
7637394	Jon	PLAN1	371.3 REIC
18445429	Jon	PLAN1	371.3 ROSE
8962225	Jon	PLAN1	371.3 RÖNN
9934431386	Jon	PLAN1	371.3 SAHL
14880374	Jon	PLAN1	371.3 SAMU
8843566	Jon	PLAN1	371.3 SAND
14663654	Jon	PLAN1	371.3 SCHW
12767666	Jon	PLAN1	371.3 SCHÖ
17542564	Jon	PLAN1	371.3 SELA
8926005	Jon	PLAN1	371.3 SELL
9144336616	Jon	PLAN1	371.3 SILF
9186312057	Jon	PLAN1	371.3 SJÄL
17603774	Jon	PLAN1	371.3 SKAP
12069127	Jon	PLAN1	371.3 SKAR
8740340	Jon	PLAN1	371.3 SKOL
9521202610	Jon	PLAN1	371.3 SKOL
9144009151	Jon	PLAN1	371.3 SKRÖ
8876791	Jon	PLAN1	371.3 SMED
10418908	Jon	PLAN1	371.3 SPOW
3103260	Jon	PLAN1	371.3 SPOW
19479683	Jon	PLAN1	371.3 STAN
9144484518	Jon	PLAN1	371.3 STUK
9172051221	Jon	PLAN1	371.3 TAUB
9121113963	Jon	PLAN1	371.3 TELE
9185976016	Jon	PLAN1	371.3 TIPS
19790256	Jon	PLAN1	371.3 TOOL
914401404X	Jon	PLAN1	371.3 TORR
12430196	Jon	PLAN1	371.3 TROS
11457475	Jon	PLAN1	371.3 ULTI
12120601	Jon	PLAN1	371.3 UNGA
11775242	Jon	PLAN1	371.3 UPPD
10247282	Jon	PLAN1	371.3 VINT
9144005024	Jon	PLAN1	371.3 VYGO
13688051	Jon	PLAN1	371.3 WALS
2bj95nb50wzc1j26	Jon	PLAN1	371.3 WEDE
9140717518	Jon	PLAN1	371.3 WEDM
9499867	Jon	PLAN1	371.3 WEIR
9739929	Jon	PLAN1	371.3 WEST
9818248	Jon	PLAN1	371.3 WIKM
9855113	Jon	PLAN1	371.3 WIKS
kt2vn5fvhqq39glj	Jon	PLAN1	371.3 WIMA
11738082	Jon	PLAN1	371.3 WIRS
10409222	Jon	PLAN1	371.3 ÄMNE
11680483	Jon	PLAN1	371.3 ÄMNE
14010221	Jon	PLAN1	371.3 ÄRNS
18736033	Jon	PLAN1	371.3 ÅBER
9155441696	Jon	PLAN1	371.3 ÖSTE
9933636189	Jon	PLAN1	371.33 ALEX
2315374	Jon	PLAN1	371.33 BRUC
11213741	Jon	PLAN1	371.33 BUCK
12033756	Jon	PLAN1	371.33 CANE
13519320	Jon	PLAN1	371.33 COMI
9140613445	Jon	PLAN1	371.33 DAGS
22114259	Jon	PLAN1	371.33 DENH
10387450	Jon	PLAN1	371.33 ENOC
14978140	Jon	PLAN1	371.33 ERST
22038095	Jon	PLAN1	371.33 EVER
11638910	Jon	PLAN1	371.33 FRÅN
19967520	Jon	PLAN1	371.33 FUTU
19968263	Jon	PLAN1	371.33 FUTU
8864575	Jon	PLAN1	371.33 FÖHR
11289661	Jon	PLAN1	371.33 GAME
10206590	Jon	PLAN1	371.33 GYNT
12279851	Jon	PLAN1	371.33 HAND
16407404	Jon	PLAN1	371.33 INTE
14981476	Jon	PLAN1	371.33 JOHA
9176564673	Jon	PLAN1	371.33 JUHL
11444401	Jon	PLAN1	371.33 LANT
v4494vr3slml635g	Jon	PLAN1	371.33 LEAR
9944721	Jon	PLAN1	371.33 LIND
10024682	Jon	PLAN1	371.33 LÄRO
19968260	Jon	PLAN1	371.33 MASS
22420593	Jon	PLAN1	371.33 MCEW
17154931	Jon	PLAN1	371.33 MEDI
19057763	Jon	PLAN1	371.33 MOBI
9420510	Jon	PLAN1	371.33 OLSO
13754733	Jon	PLAN1	371.33 PACA
9912503988	Jon	PLAN1	371.33 PETT
19962567	Jon	PLAN1	371.33 RESE
10718699	Jon	PLAN1	371.33 RYDB
12016481	Jon	PLAN1	371.33 SELW
12104093	Jon	PLAN1	371.33 SELW
21239635	Jon	PLAN1	371.33 SELW
10043610	Jon	PLAN1	371.33 SHER
16580796	Jon	PLAN1	371.33 SKOL
12032784	Jon	PLAN1	371.33 SPIK
12140317	Jon	PLAN1	371.33 THOM
9431711	Jon	PLAN1	371.33 TOYS
19981135	Jon	PLAN1	371.33 USIN
11783077	Jon	PLAN1	371.33 WEHN
9147049421	Jon	PLAN1	371.33 WEHN
08f8n0w6x60h2ndb	Jon	PLAN1	371.33 WEST
9144021186	Jon	PLAN1	371.334 ALEX
11811692	Jon	PLAN1	371.334 ANDE
10107019	Jon	PLAN1	371.334 ATT
9929841	Jon	PLAN1	371.334 ATT
21711397	Jon	PLAN1	371.334 AUTH
10899493	Jon	PLAN1	371.334 BJES
12133791	Jon	PLAN1	371.334 BOST
17371875	Jon	PLAN1	371.334 BRUU
14748054	Jon	PLAN1	371.334 COMP
21957496	Jon	PLAN1	371.334 DEBA
13555517	Jon	PLAN1	371.334 DIAZ
11273555	Jon	PLAN1	371.334 DIDA
11652439	Jon	PLAN1	371.334 DIGI
13516308	Jon	PLAN1	371.334 DIGI
s2tp2tb0qsz7673f	Jon	PLAN1	371.334 DIGI
19501938	Jon	PLAN1	371.334 EDUC
22330274	Jon	PLAN1	371.334 EDVA
9189422414	Jon	PLAN1	371.334 ENOC
14799049	Jon	PLAN1	371.334 FLEI
9528576	Jon	PLAN1	371.334 FOLK
12319771	Jon	PLAN1	371.334 GÄLL
21673528	Jon	PLAN1	371.334 HAEL
20007425	Jon	PLAN1	371.334 HAND
12442250	Jon	PLAN1	371.334 HAYT
10603078	Jon	PLAN1	371.334 HYLE
11777724	Jon	PLAN1	371.334 HYLE
12342631	Jon	PLAN1	371.334 HYLE
10106080	Jon	PLAN1	371.334 HÄLL
11418741	Jon	PLAN1	371.334 INDI
10615305	Jon	PLAN1	371.334 JOHA
11878927	Jon	PLAN1	371.334 JÄMT
22693728	Jon	PLAN1	371.334 JÖNS
11418738	Jon	PLAN1	371.334 KARL
10549887	Jon	PLAN1	371.334 KELL
16016584	Jon	PLAN1	371.334 KJÄL
10175415	Jon	PLAN1	371.334 KLOB
19106244	Jon	PLAN1	371.334 KOHE
19649125	Jon	PLAN1	371.334 KOLL
13754747	Jon	PLAN1	371.334 LEAR
9471005	Jon	PLAN1	371.334 LÄRG
11656888	Jon	PLAN1	371.334 LÖVG
17411221	Jon	PLAN1	371.334 MASS
16999873	Jon	PLAN1	371.334 MEAN
19920201	Jon	PLAN1	371.334 NAVI
11832709	Jon	PLAN1	371.334 NILS
16909266	Jon	PLAN1	371.334 PERS
17375718	Jon	PLAN1	371.334 POME
10081343	Jon	PLAN1	371.334 RASK
10441871	Jon	PLAN1	371.334 SAGE
19785345	Jon	PLAN1	371.334 SALA
14695064	Jon	PLAN1	371.334 STEI
11262330	Jon	PLAN1	371.334 SVED
11507305	Jon	PLAN1	371.334 SVED
12635804	Jon	PLAN1	371.334 SVED
13624942	Jon	PLAN1	371.334 USIN
22700875	Jon	PLAN1	371.334 UTIL
7408944	Jon	PLAN1	371.334 UTMA
19437649	Jon	PLAN1	371.334 VI
13588208	Jon	PLAN1	371.334 VIRT
10612866	Jon	PLAN1	371.334 ÅKER
8610076	Jon	PLAN1	371.335 ARIZ
13898321	Jon	PLAN1	371.335 BERG
8912102	Jon	PLAN1	371.335 BUCK
11105636	Jon	PLAN1	371.335 CELL
8399158	Jon	PLAN1	371.335 DANI
16961098	Jon	PLAN1	371.335 INTR
18719216	Jon	PLAN1	371.335 INTR
12041341	Jon	PLAN1	371.335 JONS
19663606	Jon	PLAN1	371.335 VISU
20838045	Jon	PLAN1	371.335 VISU
15416637	Jon	PLAN1	371.384 ATT
12455834	Jon	PLAN1	371.384 BARR
17857901	Jon	PLAN1	371.384 BEHR
15216379	Jon	PLAN1	371.384 BJÖR
19865589	Jon	PLAN1	371.384 BJÖR
11562733	Jon	PLAN1	371.384 ERIC
8482735	Jon	PLAN1	371.384 ERIC
16308547	Jon	PLAN1	371.384 EWER
18783110	Jon	PLAN1	371.384 EXPL
12281703	Jon	PLAN1	371.384 FRIL
22524768	Jon	PLAN1	371.384 FRIL
8311531	Jon	PLAN1	371.384 HAMM
9975425	Jon	PLAN1	371.384 JOHA
12533783	Jon	PLAN1	371.384 JORD
17183692	Jon	PLAN1	371.384 JÖRG
19933064	Jon	PLAN1	371.384 KNIG
14591751	Jon	PLAN1	371.384 KNIG
19503640	Jon	PLAN1	371.384 LEAR
9486943	Jon	PLAN1	371.384 MART
18748781	Jon	PLAN1	371.384 OLSS
10435464	Jon	PLAN1	371.384 OUTD
8449340	Jon	PLAN1	371.384 OUTD
8870648	Jon	PLAN1	371.384 OUTD
r1dnn5mkp83pz1mf	Jon	PLAN1	371.384 OUTD
21596628	Jon	PLAN1	371.384 RETH
12765779	Jon	PLAN1	371.384 SEDG
17818331	Jon	PLAN1	371.384 SJÖS
10577551	Jon	PLAN1	371.384 STEN
10352199	Jon	PLAN1	371.384 UTOM
9600796	Jon	PLAN1	371.384 UTOM
9810192	Jon	PLAN1	371.384 UTOM
19473416	Jon	PLAN1	371.384 WARD
14003501	Jon	PLAN1	371.384 WATT
21674847	Jon	PLAN1	371.384 WILL
4ddj029r2nl4ph5w	Jon	PLAN1	371.384 WILS
16420421	Jon	PLAN1	371.384 ÄNGG
6175493	Jon	PLAN1	371.39 BARN
9176563979	Jon	PLAN1	371.39 BARS
17281472	Jon	PLAN1	371.39 BERG
9717352	Jon	PLAN1	371.39 BJÖR
13687925	Jon	PLAN1	371.39 BUCK
19468743	Jon	PLAN1	371.39 CARB
10271918	Jon	PLAN1	371.39 DAHL
21570947	Jon	PLAN1	371.39 DURA
14880900	Jon	PLAN1	371.39 EDMI
9362908	Jon	PLAN1	371.39 FALK
19994641	Jon	PLAN1	371.39 FLIP
21574835	Jon	PLAN1	371.39 FOHL
11601322	Jon	PLAN1	371.39 FORS
12657561	Jon	PLAN1	371.39 FORS
4816999	Jon	PLAN1	371.39 FRAN
12736783	Jon	PLAN1	371.39 FRÖD
9876578	Jon	PLAN1	371.39 GUST
9151814919	Jon	PLAN1	371.39 HAGG
9188818306	Jon	PLAN1	371.39 HAIN
9188818365	Jon	PLAN1	371.39 HAIN
9153775	Jon	PLAN1	371.39 HANS
9197095745	Jon	PLAN1	371.39 HEDL
13983993	Jon	PLAN1	371.39 INTE
21893002	Jon	PLAN1	371.39 INTR
9923951146	Jon	PLAN1	371.39 INTR
9126966123	Jon	PLAN1	371.39 ISAK
8596083	Jon	PLAN1	371.39 JOHA
12099006	Jon	PLAN1	371.39 JOYC
20056685	Jon	PLAN1	371.39 KAGA
22595657	Jon	PLAN1	371.39 KALL
8519842	Jon	PLAN1	371.39 KRAN
7615188	Jon	PLAN1	371.39 KROK
10681298	Jon	PLAN1	371.39 KUHL
9453054	Jon	PLAN1	371.39 KÖHL
14672491	Jon	PLAN1	371.39 LIEB
8365968	Jon	PLAN1	371.39 LIND
6366187	Jon	PLAN1	371.39 LYNN
9144245718	Jon	PLAN1	371.39 MAGE
10154610	Jon	PLAN1	371.39 MALM
8872410	Jon	PLAN1	371.39 MALM
9185672661	Jon	PLAN1	371.39 MCAL
7772071	Jon	PLAN1	371.39 MONT
9188460304	Jon	PLAN1	371.39 MONT
11418764	Jon	PLAN1	371.39 MÖLL
914427291X	Jon	PLAN1	371.39 NILS
5810602	Jon	PLAN1	371.39 OBRI
10966806	Jon	PLAN1	371.39 PROM
21484421	Jon	PLAN1	371.39 QUAR
9147048433	Jon	PLAN1	371.39 RITT
9144013035	Jon	PLAN1	371.39 SIGN
10558175	Jon	PLAN1	371.39 SKJÖ
9127061914	Jon	PLAN1	371.39 SKJÖ
9185672181	Jon	PLAN1	371.39 STEI
9185672424	Jon	PLAN1	371.39 STEI
9188584267	Jon	PLAN1	371.39 STEN
8348428	Jon	PLAN1	371.39 STEN
21487858	Jon	PLAN1	371.39 TEAM
13567659	Jon	PLAN1	371.39 TEBA
9164611108	Jon	PLAN1	371.39 TORE
13613155	Jon	PLAN1	371.39 UNIV
9186320890	Jon	PLAN1	371.39 WAGN
9127013030	Jon	PLAN1	371.39 WIEC
9163000393	Jon	PLAN1	371.39 WILS
10331044	Jon	PLAN1	371.39 ZETT
9044258	Jon	PLAN1	371.39 ZETT
13612803	Jon	PLAN1	371.399 ACKR
13612806	Jon	PLAN1	371.399 ACKR
9187942704	Jon	PLAN1	371.399 ANTE
10445468	Jon	PLAN1	371.399 AXEL
10960760	Jon	PLAN1	371.399 BOLT
11814645	Jon	PLAN1	371.399 BYRE
8354392	Jon	PLAN1	371.399 BYRE
22666551	Jon	PLAN1	371.399 DAWS
12158127	Jon	PLAN1	371.399 DAY
12347469	Jon	PLAN1	371.399 DRAM
9121145113	Jon	PLAN1	371.399 EKST
912114513X	Jon	PLAN1	371.399 EKST
9974570	Jon	PLAN1	371.399 GRUN
9654722	Jon	PLAN1	371.399 GUST
8472341	Jon	PLAN1	371.399 HAGE
16635439	Jon	PLAN1	371.399 HEGG
9127017370	Jon	PLAN1	371.399 HENR
12103483	Jon	PLAN1	371.399 HÄGG
9147050683	Jon	PLAN1	371.399 HÄGG
13507051	Jon	PLAN1	371.399 LEWI
10374969	Jon	PLAN1	371.399 OWEN
4607690	Jon	PLAN1	371.399 PHIL
10352169	Jon	PLAN1	371.399 RASM
19592488	Jon	PLAN1	371.399 RASM
12104092	Jon	PLAN1	371.399 RUBI
9155447503	Jon	PLAN1	371.399 STER
5575578	Jon	PLAN1	371.399 TAYL
11303016	Jon	PLAN1	371.399 WILH
9294238	Jon	PLAN1	371.399 WINS
12346287	Jon	PLAN1	371.399 ZYKA
14180095	Jon	PLAN1	371.4 AMUN
11733570	Jon	PLAN1	371.4 ATT
17802238	Jon	PLAN1	371.4 BERG
11211212	Jon	PLAN1	371.4 BOLL
8398367	Jon	PLAN1	371.4 BREM
11936342	Jon	PLAN1	371.4 COMP
10230041	Jon	PLAN1	371.4 DELU
9144489919	Jon	PLAN1	371.4 DYRE
4541604	Jon	PLAN1	371.4 ERIC
11642102	Jon	PLAN1	371.4 FOGD
9683261	Jon	PLAN1	371.4 FRAN
10353259	Jon	PLAN1	371.4 HAND
9633816	Jon	PLAN1	371.4 HAND
9860036	Jon	PLAN1	371.4 HAND
9645856	Jon	PLAN1	371.4 HELL
11695311	Jon	PLAN1	371.4 HÅGÅ
9764799	Jon	PLAN1	371.4 JACK
10908555	Jon	PLAN1	371.4 KILL
11156627	Jon	PLAN1	371.4 KVAL
12346957	Jon	PLAN1	371.4 LILJ
9176564223	Jon	PLAN1	371.4 LIND
7775497	Jon	PLAN1	371.4 LOVE
10670705	Jon	PLAN1	371.4 OPEN
21937265	Jon	PLAN1	371.4 ROLL
9178716322	Jon	PLAN1	371.4 SALM
10443843	Jon	PLAN1	371.4 SKAG
20886005	Jon	PLAN1	371.4 STUD
22485287	Jon	PLAN1	371.4 TIGE
19348068	Jon	PLAN1	371.4 WIKS
11933938	Jon	PLAN1	371.4 WINS
18541657	Jon	PLAN1	371.5 ALER
19509839	Jon	PLAN1	371.5 ANDR
12096882	Jon	PLAN1	371.5 BEAR
9921688669	Jon	PLAN1	371.5 BJÖR
8866079	Jon	PLAN1	371.5 BLID
fpl37125c1j8kl6f	Jon	PLAN1	371.5 BORG
13755968	Jon	PLAN1	371.5 BULL
9556385	Jon	PLAN1	371.5 BULL
13892824	Jon	PLAN1	371.5 CYBE
11783755	Jon	PLAN1	371.5 DAHL
11508535	Jon	PLAN1	371.5 DAVI
11325076	Jon	PLAN1	371.5 DELA
11336500	Jon	PLAN1	371.5 DELA
9062950	Jon	PLAN1	371.5 DRUG
11691791	Jon	PLAN1	371.5 DU
10208739	Jon	PLAN1	371.5 EDIN
13565813	Jon	PLAN1	371.5 EDLI
18454282	Jon	PLAN1	371.5 EDLI
v3qvgpdfswk3qj7v	Jon	PLAN1	371.5 EDLI
12635788	Jon	PLAN1	371.5 EKER
10829494	Jon	PLAN1	371.5 ELLM
14880694	Jon	PLAN1	371.5 ELLM
11562375	Jon	PLAN1	371.5 ELVS
8907908	Jon	PLAN1	371.5 FORS
9163408120	Jon	PLAN1	371.5 FORS
17415220	Jon	PLAN1	371.5 FRÄM
20219890	Jon	PLAN1	371.5 GILL
19600705	Jon	PLAN1	371.5 HALL
13912183	Jon	PLAN1	371.5 JACO
18596006	Jon	PLAN1	371.5 JENN
205271073	Jon	PLAN1	371.5 JONE
11606724	Jon	PLAN1	371.5 KOLF
9518935	Jon	PLAN1	371.5 KORP
16010447	Jon	PLAN1	371.5 KRÄN
9079921	Jon	PLAN1	371.5 LAGE
9172051965	Jon	PLAN1	371.5 LAGE
14704152	Jon	PLAN1	371.5 LARS
9147049820	Jon	PLAN1	371.5 LARS
8382625	Jon	PLAN1	371.5 LIND
11904225	Jon	PLAN1	371.5 LÅT
19282389	Jon	PLAN1	371.5 MARS
19282393	Jon	PLAN1	371.5 MARS
8889673	Jon	PLAN1	371.5 MOBB
12193417	Jon	PLAN1	371.5 NOLL
9425936	Jon	PLAN1	371.5 ONDA
8899055	Jon	PLAN1	371.5 OSBE
19508803	Jon	PLAN1	371.5 PART
6385751	Jon	PLAN1	371.5 PEER
10514876	Jon	PLAN1	371.5 PIPP
11896664	Jon	PLAN1	371.5 PIPP
11558684	Jon	PLAN1	371.5 PÅ
2906353	Jon	PLAN1	371.5 SELB
9144020090	Jon	PLAN1	371.5 SELB
9059036	Jon	PLAN1	371.5 SIGS
12743878	Jon	PLAN1	371.5 SVAL
22490448	Jon	PLAN1	371.5 SVAL
12100623	Jon	PLAN1	371.5 UTVÄ
761963367	Jon	PLAN1	371.5 WATK
10871742	Jon	PLAN1	371.5 WEST
12135058	Jon	PLAN1	371.5 WING
9174649639	Jon	PLAN1	371.6 ATT
10225801	Jon	PLAN1	371.6 BULL
10717157	Jon	PLAN1	371.6 GODE
10623909	Jon	PLAN1	371.6 JOHA
20253938	Jon	PLAN1	371.6 LARS
8853219	Jon	PLAN1	371.6 OLSS
9996955	Jon	PLAN1	371.6 TÖRN
cmz3frrt9g5c9qmj	Jon	PLAN1	371.6 VALS
19469388	Jon	PLAN1	371.7 AMER
9170441936	Jon	PLAN1	371.7 ANDE
9173462802	Jon	PLAN1	371.7 ARVI
10408314	Jon	PLAN1	371.7 BACK
20111441	Jon	PLAN1	371.7 BENG
9680273	Jon	PLAN1	371.7 BENG
21773535	Jon	PLAN1	371.7 CREM
9867577	Jon	PLAN1	371.7 DWES
16250091	Jon	PLAN1	371.7 ELVE
15978042	Jon	PLAN1	371.7 EVID
21869926	Jon	PLAN1	371.7 EVID
12130026	Jon	PLAN1	371.7 FOWE
9640950	Jon	PLAN1	371.7 GODA
13863656	Jon	PLAN1	371.7 GOOD
11372143	Jon	PLAN1	371.7 GRÖV
9440256	Jon	PLAN1	371.7 GULL
11379980	Jon	PLAN1	371.7 GUST
9172199059	Jon	PLAN1	371.7 GUVÅ
12229053	Jon	PLAN1	371.7 HERL
11907616	Jon	PLAN1	371.7 HILL
10590921	Jon	PLAN1	371.7 HJÖR
11202602	Jon	PLAN1	371.7 HJÖR
14701292	Jon	PLAN1	371.7 HJÖR
9599830	Jon	PLAN1	371.7 HJÖR
9186688	Jon	PLAN1	371.7 HUBI
20016526	Jon	PLAN1	371.7 HYLA
7595499	Jon	PLAN1	371.7 HÄGG
11447629	Jon	PLAN1	371.7 KIMB
12231207	Jon	PLAN1	371.7 KIMB
916461316X	Jon	PLAN1	371.7 KIMB
10001488	Jon	PLAN1	371.7 KIND
16421967	Jon	PLAN1	371.7 LEIS
9144012918	Jon	PLAN1	371.7 LILJ
9188046117	Jon	PLAN1	371.7 LJUN
19612947	Jon	PLAN1	371.7 MILE
8889137	Jon	PLAN1	371.7 NILS
8742094	Jon	PLAN1	371.7 NORD
10136894	Jon	PLAN1	371.7 NÄR
13362451	Jon	PLAN1	371.7 PART
9892808	Jon	PLAN1	371.7 PERS
12351203	Jon	PLAN1	371.7 POUS
11791834	Jon	PLAN1	371.7 PROM
16648625	Jon	PLAN1	371.7 PSYK
12351287	Jon	PLAN1	371.7 RAIN
12545274	Jon	PLAN1	371.7 RANG
10352749	Jon	PLAN1	371.7 RAUN
13935376	Jon	PLAN1	371.7 SCHO
17458094	Jon	PLAN1	371.7 SCHO
17872223	Jon	PLAN1	371.7 SCHO
19587744	Jon	PLAN1	371.7 SCHO
8321966	Jon	PLAN1	371.7 SCHO
pxl3bbkbm6kpd5l6	Jon	PLAN1	371.7 SJÖD
13599284	Jon	PLAN1	371.7 SKOL
19247577	Jon	PLAN1	371.7 SKOL
20144683	Jon	PLAN1	371.7 SKOL
mxtr7lvbkfvzk6xp	Jon	PLAN1	371.7 SKOL
12766425	Jon	PLAN1	371.7 STÅH
12322726	Jon	PLAN1	371.7 UNT
12165163	Jon	PLAN1	371.7 UTAS
8786062	Jon	PLAN1	371.7 VIOL
16580858	Jon	PLAN1	371.7 VÄGL
918837324X	Jon	PLAN1	371.7 ÄR
22428182	Jon	PLAN1	371.8 AFTE
22428200	Jon	PLAN1	371.8 AFTE
10316295	Jon	PLAN1	371.8 ALLM
9683563	Jon	PLAN1	371.8 ALLM
9163407841	Jon	PLAN1	371.8 ANDE
18467868	Jon	PLAN1	371.8 ATT
11421685	Jon	PLAN1	371.8 BARN
10446374	Jon	PLAN1	371.8 BART
10658040	Jon	PLAN1	371.8 BART
22687995	Jon	PLAN1	371.8 BART
10081719	Jon	PLAN1	371.8 BINB
9607432	Jon	PLAN1	371.8 BLID
8284277	Jon	PLAN1	371.8 BOYS
5d21jjd93d3lvtwq	Jon	PLAN1	371.8 BRA
19699029	Jon	PLAN1	371.8 DAVI
9102515	Jon	PLAN1	371.8 DE
10159095	Jon	PLAN1	371.8 DIFF
11421683	Jon	PLAN1	371.8 DISK
9924808428	Jon	PLAN1	371.8 EDLI
9944742	Jon	PLAN1	371.8 EKEL
18454677	Jon	PLAN1	371.8 ELEV
19962396	Jon	PLAN1	371.8 ELME
915544802X	Jon	PLAN1	371.8 FORS
10148677	Jon	PLAN1	371.8 FRIS
21662952	Jon	PLAN1	371.8 FUND
9533562	Jon	PLAN1	371.8 GALL
9198167	Jon	PLAN1	371.8 GARP
19661416	Jon	PLAN1	371.8 GLOG
22383621	Jon	PLAN1	371.8 GOD
10419223	Jon	PLAN1	371.8 GRUB
10921752	Jon	PLAN1	371.8 GRUB
9372387	Jon	PLAN1	371.8 HAND
8874151	Jon	PLAN1	371.8 HEDE
9176564800	Jon	PLAN1	371.8 HEDI
9155446345	Jon	PLAN1	371.8 HELL
22448529	Jon	PLAN1	371.8 HIRS
10397269	Jon	PLAN1	371.8 HÖGD
10302468	Jon	PLAN1	371.8 HÖIB
9740087	Jon	PLAN1	371.8 HÖIB
8372366	Jon	PLAN1	371.8 HÖIS
9177363477	Jon	PLAN1	371.8 HÖIS
22164480	Jon	PLAN1	371.8 ICCS
10225872	Jon	PLAN1	371.8 INGE
8237462	Jon	PLAN1	371.8 JOHA
9197086193	Jon	PLAN1	371.8 JÄMO
11311061	Jon	PLAN1	371.8 JÖNS
19520321	Jon	PLAN1	371.8 KAYA
9722539	Jon	PLAN1	371.8 KESS
12072064	Jon	PLAN1	371.8 KONF
13461375	Jon	PLAN1	371.8 KONF
17884683	Jon	PLAN1	371.8 KONF
9176564061	Jon	PLAN1	371.8 LAHD
11457329	Jon	PLAN1	371.8 LARS
9197240486	Jon	PLAN1	371.8 LIND
9171395024	Jon	PLAN1	371.8 LUND
10036803	Jon	PLAN1	371.8 MANL
9176563103	Jon	PLAN1	371.8 MER
11887869	Jon	PLAN1	371.8 MORG
11894807	Jon	PLAN1	371.8 MORT
11779986	Jon	PLAN1	371.8 MÅNS
11751512	Jon	PLAN1	371.8 MÖLL
10434985	Jon	PLAN1	371.8 MÖRL
9147048271	Jon	PLAN1	371.8 NEME
8381983	Jon	PLAN1	371.8 NILS
13597752	Jon	PLAN1	371.8 NORD
9188800032	Jon	PLAN1	371.8 NORD
11882154	Jon	PLAN1	371.8 NORM
8528214	Jon	PLAN1	371.8 NU
20871394	Jon	PLAN1	371.8 NYAN
19432086	Jon	PLAN1	371.8 OJAL
9337745	Jon	PLAN1	371.8 OLIK
22464813	Jon	PLAN1	371.8 ORGA
10150582	Jon	PLAN1	371.8 OSBE
9144009453	Jon	PLAN1	371.8 OTTE
750707747	Jon	PLAN1	371.8 PAEC
8735663	Jon	PLAN1	371.8 PARS
9176564460	Jon	PLAN1	371.8 PARS
20018709	Jon	PLAN1	371.8 POME
21867876	Jon	PLAN1	371.8 REDU
10158002	Jon	PLAN1	371.8 RODE
10036253	Jon	PLAN1	371.8 ROUT
12427344	Jon	PLAN1	371.8 RUDO
8854127	Jon	PLAN1	371.8 RUNF
10239727	Jon	PLAN1	371.8 SAGE
10125741	Jon	PLAN1	371.8 SCHJ
14850527	Jon	PLAN1	371.8 SEGR
4842279	Jon	PLAN1	371.8 SKEL
10956338	Jon	PLAN1	371.8 SKOL
11887827	Jon	PLAN1	371.8 SKOL
16407467	Jon	PLAN1	371.8 SKOL
19377018	Jon	PLAN1	371.8 SKOL
21329967	Jon	PLAN1	371.8 SKOL
9524070	Jon	PLAN1	371.8 SOCI
10227934	Jon	PLAN1	371.8 SPRÅ
3081133	Jon	PLAN1	371.8 STRA
10049175	Jon	PLAN1	371.8 SUND
21389116	Jon	PLAN1	371.8 SVEN
19254691	Jon	PLAN1	371.8 TOBI
10595951	Jon	PLAN1	371.8 UTBI
19348325	Jon	PLAN1	371.8 UTBI
19366277	Jon	PLAN1	371.8 UTBI
19826172	Jon	PLAN1	371.8 UTBI
9974893	Jon	PLAN1	371.8 VID
9147028068	Jon	PLAN1	371.8 VÅLD
9188298272	Jon	PLAN1	371.8 WAHL
12221930	Jon	PLAN1	371.8 WHEL
10352700	Jon	PLAN1	371.8 WRET
20010580	Jon	PLAN1	371.8 WRET
9185096326	Jon	PLAN1	371.8 ÅBER
11938475	Jon	PLAN1	371.9 ABRA
14180388	Jon	PLAN1	371.9 AHLB
