instance_digital	sameAsIdentifier_digital	localEntityControlNumber_digital	marcDisplayText_digital	instance_physical	sameAsIdentifier_physical	localEntityControlNumber_physical	marcDisplayText_physical
2ldrsg6d492zhjn	20036532	2966383	Originalversion:	3ld3q8df0bgvgkq	2966383	20036532	Digitaliserad version:
3mfkmc2f3n10qqt	14227783	1837632	Originalversion:	2kc0bf6d0jgss8r	1837632	14227783	Digitaliserad version:
3mfqpr4f4v0gvw2	18315643	7266062	Originalversion	q71wp5g251wxsst	7266062	18315643	Digitaliserad version
4ngk8fwg098lfhf	13904504	8202386	Originalversion:	j1tqmmlv42qpcbt	8202386	13904504	Digitaliserad version:
4nglcq4g5rf3bcv	14776814	269265	Originalversion	5ng1ggnh56j5d87	269265	14776814	Digitaliserad version
4nglndjg2xmm5lb	14227274	212530	Originalversion:	0h9v76gb3986ncr	212530	14227274	Digitaliserad version:
4ngw1tgg2s0cdb1	21798914	171604	Originalversion:	s93n0gs448vndpx	171604	21798914	Digitaliserad version:
5phmpwch3rgrcq0	14213595	7615651	Originalversion:	p60w32v11vbzg5n	7615651	14213595	Digitaliserad version:
5phq0gxh0prx8m6	16901505	9752294	Originalversion:	4mfd5mbg2rpjd9q	9752294	16901505	Digitaliserad version:
5phqdwrh117gmd8	17210055	7265329	Originalversion	9slg8p6m1fnc0jv	7265329	17210055	Digitaliserad version
5phzz3wh11j81fn	22534575	86653	Originalversion:	3ldz6mpf2mh759n	86653	22534575	Digitaliserad version:
6qjmtw4j38nnsjc	13483456	2526302	Originalversion	q71ptm2214zrr8p	2526302	13483456	Digitaliserad version
6qjtsv7j3ql256m	18315646	7266060	Originalversion	n5ztm3d014hnsg1	7266060	18315646	Digitaliserad version
6qjzrllj1fvx7d9	21520876	1621369	Originalversion:	9sl79n4m505z8zh	1621369	21520876	Digitaliserad version:
7rkpb9pk1dkjxrk	14680937	8350753	Originalversion	3ld9dp1f50zx7hw	8350753	14680937	Digitaliserad version
7rkvp43k3878090	18213797	7265857	Originalversion	wd62vbd73kmv159	7265857	18213797	Digitaliserad version
7rkw97jk3n90hxr	19512887	7640390	Originalversion	btmjqmzn2n0d83h	7640390	19512887	Digitaliserad version
7rkwr3mk1hbgp5b	19076477	8375454	Originalversion	gzrps0ts07xw7sf	8375454	19076477	Digitaliserad version
8slp0fnl0t4nj59	13576578	909789	Originalversion	zg8v2z593g2nwng	909789	13576578	Digitaliserad version
8sltj65l2sz8pzg	17242728	7615801	Originalversion:	p60w33110vf2kv5	7615801	17242728	Digitaliserad version:
8slwvx8l19x3tjz	18315618	7266035	Originalversion	tb40s8j51fk93z5	7266035	18315618	Digitaliserad version
8slxc3rl4hv36tn	19534668	2604486	Originalversion	vc5t2m26404rf1g	2604486	19534668	Digitaliserad version
8slxkmzl00g8sfz	19684248	7418073	Originalversion:	r82xwtd317r3g36	7418073	19684248	Digitaliserad version:
8slz0nfl0w5f5p1	20036568	2586541	Originalversion:	p60nvsz12zpzp88	2586541	20036568	Digitaliserad version:
9tm0qs8m31ljwfr	19796089	8238796	Originalversion	6phdcnqj33q1n1v	8238796	19796089	Digitaliserad version
9tmx8kwm4nz8tzk	18628459	7266474	Originalversion	gzrmfwms100xxgz	7266474	18628459	Digitaliserad version
cwp1w6np156d1vb	19076391	8233505	Originalversion	tb41z3h50m0n8bj	8233505	19076391	Digitaliserad version
cwpq2zjp3blm2cd	11914971	2414689	Originalversion:	9sl881lm1rkd8zq	2414689	11914971	Digitaliserad version:
dxq65ldq06x0ng2	22515022	2775080	Originalversion	btmbqf2n2zh5jnk	2775080	22515022	Digitaliserad version
fzr6b2nr37rbgwj	21797933	19077347	Originalversion:	7rkwr4lk4xqbnmf	19077347	21797933	Digitaliserad version:
fzr6b4vr1tnj4n4	21799013	2440907	Originalversion:	7qj67znk11tr6vz	2440907	21799013	Digitaliserad version:
g0sw55ps04v16kf	13537734	1428662	Originalversion	q71ngzg22r2fpgh	1428662	13537734	Digitaliserad version
g0szw0gs3vtblzx	14937024	7258855	Originalversion	h0snfn6t4dn9h2l	7258855	14937024	Digitaliserad version
h1t2xqlt212cqvx	16576015	8214182	Originalversion	q71xv8x23zk1dvg	8214182	16576015	Digitaliserad version
h1t5qsmt15pg19b	19655845	3294619	Originalversion	9sl9cm9m51w9x97	3294619	19655845	Digitaliserad version
h1t684jt55vbfdt	20069755	1622575	Originalversion:	h0sfhwnt540zbtz	1622575	20069755	Digitaliserad version:
j2v5v22v2lfdd9l	18095606	2517595	Originalversion	h0sgl24t32ws9gx	2517595	18095606	Digitaliserad version
l4x6bvfx4hlvmxt	17629678	7263864	Originalversion	gzrmfsqs08pjjdg	7263864	17629678	Digitaliserad version
l4x7qz7x263znpx	18739198	7266590	Originalversion	btmh9rmn43s8d13	7266590	18739198	Digitaliserad version
l4xxxjbx3pnck19	10816588	3303980	Originalversion:	btmbd1qn0tfp9k6	3303980	10816588	Digitaliserad version:
m5z3shsz08w39s0	14730179	7258881	Originalversion	cvnj9j3p2mb1jsg	7258881	14730179	Digitaliserad version
n6083rl010b833z	17382240	2428075	Originalversion:	h0sggqnt4mnbb78	2428075	17382240	Digitaliserad version:
n60bxgt023fltkt	19669350	7418263	Originalversion:	3ld875xf10gt29k	7418263	19669350	Digitaliserad version:
p718jjl119th45b	16889011	1653914	Originalversion	4mf25p4g5t60gs2	1653914	16889011	Digitaliserad version
p71ck78117rjhrn	19337611	3067807	Originalversion	wd6wntw75m6cs1h	3067807	19337611	Digitaliserad version
p71csj710sjz664	19534681	2902613	Originalversion	fxqf08vr4z5wx49	2902613	19534681	Digitaliserad version
q825fg520pzz7s5	13537892	1458076	Originalversion	6ph40jlj4rzqmq5	1458076	13537892	Digitaliserad version
q825v6721zdnzz1	13881752	615741	Originalversion	cvn83htp43340dt	615741	13881752	Digitaliserad version
q826ts421442l2b	14680862	7257947	Originalversion	7qjd5cxk2jc7rr8	7257947	14680862	Digitaliserad version
q82d8l321z47k5f	19076432	8375465	Originalversion	tb425c7520h4sg0	8375465	19076432	Digitaliserad version
q82fg1k200sdtcn	20060552	10204148	Originalversion:	xf77h5681csbm9n	10204148	20060552	Digitaliserad version:
q82hg1z23qprdzx	21680912	124791	Originalversion:	cvn7h9bp58rgn7h	124791	21680912	Digitaliserad version:
q82jql52553pmzk	22694492	1617608	Originalversion	xf7vw5l83l834hj	1617608	22694492	Digitaliserad version:
r9371g935qkfr1k	14806083	7261045	Originalversion	h0snfqmt5g05129	7261045	14806083	Digitaliserad version
r93f2vb32xvd6td	19703913	1563140	Originalversion:	btm87jgn1ncxnw6	1563140	19703913	Digitaliserad version:
sb48fgz45lvf4s0	14292754	7615433	Originalversion:	fxqmtsbr5cv3ztn	7615433	14292754	Digitaliserad version:
sb4h79t40jpcnrg	19796134	3296517	Originalversion	k2vkmznw3d49bp2	3296517	19796134	Digitaliserad version
tc580zn52f04gjf	13927055	8198057	Originalversion	7qjfb5hk3dxbpx4	8198057	13927055	Digitaliserad version
tc592fp520c1f4z	14776685	7260533	Originalversion	fxqlcn0r5mqlt2f	7260533	14776685	Digitaliserad version
tc5gcgx54f3mld4	18260795	471077	Originalversion:	7qj4s0zk193ck4b	471077	18260795	Digitaliserad version:
tc5gz6q55h8wr6x	18739415	2431969	Originalversion	9sl89psm3f3jpg5	2431969	18739415	Digitaliserad version
tc5h24z52bb3qjv	19655825	1731459	Originalversion	zg8w3d49017qjkj	1731459	19655825	Digitaliserad version
tc5h2gj51tnmkpl	19637435	7415916	Originalversion:	vc510t365fs0bm9	7415916	19637435	Digitaliserad version:
tc5kkn055lm5w5d	20858255	9851274	Originalversion:	gzrqlmms02tkwm3	9851274	20858255	Digitaliserad version:
vd6mrjd61n0gnlx	21798186	2440931	Originalversion:	1jb01rhc5f6wbp9	2440931	21798186	Digitaliserad version:
vd6nmzc64gtxqdr	22511856	3153317	Originalversion:	7qj73b7k577t2sr	3153317	22511856	Digitaliserad version:
wf7k0qb74sqq5tm	19534597	8220651	Originalversion	cvnkh5qp1qghbp1	8220651	19534597	Digitaliserad version
wf7n1hm71wzjz7c	21985567	2412282	Originalversion:	2kc11qpd5pb5slj	2412282	21985567	Digitaliserad version:
zh9bpjp94mw637k	11940669	2416263	Originalversion:	r82qqkt33mm3sv7	2416263	11940669	Digitaliserad version:
zh9d43t94wh4xqh	13927089	8210375	Originalversion	tb41z7s518s40k9	8210375	13927089	Digitaliserad version
zh9js8d94f6532g	16901199	8362823	Originalversion:	fxqmqhrr2mcz1l0	8362823	16901199	Digitaliserad version:
zh9m2sg93hjj7kz	19534659	2694371	Originalversion	1jb0b43c4d9vjt2	2694371	19534659	Digitaliserad version
2ldpjzwd2s1837j	18213762	7265960	Originalversion	btmh9rxn12plckb	7265960	18213762	Digitaliserad version
2ldqlxhd2wv5cgm	19076502	8375456	Originalversion	j1trv2wv58g2kxk	8375456	19076502	Digitaliserad version
5phr15ch40ln3jv	17730795	7615502	Originalversion:	q71x43q246r0v5g	7615502	17730795	Digitaliserad version:
sb4cbhz4016v5vk	16642654	7263493	Originalversion	3ld82fzf0mhnl2v	7263493	16642654	Digitaliserad version
xg8cwzt836sprhd	13762418	7615443	Originalversion:	r82z54p33s1mppr	7615443	13762418	Digitaliserad version:
dxq17fxq3xk2bvr	18514102	2512716	Originalversion:	vc5tz73656r8b38	2512716	18514102	Digitaliserad version:
k3w089xw4gm59c4	13537857	1334843	Originalversion	fxqc26wr24d5gqf	1334843	13537857	Digitaliserad version
fzr7f3kr5h6d0qj	22689743	17606439	Orginalversion:	zh9kpc095n08f15	17606439	22689743	Digitaliserad version:
7rkkqgpk45m0qbt	10959437	10349946	Originalversion:	vc55mh460kmn4dk	10349946	10959437	Digitaliserad version:
9tm2d2gm131fk6d	21963469	2585794	Originalversion	s93rzw741xnq2zs	2585794	21963469	Digitaliserad version
vd6hkkt60d8851v	18397476	2396220	Originalversion:	n5zmlqg01sff63l	2396220	18397476	Digitaliserad version:
4ngnv8vg32xqhqv	16005974	2709367	Originalversion	wd6w7km72tkfj29	2709367	16005974	Digitaliserad version
n60gj0405nqjm4j	22572120	2879775	Originalversion	5ng5p47h4lh9lmh	2879775	22572120	Digitaliserad version
8sl1q2tl51zxcsg	21450828	1582250	Originalversion	btm888pn1x3lc8j	1582250	21450828	Digitaliserad version
9tmxmqgm3bhdpgz	18093469	2763302	Originalversion	q71q4dd24bmc8f2	2763302	18093469	Digitaliserad version
l4x2rh4x15n3xx1	14730508	2437650	Originalversion	n5zmn8h05c8s2vr	2437650	14730508	Digitaliserad version
1kcs6pjc0p981df	22014161	2943227	Originalversion	7qj7vksk4cg6wqv	2943227	22014161	Digitaliserad version
m5z9cccz37tgkwn	19235189	8505932	Originalversion	q71z73324z57qfq	8505932	19235189	Digitaliserad version
p71hng0151wmlcl	22665571	3078838	Originalversion	l3wldxtx101kj65	3078838	22665571	Digitaliserad version
1kcdrn5c0kn44nk	11942831	11942827	Originalversion:	wf78mj175cg6x8z	11942827	11942831	Digitaliserad version:
sb4lm3144kvkt0x	22571914	2216702	Originalversion	q71pg5222jmdhdt	2216702	22571914	Digitaliserad version
tc590qd51wzv2v9	14730515	2931039	Originalversion	zg8zkt09232wz45	2931039	14730515	Digitaliserad version
6qj0ndlj2fbp3xf	22271476	8235105	Originalversion	5ngcbhlh1b006bs	8235105	22271476	Digitaliserad version
bvnsh6ln2j6h4bd	14730260	7259729	Originalversion	m4xskt9z16qnl1j	7259729	14730260	Digitaliserad version
tc56k6154zdclzl	11935685	11935681	Originalversion:	p712f2w153zbddt	11935681	11935685	Digitaliserad version:
0jbssd3b3nsvnv5	22520500	2994725	Originalversion	tb4th2m515tpfz3	2994725	22520500	Digitaliserad version
9tmx8kqm448xzfk	18628309	7266327	Originalversion	k2vqj0kw4mn83rf	7266327	18628309	Digitaliserad version
6qjv86dj5qxp72k	19512796	1490422	Originalversion	dwpb7xqq400w7f1	1490422	19512796	Digitaliserad version
tc5ltbw55lf6g5r	21875165	1616226	Originalversion	vc5st1065ng930l	1616226	21875165	Digitaliserad version
fzr15pgr2fw5c09	17629853	2410829	Originalversion	m4xll7mz14vr2c1	2410829	17629853	Digitaliserad version
8slqjr4l24k0rbk	14800998	10402771	Orginalversion	p600j9n13j4nfhn	10402771	14800998	Digitaliserad version
g0szs33s1xmd1lw	14858394	14798503	Originalversion:	3mfkch6f100ph83	14798503	14858394	Digitaliserad version:
vd6jxw7607jt8pm	19512936	1491986	Originalversion	j1tgc3lv54spnts	1491986	19512936	Digitaliserad version
xg8hs0382n5b210	16922558	16919249	Originalversion:	m5z6hl3z3991d6t	16919249	16922558	Digitaliserad version:
q711tst231nxnnb	10631492	9053775	Originalversion:	5ngdbs7h15p564l	9053775	10631492	Digitaliserad version:
xg8l0zc80j9nv60	19512998	7640398	Originalversion	l3ws0w7x2vg6tbw	7640398	19512998	Digitaliserad version
fzrv2m8r4qx8x0j	13496873	1559330	Originalversion	btm87d7n10gkjr3	1559330	13496873	Digitaliserad version
h1tx4pbt0vhmxz7	13496875	879190	Originalversion	0h9w2v6b36lwskb	879190	13496875	Digitaliserad version
5ngg877h318jm1p	10631475	9055744	Originalversion:	s931zh241pqn73f	9055744	10631475	Digitaliserad version:
9tmzhktm3klf15g	19627399	7415870	Originalversion:	btmhg9hn1wt0nc5	7415870	19627399	Digitaliserad version:
xg8ckls8298m7l4	13482488	2417459	Originalversion	m4xllh0z5bvhnnk	2417459	13482488	Digitaliserad version
4ngks4wg08sjc3k	13518404	2515781	Originalversion	1jb04jnc142zh1r	2515781	13518404	Digitaliserad version
4ngpfn2g2b4xq3s	17258954	10243472	Orginalversion	q711cfp23j83345	10243472	17258954	Digitaliserad version
8sltkvml5rh26f0	17260248	10273031	Orginalversion	1jbbpttc0sxvm2c	10273031	17260248	Digitaliserad version
9tmqz87m1xlcbqm	13517659	1483949	Originalversion	m4xkfwrz1q0xc44	1483949	13517659	Digitaliserad version
cwps1bjp2821x7m	13517871	2129974	Originalversion	s93rd0r422qzdt7	2129974	13517871	Digitaliserad version
vd6kn2w63282p3b	20112036	2399970	Originalversion:	n5zmlvm02cj4s8g	2399970	20112036	Digitaliserad version:
wf785bc72h679ts	12368827	8216125	Originalversion:	h0spm4tt28sgjds	8216125	12368827	Digitaliserad version:
1kcqz0dc2g4zj76	20213141	8533775	Originalversion:	tb42c6451p8z789	8533775	20213141	Digitaliserad version:
8sltksgl2ph2hv8	17259198	10291752	Orginalversion	2kccrknd5r91v48	10291752	17259198	Digitaliserad version
bvnr09gn1f9gvkl	13517840	1179338	Originalversion	xf7vcxm84h2zs0k	1179338	13517840	Digitaliserad version
k3w088vw29n9zrf	13537797	1334848	Originalversion	l3wj7c2x4mvjmjf	1334848	13537797	Digitaliserad version
l4x9bmhx57174w1	20053438	3124330	Originalversion:	0h90t1sb26jgctp	3124330	20053438	Digitaliserad version:
n603bmw01hkqfhn	13517910	1836502	Originalversion	dwpbnq8q32mppvj	1836502	13517910	Digitaliserad version
sb47hjg42kvgzkv	13538104	1458086	Originalversion	j1tgbvxv203srqb	1458086	13538104	Digitaliserad version
xg8cmm681hjlgmp	13537748	2509312	Originalversion	dwpcgntq0689d18	2509312	13537748	Digitaliserad version
zh9dnpd933x5txf	13537899	1378870	Originalversion	0h9xpddb1tcrm4n	1378870	13537899	Digitaliserad version
r93kl6v33sqh6l3	22548393	2248417	Originalversion:	wd6vnhg710d8b3r	2248417	22548393	Digitaliserad version:
fzr3nqlr5k1gh3n	19655873	2706094	Originalversion	s93s4bw41fn31g7	2706094	19655873	Digitaliserad version
k3w89zqw40s8839	20036577	3122029	Originalversion:	9sl947jm0w8x8m5	3122029	20036577	Digitaliserad version:
wf7bkvx757xb18z	13517737	1264147	Originalversion	wd6tf1t71zk79vb	1264147	13517737	Digitaliserad version
wf7cz8670fb5cqq	14635777	1347182	Originalversion:	q71ncxx20xsnnnl	1347182	14635777	Digitaliserad version:
vd69jt565ss9qg5	13517976	1594187	Originalversion	7qj56lvk2b5n139	1594187	13517976	Digitaliserad version
9tm38xjm0xw79tg	22661929	2860620	Originalversion:	n5zn5xg0317crqq	2860620	22661929	Digitaliserad version:
wf7bkvv72zbjpzs	13517677	1368366	Originalversion	vc5sjvl63bdvwdk	1368366	13517677	Digitaliserad version
zh9dnd590413wx1	13530489	2025264	Originalversion:	gzrfzs2s4qbcmkg	2025264	13530489	Digitaliserad version:
zh9dnn292xxlwh4	13537599	1334869	Originalversion	9sl7x2sm395nxqt	1334869	13537599	Digitaliserad version
2ldhrsgd2z9jb59	13537872	853725	Originalversion	5ng2632h06lz7ll	853725	13537872	Digitaliserad version
bvn0v6sn5m7jc75	19076540	7652987	Originalversion	7qjfn0vk2j6lx3d	7652987	19076540	Digitaliserad version
m5z29ljz01vskhc	13517639	8219172	Originalversion	2kc86ssd4zpqg5l	8219172	13517639	Digitaliserad version
5phsrvjh14099mq	18315945	2493833	Originalversion	fxqdh3nr5c6l42h	2493833	18315945	Digitaliserad version
h1t5jb8t4pw7gmx	19480915	392247	Originalversion:	k2vg1dpw3ntl72d	392247	19480915	Digitaliserad version:
tc5msg2507rglpl	22661915	902294	Originalversion:	4mf17v0g0qj0hrq	902294	22661915	Digitaliserad version:
2ldhq13d51tdvzc	13517742	1368407	Originalversion	7qj5w70k45741v0	1368407	13517742	Digitaliserad version
4ngktvgg1f2hs7b	13537814	1448312	Originalversion	q71nhp924cl8wnh	1448312	13537814	Digitaliserad version
6qjmwxnj574gp53	13537936	1458111	Originalversion	cvn95psp0kk38m5	1458111	13537936	Digitaliserad version
dxqt2cdq37t5k15	13517722	1378732	Originalversion	dwpb3rmq4s9dhtc	1378732	13517722	Digitaliserad version
p714cnm11jbnkqd	13517641	8219174	Originalversion	4mfb8vvg14bfcgf	8219174	13517641	Digitaliserad version
vd69jtr63nlgl0b	13517616	1334861	Originalversion	1jbznsjc2zc252h	1334861	13517616	Digitaliserad version
wf7bll072cdddwc	13537597	1368275	Originalversion	tb4rhtg50cgtmv9	1368275	13537597	Digitaliserad version
6qjqcgpj1hnj0n5	16360366	9151846	Originalversion:	6phfgg7j5dmwwjx	9151846	16360366	Digitaliserad version:
q825dp024sl32ff	13517942	1368341	Originalversion	1jbzp1qc1d6f5ld	1368341	13517942	Digitaliserad version
p714dff1201v32f	13538161	1458136	Originalversion	6ph40jnj451kj7x	1458136	13538161	Digitaliserad version
1kcgqq4c24kb73b	13537601	8219177	Originalversion	7qjfczzk3vgh2tk	8219177	13537601	Digitaliserad version
m5z2bc3z1cnsvk5	13537949	1177026	Originalversion	vc5s9r0654c5dnp	1177026	13537949	Digitaliserad version
vd69kl960k1d784	13537896	1428688	Originalversion	l3wjbtbx044hr1f	1428688	13537896	Digitaliserad version
g0sw55ks16k64fs	13537614	1378873	Originalversion	3ld1shhf4lw9110	1378873	13537614	Digitaliserad version
n60gh4b05706gv6	22548900	3685504	Originalversion:	s93tbm443tqhszz	3685504	22548900	Digitaliserad version:
xg8cmm280hfldcd	13537628	1378895	Originalversion	tb4rj7854cqfhvk	1378895	13537628	Digitaliserad version
p71f7xk13hpmw1z	20706781	8551308	Originalversion	8rkhs91l223wm7b	8551308	20706781	Digitaliserad version
bvnr12nn0dj15c8	13537820	614736	Originalversion	vc5rlz7651r8jfv	614736	13537820	Digitaliserad version
fzrv44jr3wrvvmc	13537613	1368395	Originalversion	tb4rhtl539bkxjs	1368395	13537613	Digitaliserad version
r936gh535h5n02n	13537863	8219334	Originalversion	gzrnl6cs1zld2mz	8219334	13537863	Digitaliserad version
1kcm9czc4lm8g08	18036551	11779847	Originalversion:	7rklrt8k0gjdb14	11779847	18036551	Digitaliserad version:
2ldnbdmd0m5gzq0	18036222	11363759	Originalversion:	m5zzmtbz0xqb5nr	11363759	18036222	Digitaliserad version:
5phrfh1h2873xtx	18036495	11639775	Originalversion:	5phjjlkh58kmstr	11639775	18036495	Digitaliserad version:
5phrfhvh4t3w9gv	18036345	11460443	Originalversion:	fzrrk6kr53009wp	11460443	18036345	Digitaliserad version:
8slvjl7l0386d89	18036588	11805831	Originalversion:	cwpqxx8p48sf685	11805831	18036588	Digitaliserad version:
9tmwjllm2cttk77	18035989	11283650	Originalversion:	bvnn7k1n0v376zg	11283650	18035989	Digitaliserad version:
9tmwkm7m4jqr30g	18036559	11784916	Originalversion:	6qjkq0vj2jbr078	11784916	18036559	Digitaliserad version:
g0s2qs6s06k9mlj	18036384	11561542	Originalversion:	dxqqnxvq4zmcp98	11561542	18036384	Digitaliserad version:
h1t3rt1t46qv1s5	18036205	11361327	Originalversion:	k3wwknkw10lrqpg	11361327	18036205	Digitaliserad version:
j2v4sv2v124p043	18036206	11362617	Originalversion:	k3wwkq0w0f47m0g	11362617	18036206	Digitaliserad version:
q82h8k320kgkx2f	21505532	20872465	Orginalversion:	h1t78vft4qmdwz1	20872465	21505532	Digitaliserad version:
sb4lhhq40m0q8r5	22447444	16646934	Orginalversion:	g0s10bcs4v3ld21	16646934	22447444	Digitaliserad version:
tc55b1q5508grpm	10958915	10206289	Originalversion:	9sllwmxm1stjc66	10206289	10958915	Digitaliserad version:
fzrzkxcr39sg1vp	16313063	3057448	Originalversion	l3wlc52x1svk9xj	3057448	16313063	Digitaliserad version
tc5f35d540gff68	18036215	11363138	Originalversion:	xg88x3z808kt9rm	11363138	18036215	Digitaliserad version:
1kckbrjc3j5811x	16453961	7615719	Originalversion:	zg85cb691blp68w	7615719	16453961	Digitaliserad version:
j2v8b7gv1h34z5g	20908466	20388208	Originalversion:	l4x9r1gx2b8s3kl	20388208	20908466	Digitaliserad version:
sb4jl7c411cqtn3	20900914	1635556	Originalversion	6ph463sj4vqtrts	1635556	20900914	Digitaliserad version
7rkkqf0k12rjx4r	10958807	10195903	Originalversion:	3lddn16f5k4kl6x	10195903	10958807	Digitaliserad version:
5phtchgh4mlgf73	19602885	504699	Originalversion:	zg8vkz290827fsq	504699	19602885	Digitaliserad version:
h1t6wwwt0fr66qt	19765885	7416856	Originalversion:	6phcb6gj3jdndbv	7416856	19765885	Digitaliserad version:
p71ffjw11lnd2cj	20858281	2444904	Originalversion:	gzrfgbbs18v8d4d	2444904	20858281	Digitaliserad version:
0jbm4c0b3mlbxsx	18739510	9465066	Originalversion	vc54jqx61t0jxdq	9465066	18739510	Digitaliserad version
1kcpb5cc5pcsbws	19704611	7416286	Originalversion:	6phcb6tj0rjlvhm	7416286	19704611	Digitaliserad version:
m5z2bc9z1cln61f	13538129	587555	Originalversion	tb4qjw053857pvw	587555	13538129	Digitaliserad version
fzr3p23r2skp5zx	19664423	7417278	Originalversion:	8rkfd90l5qxn3b8	7417278	19664423	Digitaliserad version:
g0s4nqps1l2hm28	19628034	7415811	Originalversion:	cvnjhbgp2m3n4xr	7415811	19628034	Digitaliserad version:
q82bd1h24198bff	17576492	438640	Originalversion:	0h9wjkpb019p86b	438640	17576492	Digitaliserad version:
sb4dj3845p2z713	17630224	2124491	Originalversion	1jb0m1wc1sb363s	2124491	17630224	Digitaliserad version
6qjswh0j1tmrwrf	17603536	1486151	Originalversion:	1jbzvdmc29xkdst	1486151	17603536	Digitaliserad version:
9tmrtksm58rw2gp	14227369	10607	Originalversion:	7qj37xbk0qzg967	10607	14227369	Digitaliserad version:
g0sw6mzs12vcr4k	13576674	1588779	Originalversion	zg8ww4l92pxj581	1588779	13576674	Digitaliserad version
g0s26rws52k6vf8	17630214	2432921	Originalversion	1jb01glc5fv4nvt	2432921	17630214	Digitaliserad version
wf7hm6c72jhwtr1	17630227	3067454	Originalversion	4mf4w2qg0jv9zqg	3067454	17630227	Digitaliserad version
6qjvdmxj1m9dtr7	19605076	7415682	Originalversion:	2kc7611d13nq9hj	7415682	19605076	Digitaliserad version:
tc5h1zd5505hmb5	19623815	7415716	Originalversion:	6phcb56j59wncg1	7415716	19623815	Digitaliserad version:
1kcd7src1nwgwcd	12324071	2412352	Originalversion:	dwpcc23q1qmvhh0	2412352	12324071	Digitaliserad version:
7rk04xzk01f2mx9	21799277	352535	Originalversion:	tb4q86v54fksr6c	352535	21799277	Digitaliserad version:
vd6mrjv632fj63m	21798606	17415270	Originalversion:	n608509037dvcq0	17415270	21798606	Digitaliserad version:
cwpxfh0p5vf8rx5	17085891	1460751	Orginalversion:	cvn95sqp5rms4cn	1460751	17085891	Digitaliserad version:
h1t8d5ht12b9pgz	21798625	17131977	Originalversion:	k3w4pddw48l070v	17131977	21798625	Digitaliserad version:
q82hmc123mqd5sx	21797972	19108048	Originalversion:	l4x85m2x29fj3hg	19108048	21797972	Digitaliserad version:
sb4kpgh41lc335r	21798334	17406470	Originalversion:	bvnxsb5n3srw2vj	17406470	21798334	Digitaliserad version:
tc5lqhq5059gn19	21798515	17814369	Originalversion:	zh9kx2190sf81h6	17814369	21798515	Digitaliserad version:
wf7kv3c71wb201l	19436527	1428568	Originalversion:	l3wjbt6x3jts3tg	1428568	19436527	Digitaliserad version:
xg8l4s4842srn0k	19617188	7415766	Originalversion:	vc510tx63vkwh2q	7415766	19617188	Digitaliserad version:
zh9dp4l91tv47nm	13576779	628842	Originalversion	2kcztn3d3ff5775	628842	13576779	Digitaliserad version
7rkxkz3k3cvppq9	19721297	7416652	Originalversion:	dwpkjdfq3gt1qj5	7416652	19721297	Digitaliserad version:
9tmzgl0m2ngn0b8	19601449	8358609	Originalversion:	zg858vm930p3lz4	8358609	19601449	Digitaliserad version:
sb45h5r43mklmpj	11908474	2404977	Originalversion:	k2vjjz2w0m041j5	2404977	11908474	Digitaliserad version:
q82d1z122rh8xwk	19708172	7416412	Originalversion:	dwpkjd5q5hv59lr	7416412	19708172	Digitaliserad version:
q82dx5f20t4d5xn	19605032	7417643	Originalversion:	fxqlkgkr1h60jt9	7417643	19605032	Digitaliserad version:
3mfr9xtf0328ksq	19615873	7417330	Originalversion:	0h9541sb3br45jz	7417330	19615873	Digitaliserad version:
p71cxbd120kz1sk	19637431	7415917	Originalversion:	wd621v473jg9365	7415917	19637431	Digitaliserad version:
k3w7vrsw17tvh5f	19707237	7418604	Originalversion:	gzrmljns56s2bt0	7418604	19707237	Digitaliserad version:
2ldq8ssd21zqv8r	19613172	7417785	Originalversion:	5ngb96gh03pl30f	7417785	19613172	Digitaliserad version:
5phvj8xh2732nsh	19758105	7418392	Originalversion:	dwpkjgcq52w1n9c	7418392	19758105	Digitaliserad version:
tc5d5hq54pvq4hg	16479515	7263291	Originalversion	cvnjbp0p5nc9236	7263291	16479515	Digitaliserad version
bvn0mfmn1l2n0rc	19704590	7416296	Originalversion:	j1tpnj5v1bqkbkg	7416296	19704590	Digitaliserad version:
fzr3n28r524zzrn	19637573	7415892	Originalversion:	2kc7618d0sbvj57	7415892	19637573	Digitaliserad version:
j2v6hqzv0bfcbv9	19436516	7417206	Originalversion:	vc510wj61vx4z0d	7417206	19436516	Digitaliserad version:
bvn0hhnn5lm06kx	19597520	7417192	Originalversion:	dwpkjf1q32w7x6f	7417192	19597520	Digitaliserad version:
vd6n88m61zcn3jg	22196196	555425	Originalversion:	tb4qhq953bwb11r	555425	22196196	Digitaliserad version:
bvn1nd3n1gt74rz	19730210	7418819	Originalversion:	m4xsrq2z384h7c2	7418819	19730210	Digitaliserad version:
cwpz7dmp3g7bh77	17731761	7616022	Originalversion:	2kc8ggmd3bng9bw	7616022	17731761	Digitaliserad version:
6qjqclbj2jk10wk	16337536	9982196	Originalversion:	j1tstk5v20fxgh6	9982196	16337536	Digitaliserad version:
bvn45s2n10515hn	22548980	1624622	Originalversion:	q71nq7620lqcz5q	1624622	22548980	Digitaliserad version:
bvnwpqvn0n1d028	16499000	581375	Originalversion:	tb4qjn453m04zpp	581375	16499000	Digitaliserad version:
h1t2bb6t5f07whl	16888855	7263727	Originalversion	wd62v7175r0k4q9	7263727	16888855	Digitaliserad version
