hubTitle	entity
Tusen och en natt	Arabian nights. · [Continuation.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1880 · Grekiska.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Authorized. · 1869 · eng
Psalmböcker	Psalmboken 1602 Rostock
Den svenska psalmboken	Psalmboken 1765 Sthlm kongl.tr.
Tripiṭaka	Tripitaka. Sanskrit och Tibetanska
Talmud	Talmud.
Laxdæla saga. Urval	Laxdæla saga. · Urval · swe
Tipiṭaka. Suttapiṭaka. Khuddakanikāya. Dhammapada	Tipiṭaka. · [Suttapiṭaka., Khuddakanikāya., Dhammapada.] · swe
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · Hebreiska & Engelska
Bibeln. Höga visan	Bible. · [O.T., Song of Solomon., Simson.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Authorized. · 1639. · eng
Bibeln	Bibeln · 1917 ; 1981 · swe
Bibeln	Bibeln. · Luther. · 1609 · ger
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · Mitchell. · eng
Tantras. Cīnācārasāratantra	Tantras. · [Cīnācārasāratantra.] · Tyska & Sanskrit
Tripiṭaka. Sūtrapiṭaka. Samantabhadracaryāpraṇidhānarāja	Bhadracaryādeśanā
Bibeln. Nya Testamentet. Urval	Bibeln. · [Nya Testamentet.] · Urval · afr
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1549 · swe
Koranen	Koranen. Franska & Arabiska
Bibeln. Ester	Bible. · [O.T., Esther., Targum rishon.] · lat
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1620 · Grekiska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Normaluppl. · 1896 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1824 · Grekiska.
Pseudepigrafer (Gamla testamentet)	Pseudepigrafer (Gamla testamentet). · eng
Bibeln. Gamla Testamentet	Bible. · [O.T.] · Septuagint. · 1653. · Greek.
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1835 · Latin & Engelska (Fornengelska).
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · yid
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · got
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Tonga
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Authorized. · 1680. · eng
Bibeln. Jesaja. Urval	Bibeln. · [Jesaja., 40-55.] · Hebreiska & Tyska
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Watts and Mycall.] · eng
Dödsboken	Dödsboken. · eng
Nasreddin Hoca	Nasreddin Hodja. · Nypersiska.
Eyrbyggja saga	Eyrbyggja saga. · dan
Bibeln	Bibeln. · 1631. · Authorized. · eng
Midrash Samuel	Midrash Samuel. Tyska
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · fre
Lazarillo de Tormes	Lazarillo de Tormes.
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Johnstoun.] · lat
Apophthegmata Patrum	Apophthegmata Patrum. · fre
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Erasmus. · 1532 · lat
Hervarar saga og Heiðreks	Hervarar saga og Heiðreks. · 1924
Bibeln. Korinthierbreven	Bibeln. · [Korinthierbreven.] · 1917. · 1926 · swe
Illuga saga Griðarfóstra	Illuga saga Griðarfóstra. · swe
Bibeln. Moseböckerna	Bible. Old Testament. Pentateuch
Bibeln	Bibeln. · 1489 · lat
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · ara
Den svenska psalmboken	Psalmboken 1763 Örebro.
Popol vuh	Popol vuh
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1633. · Engelska & Latin.
Kristofers landslag	Kristoffers landslag
Talmud Yerushalmi. Sanhedrin	Talmud Yerushalmi. · [Sanhedrin.] · Engelska & Hebreiska
Den svenska psalmboken	Psalmboken 1760 Sthlm kongl.tr.
Bibeln	Bibeln. · Authorized. · 1652. · eng
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · Hebreiska & Latin
Bibeln	Bibeln. · 164-? · fre
Midrash Tehillim	Midrash Tehillim
Bibeln	Bibeln. · geo
Den svenska psalmboken	Psalmboken 1821 Göteborg
Bibeln. Job	Bibeln. · [Job. Svenska & Tyska]
Bibeln	Bibeln. · 1822 · ara
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Knapp. · 1797 · Grekiska.
Tipiṭaka. Suttapiṭaka. Urval	Tipiṭaka. · [Suttapiṭaka., Dīghanikāya., Brahmajālasutta.]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1666 · tur
Bibeln. Evangelierna	Bibeln. · [Evangelierna. Arabiska]
Egils saga einhenda og Ásmundar berserkjabana	Egils saga einhenda ok Ásmundar berserkjabana. · Svenska & Fornisländska
Bibeln. Psaltaren. Urval	Bible. · [O.T., Psalms., Church of Scotland.] · Selections. · eng
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · tam
Bibeln. Nya Testamentet	Bible. · [N.T.] · 1653. · Greek.
Bibeln. Evangelierna	Bible. · [N.T., Gospel Harmonies., Birchley.] · eng
Den svenska psalmboken	Psalmboken 1818 Örebro.
Maḥzor	Maḥzor. · Tyska & hebreiska
Corpus juris civilis	Corpus iuris civilis · justinianus
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1917. · 1918 · swe
Hymn till Demeter	Demeterhymnen. · Engelska & grekiska
Tusen och en natt. Urval	Tusen och en natt. Turkiska. · Urval
Nikodemosevangeliet	Gospel of Nicodemus. · wel
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval · Hebreiska & Latin
Dödahavsrullarna	Genesis Apocryphon. · Engelska & arameiska
Östgötalagen	Östgötalagen
Bibeln	Bibeln. · 1827 · gle
Batrachomyomachia	Battle of the frogs and mice. · English and Greek.
Peri tēs tou pantos physeōs	Peri tēs tou pantos physeōs. · lat
Chanson de Roland	Chastellaine de Vergi.
Bibeln	Bibeln. · dut
Ruodlieb	Ruodlieb. Engelska & Latin
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1910 · Grekiska.
Bibeln. Nya Testamentet	Bible. · [N.T., Vulgate.] · lat
Bibeln. Psaltaren	Bibeln. · [Psaltaren. Engelska]
Bibeln	Bibeln. · 1703. · 1848 Rumstedt · swe
Bibeln	Bibeln. · Ludvig IX · lat
Bibeln	Bibeln. · 1828 · fre
Bibeln	Bibeln. · New revised standard. · 1993 · eng
Kalevala	Kalevala. · swa
Ancren riwle. Urval	Ancren riwle. · Selections.
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · Lund. · 1908 · swe
Bibeln. Nya Testamentet	Bible. · [New Testament.] · 2014. · Greek.
Den svenska psalmboken	Psalmboken 1784 Sthlm Pfeiffer.
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1945 · lat
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Codex Sinaiticus. · 1865 · Grekiska.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1747 · Polyglott.
Vercelli book	Vercelli book
Bibeln	Bibeln. · 1608 · eng
Bibeln	Bibeln. · [Doddridge.] · Prospectus. · eng
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · gaa
Pyrame et Thisbé	Pyramus och Thisbe
Bibeln. Ordspråksboken	Bibeln. · [Ordspråksboken.] · Tingstadius. · 1800 · swe
Den svenska psalmboken	Psalmboken 1778 Sthlm Lange.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1856 · nor
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · Arabiska (Algerisk)
Koranen. Urval	Koranen. · [Sura 50. Svenska & Arabiska]
Biskupa sǫgur	Biskupa sögur. · 1858-1878
Yi jing	Yijing. · eng
Bibeln	Bibeln. · 1749 · dan
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna. Spanska]
Bibeln. Ordspråksboken	Bibeln. · [Ordspråksboken.] · Provövers. · 1996 · swe
Bibeln. Psaltaren	Bibeln. · [Psaltaren. Norska]
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · Fragment · lat
Bibeln. Höga visan	Bible. · [O.T., Song of Solomon.] · wel
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1872 · swe
Bibeln. Job	Bibeln. · [Job.] · Hoffmann. · 1891 · ger
Didache	Didache. · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 2010 · Grekiska.
Den svenska psalmboken	Psalmboken 1822 Karlskrona.
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · Grekiska.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Authorized. · 1644. · eng
Amadis de Gaula	Amadís de Gaula. · ger
Puranas. Devībhāgavatapurāṇa	Purāṇa. · [Devībhāgavatapurāṇa. Engelska]
Bibeln. Profeterna (Neviʾim)	Bibeln. · [Profeterna (Neviʼim).] · 1539 · heb
Koranen	Qurʼan. · English & Arabic.
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · 1951 · swe
Catonis disticha	Catonis disticha. · eng
Bibeln. Nya Testamentet. Urval	Bibeln. · [Nya Testamentet.] · Urval. · 1975 · swe
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1647 · dan
Bibeln	Bibeln. Kalenjin
Bibeln. Apokryferna	Bibeln · [Apokryferna] · 
Chanson de Roland	Rolandssången. · spa
Psalmböcker	Psalmboken 1611 Stockholm
Mahābhārata. Virāṭaparva	Mahābhārata. · [Virātaparva.] · Engelska & Kawi
Bibeln	Bibeln. · Authorized. · 1657. · eng
Den svenska psalmboken	Psalmboken 1819 Sthlm Grahn.
Bibeln. Historiska böckerna	Bible. · [O.T., Historical Books.] · por
Talmud. Urval	Talmud. · Urval. · 1980 · ger
Haggadah	Haggada. · Jiddisch & hebreiska
Bibeln. Historiska böckerna	Bibeln. · [Historiska böckerna.] · heb
Bibeln. Evangelierna. Urval	Bibeln. · [Evangelierna.] · Urval. · 1943 · fre
Koranen	Koranen. Albanska & Arabiska
Man'yōshū	Man'yōshū. · eng
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · Sternhold and Hopkins. · eng
Konungs skuggsjá	Kunungs skuggsjá. · eng
Bibeln. Profetiska böckerna. Urval	Bible. · [O.T., Prophets., Julius.] · Selections. · lat
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1824 · Grekiska & Nygrekiska.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1872 · ger
Bibeln. Nya Testamentet	Bible. · [N.T.] · Eliot. · 1661. · Massachuset.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Persson. · 1931 · Tswa.
Graal	Graal
Bibeln	Bibeln. · Authorized. · 1888 · eng
Nikodemosevangeliet	Nikodemosevangeliet. · fro
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · heb
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval. · 1837 · Provövers. · swe
Bibeln	Bibeln. · 1846 · sin
Bibeln. Johannesevangeliet. Urval	Bible. · [John, XIII-XVII.] · 
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1574 · lat
Koranen	Koranen. · Bosniska & Arabiska
Jómsvikinga saga	Jómsvíkinga saga. · 1882
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1703. · 1810 Carlbohm. · swe
Bibeln	Bibeln. · Luther. · 1911 · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1822 Rumstedt. · 170. · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1994 · Grekiska.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · New Living Translation. · 2014 · swe
Igorkvädet	Igorkvädet · rus
Bibeln. Psaltaren. Urval	Bible. · [O.T., Psalms.] · Selections. · lat
Bibeln. Uppenbarelseboken	Bibeln. · [Uppenbarelseboken. Latin]
Bibeln. Moseböckerna	Bible. · [O.T., Pentateuch.] · dan
Tipiṭaka. Suttapiṭaka. Majjhimanikāya	Tipiṭaka. · [Suttantapitaka., Majjhimanikāya. Pali & Thai]
Den svenska psalmboken	Psalmboken 1804 Sthlm ordenstr.
Wen xuan	Wen xuan. Engelska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · sag
Bibeln. Nya Testamentet	Bible. · [N.T., Geneva.] · fre
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · Buber · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet] · dan
Bibeln	Bibeln. · 1882 · swe
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · Jiddisch, Arameiska & Hebreiska
Tipiṭaka. Suttapiṭaka. Saṃyuttanikāya. Khandhavagga. Khandhasaṃyutta	Tipitaṭaka. · [Suttantapiṭaka., Saṃyuttanikāya., Khandhavaggasaṃyutta., Saḷāyatanavaggasaṃyutta.] · pli
Amadis de Gaula	Amadís de Gaula
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · grc
Tipiṭaka. Suttapiṭaka. Khuddakanikāya. Dhammapada	Tipiṭaka. · [Suttapiṭaka., Khuddakanikāya., Dhammapada.] · pan
Bibeln	Bibeln · 1594 · ger
Haggadah	Haggādāh. Engelska & hebreiska
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · ang
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1650 · swe
Bibeln	Bibeln. · fin
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Living Bible. · 1991 · swe
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · 1917. · 1924 · swe
Den svenska psalmboken	Psalmboken 1820 Strängnäs.
Bibeln	Bibeln. · Polyglott
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1612 · Franska & Tyska.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Living Bible. · 1994 · swe
Bibeln	Bibeln. · 1530 · lat
Bibeln	Bibeln. · 1868 · swe
Dödahavsrullarna	Bibeln. · [Gamla Testamentet.] · Dödahavsrullarna. · 1999 · eng
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · ang
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Gezelius · 1752 Nyström. · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Torres Amat. · 1920 · spa
Pāñcarātra	Panchatantra
Bibeln. Krönikeböckerna	Bibeln. · [Krönikeböckerna.] · 1574 · lat
Den svenska psalmboken	Psalmboken 1914 Sthlm Herzog
Sept sages de Rome	Sju vise mästare
Den svenska psalmboken	Psalmboken 1746 Sthlm Röpke.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Folkbibeln. · 2007 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1642 · Grekiska.
Heidelberger Katechismus	Heidelberger Katechismus. · swe
Den svenska psalmboken	Psalmboken 1785 Gbg.
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Boswell.] · eng
Gilgamesh	Gilgamesh. · heb
Bibeln. Hesekiel	Bibeln. · [Hesekiel.] · 1836 · Hebreiska & Tyska.
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna]
Bibeln	Bibeln. · Revised standard. · 1977 · eng
Hildebrandslied	Hildebrandslied
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Message. · 2012 · swe
Bibeln. Höga visan	Bibeln. · [Höga visan. Latin]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1832 · guj
Bibeln	Bibeln. · 1889 · swe
Tipiṭaka. Suttapiṭaka. Khuddakanikāya. Dhammapada	Dhammapada. Gāndhārī
Den svenska psalmboken	Psalmboken 1758 Strängnäs.
Tripiṭaka. Sūtrapiṭaka. Vimalakīrtinirdeśa	Vimalakīrtinirdeśa
Bibeln. Nya Testamentet	Bible. · [N.T.] · wel
Bibeln. Apokryferna	Bibeln. · [Apokryferna.] · 1997 · Grekiska & Engelska.
Bibeln. Ordspråksboken	Bibeln. · [Ordspråksboken.] · Biblia Hebraica Quinta. · 2008 · heb
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · chi
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · arc
Koranen. Urval	Koranen. · Urval · Persiska & Arabiska.
Lazarillo de Tormes	Lazarillo de Tormes. · 1677. · eng
Njáls saga	Njáls saga · spa
Bibeln. Urval	Bibeln. · Urval. · 1770 · eng
Imitatio Christi	Imitatio Christi. · 1685.
Bibeln. Psaltaren. Urval	Bible. · [O.T., Psalms., Miscellaneous Metrical Versions.] · Selections. · eng
Bibeln. Uppenbarelseboken	Bible. · [N.T., Revelation.] · Junius. · 1600. · eng
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · Ideler. · 1837. · Coptic (Sahidic).
Bibeln. Ester	Bible. · [O.T., Esther.] · 1988. · heb
Puranas. Brahmāṇḍapurāṇa	Purāṇa. · [Brahmapurāṇam. Engelska]
Bibeln	Bibeln. · Authorized. · 1676. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1894. · lad
Gemma gemmarum	Gemma gemmarum
Bibeln. Obadja	Bibeln. · [Obadja.] · gez
Bibeln. Nya Testamentet	Bible. · [N.T.] · Tyndale. · 1553. · eng
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Priests for Equality · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Folkbibeln. · 1997 · swe
Tusen och en natt. Urval	Tusen och en natt. Isländska. · Urval
Vedas. R̥gveda	Rigveda. · eng
Mort le Roi Artu	Mort le Roi Arthur
Koranen	Koranen · Engelska & arabiska
Bibeln. Predikaren	Bible. · [O.T., Ecclesiastes., Hodgson.] · eng
Bibeln. Nya Testamentet	Bibeln,. · [Nya Testamentet.] · 1653 · Grekiska & latin
Den svenska psalmboken	Svenska psalmboken. · 1695. · Urval
Den svenska psalmboken	Psalmboken 1823 Gbg.
Bibeln	Bibeln. · 1950 · eng
Bibeln	Bibeln. · Geneva. · 1606. · eng
Bhagavadgītā	Bhagavadgita
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · por
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1540 · heb
Syntagma tēs en Nikaia hagias synodou	Syntagma tēs en Nikaia hagias synodou. · Tyska & grekiska
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet. Kurukh]
Bibeln. Gamla Testamentet	.Bibeln. · [Gamla Testamentet.] · Douai. · 1609 · eng
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · tel
Bibeln. Paulus-breven. Urval	Bibeln. · [Paulus-breven.] · Urval · Revised standard. · eng
Den svenska psalmboken	Psalmboken 1727 Sthlm Björkman.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Doddridge. · eng
Bibeln. Psaltaren	Bibeln. · [Psaltaren] · 1904 · Hebreiska & Tyska.
Bibeln. Nya Testamentet	Bible. · [N.T.] · 1540. · Old Norse.
Ágrip af Noregskonunga sögum	Ágrip af Noregskonunga sögum. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · amh
Bibeln. Historiska böckerna	Bibeln. · [Historiska böckerna.] · Polyglott
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1744 · ger
Bibeln	Bibeln. · [Authorized.] · 1630. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Normaluppl. · 1894 · swe
Bibeln	Bibeln. · Authorized. · 1680. · eng
Tusen och en natt	Tusen och en natt. · lav
Koranen. Urval	Koranen. · [Sura 2. Latin]
Mishnah. Shekalim	Mishna. · [Sheḳalim. Latin & Hebreiska]
Sturlunga saga	Sturlunga saga. · eng
Den svenska psalmboken	Psalmboken 1828 Sthlm ordenstr.
Kalevala	Kalevala. · epo
Bibeln. Jeremia	Bible. · [O.T., Jeremiah, and Lamentations., Blayney.] · eng
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · oss
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · Fox · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1942 · Grekiska & Engelska.
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · 1997 · heb
Koranen. Urval	Koranen. · [Sura 1-2.] · swe
Nibelungenlied	Nibelungenlied. · Färöiska & Tyska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1869 · swe
Arthour and Merlin	Arthour and Merlin
Bibeln	Bibeln. · 1624 · eng
Edda Sæmundar	Edda Sæmundar · ger
Egils saga Skallagrímssonar	Egils saga. · swe
Puranas. Mārkaṇḍeyapurāṇa	Purana. · [Mārkaṇđ̌eyapurāṇa. Engelska]
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna. Grekiska]
Reynard the Fox	Reynard the Fox.
Bibeln. Job	Bibeln. · [Job.] · Hebreiska & Engelska
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · Biblia Hebraica Quinta. · 2016 · heb
Bibeln. Nya Testamentet	Bibeln,. · [Nya Testamentet.] · 1700 · Grekiska & latin
Avesta. Yasna	Avesta. · [Yasna.] · Pahlevi & Avestiska
Haggadah	Haggadah. · English and Hebrew.
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet] · ger
Eiríks saga rauða	Eiríks saga rauða. · swe
Puranas. Brahmāṇḍapurāṇa	Purāṇa. · [Brahmāṇḍa purāṇa. engelska]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Union version. · 1977 · swa
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Luther. · 1676 · ger
Talmud. Gittin	Talmud. · [Gittin.] · swe
Bibeln. Profetiska böckerna. Urval	Bibeln. · [Profetiska böckerna.] · Urval. · Heyman. · 1996 · swe
Bibeln. Historiska böckerna	Bibeln. · [Historiska böckerna.] · Portugisiska & Chokwe
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna. Tyska]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Benelius. · 1895 · swe
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · White version. · eng
Upanishaderna	Upanisad. · Gujarati & sanskrit.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1814 · dan
Bibeln	Bibeln. · mlt
Bibeln	Biblia, Test. Vetus et Novum - Lat.
Upanishaderna. Īśopaniṣad	Upanishaderna. · [Īśopaniṣad.] · dan
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · Authorized · eng
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · 1671 · Polyglott.
Koranen	Koranen. · hun
Koranen	Koranen. · 1965
Bibeln. De katolska breven	Bibeln. · [De katolska breven.] · 1917. · 1927 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1889 · swe
Bibeln	Bibeln. · [Authorized.] · Shorthand. · eng
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · Blaiklock-Gårdsjö. · 1979 · swe
Bibeln. Jesus Syraks vishet	Bibeln. · [Apokryferna., Syrak. Tyska]
Dödsboken	Book of the Dead
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet. Kroatiska]
Bibeln. Höga visan	Bibeln. · [Höga Visan.] · Tingstadius. · 1792 · swe
Apophthegmata Patrum	Apophthegmata Patrum. · [Selections.] · eng
Bibeln	Bibeln. · 1581. · Tremellius. · lat
Bibeln	Bibeln. · Luther. · 1494 · ger
Bibeln. Gamla Testamentet	Bible. · [O.T.] · 1853. · Ethiopic.
Tantras. Mālinīvijayottaratantra	Tantras. · [Mālinivijayottaratantra]
Bibeln. Korinthierbreven	Bibeln. · [Korinthierbreven.] · Giertz-Asunta · fin
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Skrifterna (Ketuvim).] · 1972 · heb
þórðar saga hreðu	þórðar saga hreðu. · ger
Den svenska psalmboken	Psalmboken 1803 Gbg.
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · hun
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet. Engelska]
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · tur
Bibeln	Bibeln. · Luther. · 1725 · ger
Bibeln. Hebreerbrevet	Bible. · [N.T., Hebrews., Authorised.] · eng
Den svenska psalmboken	Psalmboken 1769 Örebro.
Bibeln. Evangelierna	Bibeln. · [Evangelierna. Uzbekiska]
Sefer Yeẓirah	Sefer Yeẓirah. Latin & Hebreiska
Upanishaderna	Upanishaderna. · [Kubjikopaniṣad.] · Engelska & Sanskrit
Bibeln. Evangelierna. Urval	Bible. · [N.T., Gospels.] · Selections. · 1682. · eng
Josippon	Josippon. · heb
Bibeln	Bibeln · 1711 · ger
Shi jing	Shih ching. Tyska
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · Tyska (Fornhögtyska)
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Authorized · eng
Koranen	Koranen · spa
Tripiṭaka	Tripiṭaka. Engelska
Bibeln	Bibeln. · 1985 · ita
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1846 · lat
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1694 · heb
Bibeln. Gamla Testamentet. Urval	Bible. · [O.T., Hagiographa., Great Bible.] · Selections. · eng
Aggadat Bereshit	Aggadat Bereshit · eng
Koranen	Koranen · Tyska & Arabiska
Bibeln. Evangelierna	Bible. · [Gospels.] · Selections. · 1929. · gle
Bibeln. Uppenbarelseboken. Urval	Bible. · [N.T., Revelation., Authorised.] · Selections. · eng
Bibeln. Thessalonikerbreven	Bibeln. · [Thessalonikerbreven.] · Revised standard · eng
Bibeln	Bible. · Authorized. · 1953. · eng
Arthour and Merlin	Arthour and Merlin.  [from old catalog]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Svenska bibelsällskapet. · 1833 · swe
Bibeln. Moseboken 4	Bibeln. · [Moseboken 4.] · arc
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1543 · lat
Bibeln. Evangelierna	Bibeln. · [Evangelierna. Latin]
Bibeln. Apokryferna	Bibeln. · [Apokryferna.] · 1886 · swe
Bibeln	Bibeln. · Tremellius. · 1640. · lat
Bibeln. Profetiska böckerna	Bibeln. · [Profetiska böckerna.] · jrb
Perceforest	Perceforest. · eng
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · ice
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · Giertz-Asunta · fin
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · 1735 · ger
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Valentin.] · fre
Shi jing	Shi jing. · eng
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · Liviska
Tusen och en natt	Tusen och en natt. · por
Imitatio Christi	Imitatio Christi. · ger
Tipiṭaka. Suttapiṭaka. Anguttaranikāya	Tipitaṭaka. · [Suttantapiṭaka., Aṅguttaranikāya., Ebakanipāta., Dukanipāta., Tikanipāta., Catukkanipāta.] · pli
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1668 · fre
