entity	originDate	originPlace	marc:version
Almanack 1739 Hiorter.	1739		
Almanack 1739 Menlös.	1739		
Almanack 1739 Wassenius.	1739		
Almanack 1740 Celsius.	1740		
Almanack 1740 Hiorter.	1740		
Almanack 1740 Menlös.	1740		
Almanack 1740 Wassenius.	1740		
Almanack 1741 Celsius.	1741		
Almanack 1741 Hiorter.	1741		
Almanack 1741 Menlös.	1741		
Almanack 1741 Wassenius.	1741		
Almanack 1742 Hiorter.	1742		
Almanack 1742 Menlös.	1742		
Almanack 1742 Wahlström.	1742		
Almanack 1742 Wassenius.	1742		
Almanack 1743 Celsius.	1743		
Almanack 1743 Hiorter.	1743		
Almanack 1743 Menlös.	1743		
Almanack 1743 Wassenius.	1743		
Almanack 1744 Celsius.	1744		
Almanack 1744 Hellant.	1744		
Almanack 1744 Hielm.	1744		
Almanack 1744 Hiorter.	1744		
Almanack 1744 Menlös.	1744		
Almanack 1744 Wahlström.	1744		
Almanack 1744 Wassenius.	1744		
Almanack 1745 Celsius.	1745		
Almanack 1745 Hedström.	1745		
Almanack 1745 Hielm.	1745		
Almanack 1745 Hiorter.	1745		
Almanack 1745 Menlös.	1745		
Almanack 1745 Wassenius.	1745		
Almanack 1746 Hedström.	1746		
Almanack 1746 Hiorter.	1746		
Almanack 1746 Liedbeck.	1746		
Almanack 1746 Wahlström.	1746		
Almanack 1746 Wassenius.	1746		
Almanack 1747 Hiorter.	1747		
Almanack 1747 Liedbeck.	1747		
Almanack 1747 Wahlström.	1747		
Almanack 1747 Wassenius.	1747		
Almanack 1748 Hellant.	1748		
Almanack 1748 Hiorter.	1748		
Almanack 1748 Liedbeck.	1748		
Almanack 1748 Wassenius.	1748		
Almanack 1749 KVA Gbg.	1749		KVA Gbg.
Almanack 1749 KVA Lund.	1749		KVA Lund.
Almanack 1749 KVA Sthlm.	1749		KVA Sthlm.
Almanack 1749 KVA Åbo	1749		KVA Åbo
Almanack 1750 KVA Gbg.	1750		KVA Gbg.
Almanack 1750 KVA Lund.	1750		KVA Lund.
Almanack 1750 KVA Sthlm.	1750		KVA Sthlm.
Almanack 1750 KVA Åbo	1750		KVA Åbo
Almanack 1751 KVA Gbg.	1751		KVA Gbg.
Almanack 1751 KVA Lund.	1751		KVA Lund.
Almanack 1751 KVA Sthlm.	1751		KVA Sthlm.
Almanack 1751 KVA Åbo	1751		KVA Åbo
Almanack 1752 KVA Gbg.	1752		KVA Gbg.
Almanack 1752 KVA Lund.	1752		KVA Lund.
Almanack 1752 KVA Sthlm.	1752		KVA Sthlm.
Almanack 1753 KVA Gbg.	1753		KVA Gbg.
Almanack 1753 KVA Lund.	1753		KVA Lund.
Almanack 1753 KVA Sthlm.	1753		KVA Sthlm.
Almanack 1754 KVA Gbg.	1754		KVA Gbg.
Almanack 1754 KVA Lund.	1754		KVA Lund.
Almanack 1754 KVA Sthlm.	1754		KVA Sthlm.
Almanack 1754 KVA Åbo.	1754		KVA Åbo.
Almanack 1755 KVA Gbg.	1755		KVA Gbg.
Almanack 1755 KVA Lund.	1755		KVA Lund.
Almanack 1755 KVA Sthlm.	1755		KVA Sthlm.
Almanack 1755 KVA Åbo.	1755		KVA Åbo.
Almanack 1756 KVA Gbg.	1756		KVA Gbg.
Almanack 1756 KVA Lund.	1756		KVA Lund.
Almanack 1756 KVA Sthlm.	1756		KVA Sthlm.
Almanack 1757 KVA Gbg.	1757		KVA Gbg.
Almanack 1757 KVA Lund.	1757		KVA Lund.
Almanack 1757 KVA Sthlm.	1757		KVA Sthlm.
Almanack 1758 KVA Gbg.	1758		KVA Gbg.
Almanack 1758 KVA Lund.	1758		KVA Lund.
Almanack 1759 KVA Gbg.	1759		KVA Gbg.
Almanack 1759 KVA Lund.	1759		KVA Lund.
Almanack 1759 KVA Sthlm.	1759		KVA Sthlm.
Almanack 1760 KVA Gbg.	1760		KVA Gbg.
Almanack 1760 KVA Lund.	1760		KVA Lund.
Almanack 1760 KVA Sthlm.	1760		KVA Sthlm.
Almanack 1761 KVA Gbg.	1761		KVA Gbg.
Almanack 1761 KVA Lund.	1761		KVA Lund.
Almanack 1761 KVA Sthlm.	1761		KVA Sthlm.
Almanack 1762 KVA Gbg.	1762		KVA Gbg.
Almanack 1762 KVA Lund.	1762		KVA Lund.
Almanack 1762 KVA Sthlm.	1762		KVA Sthlm.
Almanack 1763 KVA Gbg.	1763		KVA Gbg.
Almanack 1763 KVA Lund.	1763		KVA Lund.
Almanack 1763 KVA Sthlm.	1763		KVA Sthlm.
Almanack 1764 KVA Gbg.	1764		KVA Gbg.
Almanack 1764 KVA Lund.	1764		KVA Lund.
Almanack 1764 KVA Sthlm.	1764		KVA Sthlm.
Almanack 1765 KVA Gbg.	1765		KVA Gbg.
Almanack 1765 KVA Lund.	1765		KVA Lund.
Almanack 1765 KVA Sthlm.	1765		KVA Sthlm.
Almanack 1766 KVA Gbg.	1766		KVA Gbg.
Almanack 1766 KVA Lund.	1766		KVA Lund.
Almanack 1766 KVA Sthlm.	1766		KVA Sthlm.
Almanack 1767 KVA Gbg.	1767		KVA Gbg.
Almanack 1767 KVA Lund.	1767		KVA Lund.
Almanack 1767 KVA Sthlm.	1767		KVA Sthlm.
Almanack 1768 KVA Gbg.	1768		KVA Gbg.
Almanack 1768 KVA Lund.	1768		KVA Lund.
Almanack 1768 KVA Sthlm.	1768		KVA Sthlm.
Almanack 1769 KVA Gbg.	1769		KVA Gbg.
Almanack 1769 KVA Lund.	1769		KVA Lund.
Almanack 1769 KVA Sthlm.	1769		KVA Sthlm.
Almanack 1770 KVA Gbg.	1770		KVA Gbg.
Almanack 1770 KVA Lund.	1770		KVA Lund.
Almanack 1770 KVA Sthlm.	1770		KVA Sthlm.
Almanack 1771 KVA Gbg.	1771		KVA Gbg.
Almanack 1771 KVA Lund.	1771		KVA Lund.
Almanack 1771 KVA Sthlm.	1771		KVA Sthlm.
Almanack 1772 KVA Gbg.	1772		KVA Gbg.
Almanack 1772 KVA Lund.	1772		KVA Lund.
Almanack 1772 KVA Sthlm.	1772		KVA Sthlm.
Almanack 1772 KVA Åbo.	1772		KVA Åbo.
Almanack 1773 KVA Gbg.	1773		KVA Gbg.
Almanack 1773 KVA Lund.	1773		KVA Lund.
Almanack 1773 KVA Sthlm.	1773		KVA Sthlm.
Almanack 1774 KVA Gbg.	1774		KVA Gbg.
Almanack 1774 KVA Lund.	1774		KVA Lund.
Almanack 1774 KVA Sthlm.	1774		KVA Sthlm.
Almanack 1775 KVA Gbg.	1775		KVA Gbg.
Almanack 1775 KVA Lund.	1775		KVA Lund.
Almanack 1775 KVA Sthlm.	1775		KVA Sthlm.
Almanack 1776 KVA Gbg.	1776		KVA Gbg.
Almanack 1776 KVA Lund.	1776		KVA Lund.
Almanack 1776 KVA Sthlm.	1776		KVA Sthlm.
Almanack 1776 KVA Åbo.	1776		KVA Åbo.
Almanack 1777 KVA Gbg.	1777		KVA Gbg.
Almanack 1777 KVA Lund.	1777		KVA Lund.
Almanack 1777 KVA Sthlm.	1777		KVA Sthlm.
Almanack 1778 KVA Gbg.	1778		KVA Gbg.
Almanack 1778 KVA Lund.	1778		KVA Lund.
Almanack 1778 KVA Sthlm.	1778		KVA Sthlm.
Almanack 1779 KVA Gbg.	1779		KVA Gbg.
Almanack 1779 KVA Lund.	1779		KVA Lund.
Almanack 1779 KVA Sthlm.	1779		KVA Sthlm.
Almanack 1780 KVA Gbg.	1780		KVA Gbg.
Almanack 1780 KVA Lund.	1780		KVA Lund.
Almanack 1780 KVA Sthlm.	1780		KVA Sthlm.
Almanack 1781 KVA Gbg.	1781		KVA Gbg.
Almanack 1781 KVA Lund.	1781		KVA Lund.
Almanack 1781 KVA Sthlm.	1781		KVA Sthlm.
Almanack 1781 KVA Åbo.	1781		KVA Åbo.
Almanack 1782 KVA Gbg.	1782		KVA Gbg.
Almanack 1782 KVA Lund.	1782		KVA Lund.
Almanack 1782 KVA Sthlm.	1782		KVA Sthlm.
Almanack 1783 KVA Gbg.	1783		KVA Gbg.
Almanack 1783 KVA Lund.	1783		KVA Lund.
Almanack 1783 KVA Sthlm.	1783		KVA Sthlm.
Almanack 1784 KVA Gbg.	1784		KVA Gbg.
Almanack 1784 KVA Lund.	1784		KVA Lund.
Almanack 1784 KVA Sthlm.	1784		KVA Sthlm.
Almanack 1784 KVA Åbo.	1784		KVA Åbo.
Almanack 1785 KVA Gbg.	1785		KVA Gbg.
Almanack 1785 KVA Lund.	1785		KVA Lund.
Almanack 1785 KVA Sthlm.	1785		KVA Sthlm.
Almanack 1785 KVA Åbo.	1785		KVA Åbo.
Almanack 1786 KVA Gbg.	1786		KVA Gbg.
Almanack 1786 KVA Lund.	1786		KVA Lund.
Almanack 1786 KVA Sthlm.	1786		KVA Sthlm.
Almanack 1786 KVA Åbo.	1786		KVA Åbo.
Almanack 1787 Böhme	1787		
Almanack 1787 KVA Gbg.	1787		KVA Gbg.
Almanack 1787 KVA Lund.	1787		KVA Lund.
Almanack 1787 KVA Sthlm.	1787		KVA Sthlm.
Almanack 1787 KVA Åbo.	1787		KVA Åbo.
Almanack 1788 KVA Gbg.	1788		KVA Gbg.
Almanack 1788 KVA Lund.	1788		KVA Lund.
Almanack 1788 KVA Sthlm.	1788		KVA Sthlm.
Almanack 1788 KVA Åbo.	1788		KVA Åbo.
Almanack 1789 KVA Gbg.	1789		KVA Gbg.
Almanack 1789 KVA Lund.	1789		KVA Lund.
Almanack 1789 KVA Sthlm.	1789		KVA Sthlm.
Almanack 1789 KVA Åbo.	1789		KVA Åbo.
Almanack 1790 KVA Gbg.	1790		KVA Gbg.
Almanack 1790 KVA Lund.	1790		KVA Lund.
Almanack 1790 KVA Sthlm.	1790		KVA Sthlm.
Almanack 1790 KVA Åbo.	1790		KVA Åbo.
Almanack 1791 KVA Sthlm.	1791		KVA Sthlm.
Almanack 1791 KVA Gbg.	1791		KVA Gbg.
Almanack 1791 KVA Lund.	1791		KVA Lund.
Almanack 1791 KVA Sthlm.	1791		KVA Sthlm.
Almanack 1791 KVA Åbo.	1791		KVA Åbo.
Almanack 1792 KVA Gbg.	1792		KVA Gbg.
Almanack 1792 KVA Lund.	1792		KVA Lund.
Almanack 1792 KVA Sthlm	1792		KVA Sthlm
Almanack 1792 KVA Sthlm.	1792		KVA Sthlm.
Almanack 1793 KVA Gbg.	1793		KVA Gbg.
Almanack 1793 KVA Lund.	1793		KVA Lund.
Almanack 1793 KVA Sthlm.	1793		KVA Sthlm.
Almanack 1793 KVA Åbo.	1793		KVA Åbo.
Almanack 1794 KVA Gbg.	1794		KVA Gbg.
Almanack 1794 KVA Lund.	1794		KVA Lund.
Almanack 1794 KVA Sthlm.	1794		KVA Sthlm.
Almanack 1794 KVA Åbo.	1794		KVA Åbo.
Almanack 1795 KVA Gbg.	1795		KVA Gbg.
Almanack 1795 KVA Lund.	1795		KVA Lund.
Almanack 1795 KVA Sthlm.	1795		KVA Sthlm.
Almanack 1795 KVA Torneå.	1795		KVA Torneå.
Almanack 1795 KVA Åbo.	1795		KVA Åbo.
Almanack 1796 KVA Gbg.	1796		KVA Gbg.
Almanack 1796 KVA Lund.	1796		KVA Lund.
Almanack 1796 KVA Sthlm.	1796		KVA Sthlm.
Almanack 1796 KVA Torneå.	1796		KVA Torneå.
Almanack 1796 KVA Åbo.	1796		KVA Åbo.
Almanack 1797 KVA Gbg.	1797		KVA Gbg.
Almanack 1797 KVA Lund.	1797		KVA Lund.
Almanack 1797 KVA Sthlm.	1797		KVA Sthlm.
Almanack 1797 KVA Torneå.	1797		KVA Torneå.
Almanack 1797 KVA Åbo.	1797		KVA Åbo.
Almanack 1798 Böhme	1798		
Almanack 1798 KVA Gbg.	1798		KVA Gbg.
Almanack 1798 KVA Lund.	1798		KVA Lund.
Almanack 1798 KVA Sthlm.	1798		KVA Sthlm.
Almanack 1798 KVA Torneå.	1798		KVA Torneå.
Almanack 1798 KVA Åbo.	1798		KVA Åbo.
Almanack 1799 KVA Gbg.	1799		KVA Gbg.
Almanack 1799 KVA Lund.	1799		KVA Lund.
Almanack 1799 KVA Sthlm.	1799		KVA Sthlm.
Almanack 1799 KVA Torneå.	1799		KVA Torneå.
Almanack 1799 KVA Åbo.	1799		KVA Åbo.
Almanack 1800 KVA Gbg.	1800		KVA Gbg.
Almanack 1800 KVA Lund.	1800		KVA Lund.
Almanack 1800 KVA Sthlm.	1800		KVA Sthlm.
Almanack 1800 KVA Torneå.	1800		KVA Torneå.
Almanack 1800 KVA Åbo.	1800		KVA Åbo.
Almanack 1801 KVA Gbg.	1801		KVA Gbg.
Almanack 1801 KVA Lund.	1801		KVA Lund.
Almanack 1801 KVA Sthlm.	1801		KVA Sthlm.
Almanack 1801 KVA Torneå.	1801		KVA Torneå.
Almanack 1801 KVA Åbo.	1801		KVA Åbo.
Almanack 1802 KVA Gbg.	1802		KVA Gbg.
Almanack 1802 KVA Lund.	1802		KVA Lund.
Almanack 1802 KVA Sthlm.	1802		KVA Sthlm.
Almanack 1802 KVA Torneå.	1802		KVA Torneå.
Almanack 1802 KVA Åbo.	1802		KVA Åbo.
Almanack 1803 KVA Gbg.	1803		KVA Gbg.
Almanack 1803 KVA Lund.	1803		KVA Lund.
Almanack 1803 KVA Sthlm.	1803		KVA Sthlm.
Almanack 1803 KVA Torneå.	1803		KVA Torneå.
Almanack 1803 KVA Åbo.	1803		KVA Åbo.
Almanack 1804 KVA Gbg.	1804		KVA Gbg.
Almanack 1804 KVA Lund.	1804		KVA Lund.
Almanack 1804 KVA Sthlm.	1804		KVA Sthlm.
Almanack 1804 KVA Torneå.	1804		KVA Torneå.
Almanack 1804 KVA Åbo.	1804		KVA Åbo.
Almanack 1805 KVA Gbg.	1805		KVA Gbg.
Almanack 1805 KVA Lund.	1805		KVA Lund.
Almanack 1805 KVA Sthlm.	1805		KVA Sthlm.
Almanack 1805 KVA Torneå.	1805		KVA Torneå.
Almanack 1805 KVA Åbo.	1805		KVA Åbo.
Almanack 1806 KVA Gbg.	1806		KVA Gbg.
Almanack 1806 KVA Lund.	1806		KVA Lund.
Almanack 1806 KVA Sthlm.	1806		KVA Sthlm.
Almanack 1806 KVA Torneå.	1806		KVA Torneå.
Almanack 1806 KVA Åbo.	1806		KVA Åbo.
Almanack 1807 KVA Gbg.	1807		KVA Gbg.
Almanack 1807 KVA Lund.	1807		KVA Lund.
Almanack 1807 KVA Sthlm.	1807		KVA Sthlm.
Almanack 1807 KVA Torneå.	1807		KVA Torneå.
Almanack 1807 KVA Åbo.	1807		KVA Åbo.
Almanack 1808 KVA Gbg.	1808		KVA Gbg.
Almanack 1808 KVA Lund.	1808		KVA Lund.
Almanack 1808 KVA Sthlm.	1808		KVA Sthlm.
Almanack 1808 KVA Torneå.	1808		KVA Torneå.
Almanack 1808 KVA Åbo.	1808		KVA Åbo.
Almanack 1809 KVA Gbg.	1809		KVA Gbg.
Almanack 1809 KVA Lund.	1809		KVA Lund.
Almanack 1809 KVA Sthlm.	1809		KVA Sthlm.
Almanack 1809 KVA Torneå.	1809		KVA Torneå.
Almanack 1809 KVA Åbo.	1809		KVA Åbo.
Almanack 1810 KVA Gbg.	1810		KVA Gbg.
Almanack 1810 KVA Lund.	1810		KVA Lund.
Almanack 1810 KVA Sthlm.	1810		KVA Sthlm.
Almanack 1810 KVA Torneå.	1810		KVA Torneå.
Almanack 1810 KVA Åbo.	1810		KVA Åbo.
Almanack 1810 Åbo.	1810		
Almanack 1811 KVA Gbg.	1811		KVA Gbg.
Almanack 1811 KVA Haparanda.	1811		KVA Haparanda.
Almanack 1811 KVA Lund.	1811		KVA Lund.
Almanack 1811 KVA Sthlm.	1811		KVA Sthlm.
Almanack 1811 Åbo.	1811		
Almanack 1812 KVA Gbg.	1812		KVA Gbg.
Almanack 1812 KVA Haparanda.	1812		KVA Haparanda.
Almanack 1812 KVA Lund.	1812		KVA Lund.
Almanack 1812 KVA Sthlm.	1812		KVA Sthlm.
Almanack 1812 Åbo.	1812		
Almanack 1813 KVA Gbg.	1813		KVA Gbg.
Almanack 1813 KVA Haparanda.	1813		KVA Haparanda.
Almanack 1813 KVA Lund.	1813		KVA Lund.
Almanack 1813 KVA Sthlm.	1813		KVA Sthlm.
Almanack 1813 Åbo.	1813		
Almanack 1814 KVA Gbg.	1814		KVA Gbg.
Almanack 1814 KVA Haparanda.	1814		KVA Haparanda.
Almanack 1814 KVA Lund.	1814		KVA Lund.
Almanack 1814 KVA Sthlm.	1814		KVA Sthlm.
Almanack 1814 Åbo.	1814		
Almanack 1815 KVA Gbg.	1815		KVA Gbg.
Almanack 1815 KVA Haparanda.	1815		KVA Haparanda.
Almanack 1815 KVA Lund.	1815		KVA Lund.
Almanack 1815 KVA Sthlm.	1815		KVA Sthlm.
Almanack 1815 Åbo.	1815		
Almanack 1816 KVA Gbg.	1816		KVA Gbg.
Almanack 1816 KVA Haparanda.	1816		KVA Haparanda.
Almanack 1816 KVA Lund.	1816		KVA Lund.
Almanack 1816 KVA Sthlm.	1816		KVA Sthlm.
Almanack 1816 Åbo.	1816		
Almanack 1817 KVA Gbg.	1817		KVA Gbg.
Almanack 1817 KVA Haparanda.	1817		KVA Haparanda.
Almanack 1817 KVA Lund.	1817		KVA Lund.
Almanack 1817 KVA Sthlm.	1817		KVA Sthlm.
Almanack 1817 Åbo.	1817		
Almanack 1818 KVA Gbg.	1818		KVA Gbg.
Almanack 1818 KVA Lund.	1818		KVA Lund.
Almanack 1818 KVA Sthlm.	1818		KVA Sthlm.
Almanack 1819 KVA Gbg.	1819		KVA Gbg.
Almanack 1819 KVA Lund.	1819		KVA Lund.
Almanack 1819 KVA Sthlm.	1819		KVA Sthlm.
Almanack 1820 KVA Gbg.	1820		KVA Gbg.
Almanack 1820 KVA Haparanda.	1820		KVA Haparanda.
Almanack 1820 KVA Lund.	1820		KVA Lund.
Almanack 1820 KVA Sthlm.	1820		KVA Sthlm.
Almanack 1821 KVA Gbg.	1821		KVA Gbg.
Almanack 1821 KVA Haparanda.	1821		KVA Haparanda.
Almanack 1821 KVA Lund.	1821		KVA Lund.
Almanack 1821 KVA Sthlm.	1821		KVA Sthlm.
Almanack 1822 KVA Gbg.	1822		KVA Gbg.
Almanack 1822 KVA Haparanda.	1822		KVA Haparanda.
Almanack 1822 KVA Lund.	1822		KVA Lund.
Almanack 1822 KVA Sthlm.	1822		KVA Sthlm.
Almanack 1822 Åbo.	1822		
Almanack 1823 Fleischer	1823		
Almanack 1823 KVA Gbg.	1823		KVA Gbg.
Almanack 1823 KVA Haparanda.	1823		KVA Haparanda.
Almanack 1823 KVA Lund.	1823		KVA Lund.
Almanack 1823 KVA Sthlm.	1823		KVA Sthlm.
Almanack 1823 ÅBO.	1823		
Almanack 1824 KVA Gbg.	1824		KVA Gbg.
Almanack 1824 KVA Haparanda.	1824		KVA Haparanda.
Almanack 1824 KVA Lund.	1824		KVA Lund.
Almanack 1824 KVA Sthlm.	1824		KVA Sthlm.
Almanack 1825 KVA Gbg.	1825		KVA Gbg.
Almanack 1825 KVA Haparanda.	1825		KVA Haparanda.
Almanack 1825 KVA Lund.	1825		KVA Lund.
Almanack 1825 KVA Sthlm.	1825		KVA Sthlm.
Almanack 1826 KVA Gbg.	1826		KVA Gbg.
Almanack 1826 KVA Haparanda.	1826		KVA Haparanda.
Almanack 1826 KVA Lund.	1826		KVA Lund.
Almanack 1826 KVA Sthlm.	1826		KVA Sthlm.
Almanack 1827 KVA Gbg.	1827		KVA Gbg.
Almanack 1827 KVA Haparanda.	1827		KVA Haparanda.
Almanack 1827 KVA Lund.	1827		KVA Lund.
Almanack 1827 KVA Sthlm.	1827		KVA Sthlm.
Almanack 1828 KVA Gbg.	1828		KVA Gbg.
Almanack 1828 KVA Haparanda.	1828		KVA Haparanda.
Almanack 1828 KVA Lund.	1828		KVA Lund.
Almanack 1828 KVA Sthlm.	1828		KVA Sthlm.
Almanack 1829 KVA Gbg.	1829		KVA Gbg.
Almanack 1829 KVA Haparanda.	1829		KVA Haparanda.
Almanack 1829 KVA Lund.	1829		KVA Lund.
Almanack 1829 KVA Sthlm.	1829		KVA Sthlm.
Almanack 1829 Åbo.	1829		
Almanack 1830 KVA Gbg.	1830		KVA Gbg.
Almanack 1830 KVA Haparanda.	1830		KVA Haparanda.
Almanack 1830 KVA Lund.	1830		KVA Lund.
Almanack 1830 KVA Sthlm.	1830		KVA Sthlm.
Almanack 1830 Åbo.	1830		
Almanack 1831 KVA Sthlm	1831		KVA Sthlm
Almanack 1832 KVA Haparanda	1832		KVA Haparanda
Almanack 1832 KVA Sthlm	1832		KVA Sthlm
Almanack 1833 KVA Gbg	1833		KVA Gbg
Almanack 1833 KVA Sthlm	1833		KVA Sthlm
Almanack 1834 KVA Sthlm	1834		KVA Sthlm
Almanack 1835 KVA Gbg	1835		KVA Gbg
Almanack 1835 KVA Sthlm	1835		KVA Sthlm
Almanack 1836 KVA Sthlm	1836		KVA Sthlm
Almanack 1837 KVA Sthlm	1837		KVA Sthlm
Almanack 1838 KVA Sthlm	1838		KVA Sthlm
Almanack 1838 KVA Sthlm.	1838		KVA Sthlm.
Almanack 1839 KVA Sthlm	1839		KVA Sthlm
Almanack 1839 KVA Sthlm.	1839		KVA Sthlm.
Almanack 1840 Hfors.	1840		
Almanack 1840 KVA Sthlm	1840		KVA Sthlm
Almanack 1841 Hfors.	1841		
Almanack 1841 KVA Sthlm	1841		KVA Sthlm
Almanack 1842 KVA Sthlm	1842		KVA Sthlm
Almanack 1843 KVA Gbg.	1843		KVA Gbg.
Almanack 1843 KVA Sthlm	1843		KVA Sthlm
Almanack 1844 KVA Gbg	1844		KVA Gbg
Almanack 1844 KVA Sthlm	1844		KVA Sthlm
Almanack 1845 KVA Sthlm	1845		KVA Sthlm
Almanack 1846 KVA Sthlm.	1846		KVA Sthlm.
Almanack 1847 KVA Sthlm	1847		KVA Sthlm
Almanack 1848 KVA Sthlm	1848		KVA Sthlm
Almanack 1849 KVA Gbg.	1849		KVA Gbg.
Almanack 1849 KVA Sthlm	1849		KVA Sthlm
Almanack 1850 KVA Sthlm.	1850		KVA Sthlm.
Almanack 1851 KVA Sthlm	1851		KVA Sthlm
Almanack 1852 KVA Sthlm	1852		KVA Sthlm
Almanack 1853 KVA Sthlm	1853		KVA Sthlm
Almanack 1854 KVA Sthlm	1854		KVA Sthlm
Almanack 1855 KVA Sthlm	1855		KVA Sthlm
Almanack 1856 KVA Sthlm	1856		KVA Sthlm
Almanack 1857 KVA Sthlm	1857		KVA Sthlm
Almanack 1858 KVA Lund	1858		KVA Lund
Almanack 1858 KVA Sthlm	1858		KVA Sthlm
Almanack 1859 KVA Lund.	1859		KVA Lund.
Almanack 1859 KVA Sthlm	1859		KVA Sthlm
Almanack 1860 KVA Sthlm	1860		KVA Sthlm
Almanack 1861 KVA Sthlm	1861		KVA Sthlm
Almanack 1862 KVA Sthlm	1862		KVA Sthlm
Almanack 1863 KVA Sthlm	1863		KVA Sthlm
Almanack 1864 KVA Sthlm	1864		KVA Sthlm
Almanack 1865 KVA Sthlm	1865		KVA Sthlm
Almanack 1866 KVA Sthlm	1866		KVA Sthlm
Almanack 1867 KVA Sthlm	1867		KVA Sthlm
Almanack 1868 KVA Sthlm	1868		KVA Sthlm
Almanack 1869 KVA Sthlm	1869		KVA Sthlm
Almanack 1870 KVA Sthlm	1870		KVA Sthlm
Almanack 1871 KVA Sthlm	1871		KVA Sthlm
Almanack 1872 KVA Sthlm	1872		KVA Sthlm
Almanack 1873 KVA Sthlm	1873		KVA Sthlm
Almanack 1874 KVA Sthlm	1874		KVA Sthlm
Almanack 1875 KVA Sthlm	1875		KVA Sthlm
Almanack 1876 KVA Sthlm	1876		KVA Sthlm
Almanack 1877 KVA Sthlm	1877		KVA Sthlm
Almanack 1878 KVA Sthlm	1878		KVA Sthlm
Almanack 1881 KVA Sthlm	1881		KVA Sthlm
Almanack 1882 KVA Sthlm	1882		KVA Sthlm
Almanack 1883 KVA Sthlm	1883		KVA Sthlm
Almanack 1884 KVA Sthlm	1884		KVA Sthlm
Almanack 1885 KVA Sthlm	1885		KVA Sthlm
Almanack 1886 KVA Sthlm	1886		KVA Sthlm
Almanack 1887 KVA Sthlm	1887		KVA Sthlm
Almanack 1888 KVA Sthlm	1888		KVA Sthlm
Almanack 1889 KVA Sthlm	1889		KVA Sthlm
Almanack 1890 KVA Sthlm	1890		KVA Sthlm
Almanack 1891 KVA Sthlm	1891		KVA Sthlm
Almanack 1892 KVA Sthlm	1892		KVA Sthlm
Almanack 1893 KVA Sthlm	1893		KVA Sthlm
Almanack 1894 KVA Lund.	1894		KVA Lund.
Almanack 1894 KVA Sthlm	1894		KVA Sthlm
Almanack 1895 KVA Sthlm	1895		KVA Sthlm
Almanack 1896 KVA Sthlm	1896		KVA Sthlm
Almanack 1897 KVA Sthlm	1897		KVA Sthlm
Almanack 1898 KVA Sthlm	1898		KVA Sthlm
Almanack 1899 KVA Sthlm	1899		KVA Sthlm
Almanack 1900 KVA Sthlm	1900		KVA Sthlm
Almanack 1901 KVA Sthlm	1901		KVA Sthlm
Almanack 1902 KVA Sthlm	1902		KVA Sthlm
Almanack 1903 KVA Sthlm	1903		KVA Sthlm
Almanack 1904 KVA Sthlm	1904		KVA Sthlm
Almanack 1906 KVA Sthlm	1906		KVA Sthlm
Almanack 1908 KVA Sthlm	1908		KVA Sthlm
Almanack 1909 KVA Sthlm	1909		KVA Sthlm
Almanack 1910 KVA Sthlm	1910		KVA Sthlm
Almanack 1911 KVA Sthlm	1911		KVA Sthlm
Almanack 1912 KVA Sthlm	1912		KVA Sthlm
Almanack 1913 KVA Sthlm	1913		KVA Sthlm
Almanack 1914 KVA Sthlm	1914		KVA Sthlm
Almanack 1915 KVA Sthlm	1915		KVA Sthlm
Almanack 1916 KVA Sthlm	1916		KVA Sthlm
Almanack 1917 KVA Sthlm	1917		KVA Sthlm
Almanack 1918 KVA Sthlm	1918		KVA Sthlm
Almanack 1920 KVA Sthlm	1920		KVA Sthlm
Almanack 1921 KVA Sthlm	1921		KVA Sthlm
Almanack 1922 KVA Sthlm	1922		KVA Sthlm
Almanack 1923 KVA Sthlm	1923		KVA Sthlm
Almanack 1924 KVA Sthlm	1924		KVA Sthlm
Almanack 1925 KVA Sthlm	1925		KVA Sthlm
Almanack 1926 KVA Sthlm	1926		KVA Sthlm
Almanack 1927 KVA Sthlm	1927		KVA Sthlm
Almanack 1928 KVA Sthlm	1928		KVA Sthlm
Almanack 1929 KVA Sthlm	1929		KVA Sthlm
Almanack 1930 KVA Sthlm	1930		KVA Sthlm
Almanack 1879 KVA Sthlm	1879		KVA Sthlm
Almanack 1880 KVA Sthlm	1880		KVA Sthlm
Bulletin 1813-08-13	1813-08-13		
Bulletin 1813-08-16	1813-08-16		
Bulletin 1813-08-18	1813-08-18		
Bulletin 1813-08-21	1813-08-21		
Bulletin 1813-08-24	1813-08-24		
Bulletin 1813-08-25	1813-08-25		
Bulletin 1813-08-30	1813-08-30		
Bulletin 1813-09-04	1813-09-04		
Bulletin 1813-09-08	1813-09-08		
Bulletin 1813-09-10	1813-09-10		
Bulletin 1813-09-12	1813-09-12		
Bulletin 1813-09-14	1813-09-14		
Bulletin 1813-09-16	1813-09-16		
Bulletin 1813-09-20	1813-09-20		
Bulletin 1813-09-22	1813-09-22		
Bulletin 1813-09-26	1813-09-26		
Bulletin 1813-09-30	1813-09-30		
Bulletin 1813-09	1813-09		
Bulletin 1813-10-04	1813-10-04		
Bulletin 1813-10-06	1813-10-06		
Bulletin 1813-10-20	1813-10-20		
Bulletin 1813-10-21	1813-10-21		
Bulletin 1813-10-28	1813-10-28		
Bulletin 1813-10-30	1813-10-30		
Bulletin 1813-11-10	1813-11-10		
Bulletin 1813-11-30	1813-11-30		
