bibid dubblett radera	bibid korrekt post	SPI NR	PostNR
9mr8k4lh7kqqcp4r	153252	(SPI)697179	21975
t59s3n44rc4hmplg	23415	(SPI)697152	21979
r37q1l26phhh80dj	11627474	(SPI)697049	21983
3fk2cxdt1qkf8vn6	19pzjk5bzc0dv3m9	(SPI)697026	21991
5hm4f0g13w5hkhhn	fp3cx6dbc44h64s8	(SPI)696998	21995
q26p0k2vn13wv5w2	2086256	(SPI)696955	22003
w7cv5q7dt3rqkwzc	08dbnbw4x59x5r02	(SPI)696903	22015
x8dw6r8hv0b2kvhd	08nx428cxnhmqfdk	(SPI)696873	22017
n04mxh09lv2dsgjv	18772142	(SPI)696849	22019
lx2kvfx9j6g8fv9z	14697012	(SPI)696848	22021
5hm4f0h23c9tdrpz	22523268	(SPI)696831	22027
w7cv5q8zt9rbzpw4	22523232	(SPI)696798	22033
kw1jtdxphmh8pp0s	t3hr0f1hr5h3rj6g	(SPI)696769	22035
7kp6h2lf5h60wpbd	22520423	(SPI)696725	22037
2dj1bwfb0n1fq3mf	726028	(SPI)696721	22039
cptbm6q29grtzl07	gq4dxz64d503wpq9	(SPI)696587	22051
4gl3dzhw248q3x7w	19866147	(SPI)696586	22053
5hm4f0k6379750dp	18166520	(SPI)696220	22061
s48r2m6vqx888vdh	fqkpjf4tch5h7458	(SPI)696218	22063
lx2kvf0qjkzxdh9m	22220450	(SPI)696217	22065
kw1jtdzrh8zlm23m	fqsf6jh7cwf2tv6c	(SPI)696209	22067
t59s3n73r88zsdft	7hw5q6l45czkc9wp	(SPI)696165	22069
dqvcn7sqb0wjg9jl	836907	(SPI)696164	22071
gsxfq9v4dpn5gt04	10371923	(SPI)696083	22083
lx2kvf0djbqz2j1f	1480824	(SPI)696050	22087
lx2kvf0gjqjf3kpj	22517612	(SPI)696041	22089
htzgrbxff8q2tl40	148042	(SPI)696020	22091
4gl3dzk42btc1cl3	915431	(SPI)696018	22093
9mr8k4qf7fmwfn7c	9731031	(SPI)695973	22097
lx2kvf1tj2r9t4sp	9144190	(SPI)695902	22101
v6bt4p96s0h8lrvd	915228	(SPI)695853	22105
frwdp8vtcrwz781p	2333830	(SPI)695848	22107
htzgrbx4fljqz9g9	1802646	(SPI)695802	22115
n04mxh3clnh7b266	10520869	(SPI)695761	22117
kw1jtd0bh37593sj	2bw764vd020ppn26	(SPI)695760	22119
frwdp8v8ckffmg08	8j3fc1s564tmxqxw	(SPI)695759	22121
bns9l5sd8pgvh29v	22516139	(SPI)695707	22127
dqvcn7vjbfjmnwds	22516035	(SPI)695706	22129
x8dw6rdcvbs0xv15	19570793	(SPI)695641	22139
x8dw6rdhvj0z3f3h	2264922	(SPI)695626	22143
7kp6h2p3540m23v2	12135572	(SPI)695545	22151
htzgrb0mf2pfrq82	2261759	(SPI)695521	22157
n04mxh5vl0c7c63z	21613273	(SPI)695491	22159
p15nzj69m3ll226b	109430	(SPI)695348	22169
w7cv5qdktvzqc7hc	160886	(SPI)695334	22171
9mr8k4s47jl2226m	209477	(SPI)695326	22175
0bgz8tj1xmwcx2r9	8088	(SPI)695317	22181
mz3lwg5qkvrwk7mj	367304	(SPI)695312	22183
cptbm6wj9n1nf767	8186196	(SPI)695311	22185
5hm4f0pd3lphdccg	22502652	(SPI)695271	22187
cptbm6xf9qgcc26p	0bbwzc56x9rq7csf	(SPI)695000	22215
bns9l5wg85rpc9dk	2222607	(SPI)694969	22217
5hm4f0qc32rq21l8	439804	(SPI)694947	22219
htzgrb2sf1hctfz0	439803	(SPI)694945	22223
4gl3dzpl20v1kw34	54339	(SPI)694895	22229
3fk2cxnn1s9p2qbj	16211313	(SPI)694874	22233
v6bt4pg0sm1vzs9n	22463928	(SPI)694547	22255
w7cv5qh4t6qn033n	2937354	(SPI)694509	22259
cptbm6zr9grrmgl1	8108041	(SPI)694424	22265
frwdp81zc94mjj6r	11630617	(SPI)694390	22271
t59s3nfdrzbj6jkp	11630610	(SPI)694388	22273
z9fx7sknwzmz2g80	2937218	(SPI)694336	22279
t59s3nfqrn2svsk9	11192878	(SPI)694297	22287
9mr8k4x87p2np09v	19096532	(SPI)694160	22289
2dj1bwp50zf3sv7n	22457578	(SPI)694150	22293
w7cv5qj5tjwrcp6l	18062265	(SPI)694019	22301
5hm4f0sl3h42sjwg	19v5k8l1zcmgq6xt	(SPI)694017	22305
x8dw6rkhv6jjl5f2	473951	(SPI)693998	22311
cptbm6009p243w2k	22452579	(SPI)693971	22313
s48r2mfhqdvrq5d2	21074777	(SPI)693970	22315
htzgrb49f1vn3z3t	13989908	(SPI)693917	22319
z9fx7smqwc9x76rt	12329548	(SPI)693640	22357
cptbm6299gp69d40	12520899	(SPI)693623	22361
7kp6h2x95fvkzb3z	21613225	(SPI)693541	22365
7kp6h2xm5hmz7frq	0bf8vxqjxss8j09g	(SPI)693420	22375
7kp6h2xt5mtw9q9z	8j3df01b6xqs0p19	(SPI)693405	22381
1ch09vqqzdd2rg60	10912169	(SPI)693394	22385
n04mxhcfl3qn4crp	22424594	(SPI)693393	22387
1ch09vr1zt5jmqbd	14806539	(SPI)693326	22393
lx2kvfbnjfxm7mkp	22421770	(SPI)693325	22395
htzgrb7rfb71x5q9	4dz5sd792xcg6ddq	(SPI)693272	22401
3fk2cxtf1t4z1f5v	2721418	(SPI)693234	22403
kw1jtd90h17nxbvl	14855966	(SPI)693161	22407
gsxfq969dklvj3rk	22407882	(SPI)692980	22421
6jn5g1x34m9w39kq	22407681	(SPI)692976	22423
p15nzjgmmbrdfvvv	11167536	(SPI)692972	22425
frwdp86gc95kp3sk	10630282	(SPI)692929	22429
8lq7j31f6fkb900g	12718952	(SPI)692917	22433
jv0hsc9zg6nsnzvw	9975825	(SPI)692843	22443
gsxfq970dbrl65w8	621295	(SPI)692838	22447
dqvcn751bt53rm59	11608039	(SPI)692820	22451
p15nzjggmz6slcdk	12479203	(SPI)692772	22457
frwdp869ccz82qqw	14559194	(SPI)692715	22461
v6bt4pmrs9wplp7t	14565550	(SPI)692714	22463
7kp6h2165nf6w2bt	333405	(SPI)692710	22465
mz3lwgfvkh0vlng3	12056850	(SPI)692556	22477
5hm4f0zp3672grh3	12282609	(SPI)692512	22487
2dj1bwvp09cng0x9	12489050	(SPI)692355	22491
n04mxhgkl5qbw7b2	mwgntp7pk07k3gfn	(SPI)692336	22501
kw1jtddph31srjw3	lvfmnrq4j8src7x3	(SPI)692283	22511
0bgz8tt5x2rp8rvq	gq9hh11ddms6v63f	(SPI)692282	22513
frwdp88nc01bz2m4	3242146	(SPI)692248	22515
t59s3nn3rzr00rng	22418373	(SPI)692224	22517
8lq7j33l6fkt0k08	22418391	(SPI)692223	22519
3fk2cxxj10rbngz6	621361	(SPI)692172	22523
v6bt4ppgslfd65hh	2077967	(SPI)692113	22531
cptbm67d9kbnqr3c	16563086	(SPI)692050	22549
kw1jtdfqhw7bq2jg	dn7d6b36bxzhwzsf	(SPI)692029	22555
1ch09vwcz4s0z56q	1988847	(SPI)692010	22563
t59s3npcrstwmxgt	8148080	(SPI)691969	22571
kw1jtdgrhzh4jb93	22424769	(SPI)691845	22599
7kp6h24p5kj6v4r1	8172955	(SPI)691737	22607
bns9l57w8dtcrp9f	323352	(SPI)691723	22611
x8dw6rtjv3sjn1km	22365414	(SPI)691693	22613
cptbm6819h22ht4p	22419199	(SPI)691687	22615
6jn5g13z4fvj1vgv	10971670	(SPI)691668	22619
mz3lwhkvk55s55d8	22364889	(SPI)691438	22637
p15nzkm8m801bn8l	17602104	(SPI)691335	22647
n04mxjmpllvqdt80	bmz8358x8j5fvbdn	(SPI)691124	22663
kw1jtfj2hwh0rzlf	10717950	(SPI)690837	22679
bns9l69z8613x1qg	905793	(SPI)690816	22683
t59s3pshr1p5c74z	760482	(SPI)690788	22685
jv0hsdhcgl736lk6	725986	(SPI)690723	22691
x8dw6sxvv6w2j3z5	12657651	(SPI)690709	22695
htzgrchhfh76m5hj	12154564	(SPI)690647	22697
dqvcn8d7bwb2xhkh	t3d5z2ztrkxmp1fh	(SPI)690375	22725
t59s3pvrrln2grmq	11231814	(SPI)690298	22729
q26p0lrqnxq4l6hw	12293396	(SPI)690275	22731
q26p0lr8nh0715c4	186828	(SPI)690122	22747
mz3lwhn9kbtbtkqq	22199019	(SPI)690042	22751
frwdp9g5c0hhmwnw	22198964	(SPI)690041	22753
jv0hsdlmgjhxx6l1	8082053	(SPI)689832	22765
htzgrcknfk8d2455	22419296	(SPI)689815	22767
3fk2cz5d1pxz48gz	8185178	(SPI)689797	22771
x8dw6s0bvvmnm7vm	689172	(SPI)689721	22775
gsxfqbj0dnt0dgln	13913177	(SPI)689614	22779
v6bt4qxrs6gznqkw	20867062	(SPI)689581	22791
t59s3px0rmr91mk7	22424373	(SPI)689492	22801
mz3lwhqxkc2kkt6l	360718	(SPI)689458	22805
p15nzks2mj39d5mn	2156678	(SPI)689431	22807
n04mxjr3lx285fgf	22176006	(SPI)689430	22809
gsxfqbk3df3z5lld	177180	(SPI)689337	22815
8lq7j4d66k0jlbp7	pzhlf2x4m143m3s8	(SPI)689260	22825
lx2kvgqmj6lv5glq	22175972	(SPI)689252	22829
lx2kvgqwj7tws05c	651893	(SPI)689156	22839
3fk2cz7g1dn46408	2279984	(SPI)689104	22841
1ch09w5gz00dv66p	r1kngnvbppkt9n0v	(SPI)689087	22845
jv0hsdpggk3jh7qc	476790	(SPI)689043	22863
0bgz8v5zxr4whgzs	22269493	(SPI)689005	22865
8lq7j4fg6g5hk53k	v5gcvvw9sqjcjkd5	(SPI)688980	22873
z9fx7t5xwtp8916s	dn69w445bp74zmkb	(SPI)688749	22903
dqvcn8lfb48l0fr0	1425604	(SPI)688747	22905
1ch09w74zqbcqll0	22185696	(SPI)688739	22909
t59s3p11rqfn7lv0	22179422	(SPI)688708	22913
frwdp9mtcqxlpxpp	12161323	(SPI)688648	22921
x8dw6s4cvh7bkk6q	595598	(SPI)688643	22923
4gl3d0br2sn8fkqx	22151554	(SPI)688566	22929
2dj1bx8w0h2h4nh2	22128286	(SPI)688467	22937
5hm4f1d43v8c9mxh	3240392	(SPI)688442	22943
x8dw6s5kvm3tcnb6	11819242	(SPI)688165	22971
8lq7j4hz66jrl4nl	11422041	(SPI)688157	22973
bns9l6k58s7c38g0	9500326	(SPI)688105	22979
mz3lwhvhk926jx0b	z7r94hdvw8f2xp76	(SPI)688094	22981
p15nzkzpmp4zl5b5	22077170	(SPI)688066	22985
0bgz8v87x7q9bk1h	284017	(SPI)687924	22995
kw1jtft0hr03l8dz	11422486	(SPI)687864	23003
jv0hsds2g2hrkzgj	22051851	(SPI)687810	23007
frwdp9p2cp48z3qt	11327414	(SPI)687788	23011
htzgrcr9ffjmcdhd	12033479	(SPI)687736	23017
dqvcn8n9b3fsr40g	8963455	(SPI)687695	23021
9mr8k5lm7555mnh6	12400347	(SPI)687544	23039
2dj1bxcl0sbhf06v	16593473	(SPI)687445	23045
w7cv5r6ktjdl0q0c	t3dsgsrhrqq92vgd	(SPI)687427	23051
n04mxjzfll477cmm	367611	(SPI)687414	23055
1ch09wbtzc3m5r1d	367612	(SPI)687413	23057
dqvcn8p8bvjk66g5	blw9zvpw84dz22pr	(SPI)687407	23059
s48r2n3pq4mbghh1	r1bqdldxpz3hfpff	(SPI)687405	23061
kw1jtfwnhf9fbrr9	998618	(SPI)687256	23069
7kp6h3km5dx34xg0	310642	(SPI)687067	23081
q26p0l2bnqwbj0jq	528007	(SPI)686746	23089
lx2kvgzljtkwf8ht	7jrtgwr75n35dk95	(SPI)686255	23105
1ch09wdczplc6vgk	16489932	(SPI)685711	23117
n04mxj15lcm7c64x	18158135	(SPI)685669	23123
mz3lwh09k0c70v16	1917825	(SPI)685608	23129
kw1jtfz0hcbd4k4j	16437	(SPI)685476	23159
0bgz8vdgxvc21hjl	3742960	(SPI)685458	23161
bns9l6qv8blgvkfd	2236674	(SPI)685407	23163
kw1jtfz6hd7k8b0w	18153136	(SPI)685357	23167
cptbm7sn9k1wxxsn	18082241	(SPI)685011	23197
2dj1bxhg07qnwj4h	18082226	(SPI)685009	23201
lx2kvg19jw7fvjwv	bl4dqs028dcp4r8c	(SPI)684897	23213
9mr8k5q37jl5jkrf	27341	(SPI)684871	23217
1ch09whlz960xmd5	18081943	(SPI)684749	23249
6jn5g2nx479nm0tj	462286	(SPI)684712	23255
3fk2czl21c34vmc6	14586199	(SPI)684663	23265
p15nzk6rm29rgsn5	18079837	(SPI)684631	23269
bns9l6th8d94t5vx	pzg67srzmqp99t7v	(SPI)684618	23273
p15nzk6wm7wsk3t8	18079607	(SPI)684611	23275
4gl3d0md2xx2zj3l	8185410	(SPI)684577	23277
jv0hsd1tg9lvg7b3	8185111	(SPI)684549	23279
x8dw6sf8vl8g255z	14735989	(SPI)684548	23281
mz3lwh47kvh4gl86	18076217	(SPI)684474	23291
gsxfqb0ddc44fhns	992041	(SPI)684454	23305
v6bt4qdtsw5twkfh	19823283	(SPI)684449	23307
v6bt4qdxszdjhp7r	18076072	(SPI)684403	23311
8lq7j4sd69bwgl1b	17422504	(SPI)684381	23313
5hm4f1pd38j34nn4	2224425	(SPI)684330	23317
kw1jtf3thpsxvhh6	17971442	(SPI)684324	23319
gsxfqb0zdtdtg7vf	19794654	(SPI)684282	23329
8lq7j4sv6g3spvnq	13920923	(SPI)684248	23333
t59s3pckrgbcbx5x	2090648	(SPI)684136	23339
3fk2czmz1j48sk1f	6gzn0k9n4cc48810	(SPI)684102	23343
frwdp90gcpvz0sg6	8146490	(SPI)684032	23349
lx2kvg5rjkgm4050	549626	(SPI)683971	23355
9mr8k5vk7d2jh3hh	788753	(SPI)683952	23359
mz3lwh6zk5zdgmbm	10773434	(SPI)683907	23361
q26p0l96nc7jwqx4	20067131	(SPI)683862	23367
5hm4f1qp3x52cqgr	19783284	(SPI)683847	23369
7kp6h3sw598x07pn	881013	(SPI)683752	23375
lx2kvg59j7jxbzlp	19783035	(SPI)683750	23377
cptbm7x59bxgxt13	19781392	(SPI)683721	23381
jv0hsd4hgbtftwh9	11631914	(SPI)683693	23385
5hm4f1r63bss4vr2	2099983	(SPI)683674	23387
lx2kvg6njrd63sbc	20061359	(SPI)683647	23389
3fk2czp71vftdwsl	21978578	(SPI)683643	23391
jv0hsd4pgx1jm3k0	20061164	(SPI)683629	23393
p15nzk9zmpmbf6m9	20061131	(SPI)683624	23397
n04mxj80ldxm61nq	10945239	(SPI)683572	23399
3fk2czph1rjl91qz	2099961	(SPI)683565	23401
gsxfqb2wdrg3hnd0	19781373	(SPI)683564	23403
5hm4f1r23jbpf5r8	ktbxztnmhw2px6dp	(SPI)683409	23421
1ch09wn4zw4m9tsm	18774643	(SPI)683302	23431
htzgrc4nfzcxrslb	19511872	(SPI)683292	23433
9mr8k5xx71cqxr2d	3193562	(SPI)682996	23449
cptbm7039gcc1sn8	2057115	(SPI)682980	23453
z9fx7tm1whl2bddq	20022462	(SPI)682894	23467
dqvcn82jbrkwwsd0	20022451	(SPI)682893	23469
0bgz8vndxs4677qz	20019811	(SPI)682877	23479
2dj1bxqm09bhcl69	2179709	(SPI)682863	23485
htzgrc53f7rzqk7j	20019820	(SPI)682862	23487
frwdp939cq1szfrp	12023472	(SPI)682766	23497
4gl3d0t321mx3t43	20019791	(SPI)682761	23501
jv0hsd7jgg1tmt03	21904916	(SPI)682757	23503
1ch09wq2zgt8rxqq	21899589	(SPI)682750	23505
5hm4f1vf3lsq2qhm	9864479	(SPI)682589	23513
w7cv5rlbt6w5pvb2	9kfkrg0973gjjz3w	(SPI)682469	23521
cptbm73c9mwxm82h	5fpnv4w23p9clrbz	(SPI)682295	23543
p15nzkfqm2mlz3j1	8145892	(SPI)682238	23545
s48r2nj1q82tl6cb	8201759	(SPI)682124	23553
7kp6h3zj51tmhzkz	530354	(SPI)682072	23555
lx2kvgbxjc0dkw0l	8191830	(SPI)682039	23557
z9fx7tpbwb7htvrk	31440	(SPI)682027	23559
4gl3d0vn2q86wtjs	2748609	(SPI)681923	23565
gsxfqb61d8s1l600	2236989	(SPI)681887	23567
v6bt4qlgs5d5vd8r	21878658	(SPI)681884	23569
bns9l620825l1p2r	1692328	(SPI)681881	23571
bns9l6238qcmr5xd	19590062	(SPI)681811	23575
p15nzkfhm00l3rx1	265467	(SPI)681694	23577
z9fx7tqww0m4bxj1	20027550	(SPI)681682	23583
s48r2nktqd58ct77	20039578	(SPI)681581	23587
8lq7j41c6vpn42ht	1583902	(SPI)681571	23589
r37q1mjwp7pgpbc5	2298488	(SPI)681551	23591
0bgz8vrhx94flx1h	hr8rnx0tffds804k	(SPI)681361	23605
gsxfqb71d59scgc5	t3l30x5pr5fw6380	(SPI)681360	23607
t59s3plfr672zlw7	w5n51r0ht64fhlss	(SPI)681357	23609
5hm4f1xt3zxmhbhd	604102	(SPI)681342	23611
5hm4f1xx3cdkm1l2	4f4cdm8q2qqwmzqf	(SPI)681329	23615
w7cv5rnqtv4q70z9	21864619	(SPI)681305	23619
jv0hsdbkgxn98sm5	11950145	(SPI)681245	23627
v6bt4qnxskrx7mhj	17643083	(SPI)681239	23629
bns9l64j80zrd0fj	49591	(SPI)681229	23633
q26p0ljbnj2qvtlv	356908	(SPI)681147	23647
t59s3pmjrs4xf0d8	12188263	(SPI)681099	23651
dqvcn87gbnfhrt09	8191824	(SPI)681048	23665
q26p0lk3nc560gjq	21435249	(SPI)681004	23675
6jn5g21m4ps6h1rk	1333974	(SPI)681000	23677
6jn5g21q4dv7x28h	22318641	(SPI)680959	23681
t59s3pnmr9rnb0hr	22317878	(SPI)680949	23691
5hm4f1013z4m2xzd	22315254	(SPI)680946	23693
htzgrccgfvd6bk3w	r219k4lfpd4rj5ph	(SPI)680849	23697
6jn5g22849gsw7d7	685350	(SPI)680779	23701
dqvcn88nbsw6qsv5	21899297	(SPI)680676	23709
v6bt4qq5scmhnsz7	q0h0q4n5n20v5zrj	(SPI)680651	23711
t59s3ppjr0jfm20x	2010388	(SPI)680428	23727
lx2kvghrj7d2cpgx	8145439	(SPI)680124	23745
3fk2cz0b1jx77jz1	21865369	(SPI)680100	23747
3fk2cz0f1xl35dmq	22310228	(SPI)680080	23751
frwdp9bschgl9z99	20019019	(SPI)680059	23753
4gl3d01p2kf5dr1p	21865073	(SPI)679947	23761
frwdp9b4c6cws6rb	639119	(SPI)679916	23767
cptbm8939ldb73rr	dn5m9ccwbs4gvsx4	(SPI)679605	23799
kw1jtgjqh092hbpx	17653155	(SPI)679446	23811
n04mxkm0l6zqdrmd	19332826	(SPI)679382	23817
dqvcn9dsbbczq829	21795051	(SPI)679266	23853
8lq7j58q6mfm829k	112269	(SPI)679264	23855
3fk2c03m1zhrdcsp	1961085	(SPI)679232	23857
v6bt4rvfsdq3vwpz	359159	(SPI)678951	23859
5hm4f25x3b49c0g2	21781722	(SPI)678892	23865
1ch09x1tz8n85x61	11886312	(SPI)678878	23867
n04mxkpll4kbj6mt	21763396	(SPI)678852	23871
dqvcn9fdbvt3m0jg	693535	(SPI)678842	23873
mz3lwjnzk99gp4vg	8173582	(SPI)678759	23883
t59s3qvprbm12368	7384084	(SPI)678612	23903
w7cv5szxths12lww	21737915	(SPI)678558	23909
6jn5g38c4r5728xh	21737677	(SPI)678488	23913
4gl3d16d2bh5ks8j	20022606	(SPI)678361	23917
kw1jtgmvhtmvbxvk	609885	(SPI)678356	23919
lx2kvhn2j57jvvk0	12326105	(SPI)678291	23925
8lq7j5bs66wm6j9p	10738870	(SPI)678263	23927
5hm4f27r34l8nhzn	21701408	(SPI)678203	23929
x8dw6t0qvq5pr2bx	12300716	(SPI)678152	23935
7kp6h4bk562m5qf3	34913	(SPI)678008	23945
6jn5g39t4qrlj7nm	10277387	(SPI)677887	23955
0bgz8w3nxhfn0x2p	8100996	(SPI)677878	23957
4gl3d1702486x609	21672841	(SPI)677821	23963
r37q1nvnpm7jqw3b	91493	(SPI)677809	23965
frwdpbkdchmfk32z	21431213	(SPI)677802	23967
cptbm8hk916c849h	14671613	(SPI)677736	23975
frwdpbkrcv3z7lbq	pzfct4m8m0ll7hfc	(SPI)677729	23979
4gl3d18j258p55kn	21663687	(SPI)677723	23981
t59s3qzlrbb8pmv7	8145034	(SPI)677679	23993
gsxfqcl9dgwgpfzq	11930210	(SPI)677634	23995
q26p0mwnn2f3nqr3	20101432	(SPI)677597	23999
jv0hsfpxg53rxnz0	21643292	(SPI)677456	24015
dqvcn9kvbxt3k88w	21640808	(SPI)677452	24017
3fk2c08w142bx377	167000	(SPI)677370	24029
n04mxkvlltsp9v7v	19959574	(SPI)677367	24033
9mr8k6h97hk8ncng	12331826	(SPI)677345	24035
9mr8k6hk7b6hpclf	19959560	(SPI)677277	24045
7kp6h4fl58nfcbpl	19958794	(SPI)677208	24049
w7cv5s4xt2c2c4rb	10919729	(SPI)677051	24077
bns9l7kf898bgkqb	8398843	(SPI)677044	24079
7kp6h4gf5vxtcn46	20234	(SPI)677036	24083
w7cv5s4ftsgj3xhw	2260001	(SPI)676891	24097
9mr8k6j17xpl0v37	19952985	(SPI)676827	24103
1ch09x8szxxbnhdb	11747061	(SPI)676826	24105
kw1jtgsdh2xc8775	13913569	(SPI)676815	24107
gsxfqcqddsvwfn3k	19941832	(SPI)676781	24111
kw1jtgtmhs3tltw3	666715	(SPI)676754	24117
jv0hsfspgsbb9gbx	664835	(SPI)676752	24121
v6bt4r42stbqdd6w	19952851	(SPI)676750	24123
7kp6h4hh5nfdmccv	3ctrb6v519qb8qth	(SPI)676747	24125
x8dw6t6fvzdmwcz3	19948520	(SPI)676585	24135
9mr8k6kv76drn5x7	19941749	(SPI)676577	24137
r37q1n1cp8w4twsj	741290	(SPI)676555	24139
x8dw6t6nvmn3hpnl	q0h783tknjld9cxq	(SPI)676285	24145
q26p0m0kn8kkc6b0	19923025	(SPI)676203	24149
htzgrdsff03g42mr	8390549	(SPI)676200	24153
s48r2p3rqfmjq5rr	1209433	(SPI)676151	24155
v6bt4r52sn18l4t9	19936159	(SPI)676092	24165
n04mxkzzl1hrqpb2	12094066	(SPI)676055	24169
3fk2c0dg1mthlst5	12324887	(SPI)676008	24171
s48r2p3dq5n72cb8	12521236	(SPI)675895	24181
r37q1n3rpn6h1x0n	19913294	(SPI)675815	24197
2dj1bzdb0qm5qcf5	22542511	(SPI)675624	24207
z9fx7vbvwdj39j59	260475	(SPI)675223	24263
s48r2p6xqzn6frf9	22572251	(SPI)675063	24273
5hm4f2kc3dc9jmvg	19907504	(SPI)675054	24275
lx2kvh0tjk2g6bqc	413192	(SPI)675025	24277
bns9l7qr8dznf4jh	1993358	(SPI)674928	24285
s48r2p68qs524hjc	3760782	(SPI)674927	24287
5hm4f2ks3kr4lv3t	20066940	(SPI)674852	24293
w7cv5s9ptzhq57x4	3760778	(SPI)674745	24301
7kp6h4m35ftbff6w	kt31bk9lhp60vl8m	(SPI)674707	24303
1ch09xgmzmvj1bs5	11632994	(SPI)674590	24329
v6bt4r9jsgr7plzr	1555592	(SPI)674521	24331
9mr8k6q57ff2260s	910726	(SPI)674467	24337
x8dw6td1v1sqz95x	19887147	(SPI)674369	24345
t59s3q90rj11nwd8	19887119	(SPI)674368	24347
htzgrdzqfgmchkk3	19887076	(SPI)674367	24349
2dj1bzjp0fjz711k	12161203	(SPI)674275	24363
frwdpbxvcmsz5qzj	19886256	(SPI)674144	24391
s48r2p9hqnq9s528	804671	(SPI)673988	24401
3fk2c0lx1c3dx1d5	19884645	(SPI)673964	24405
2dj1bzld042p4fqk	13455251	(SPI)673907	24421
dqvcn9x6bmkmwbbg	2453331	(SPI)673791	24433
s48r2pbnqtvwxkt7	9376625	(SPI)673785	24435
gsxfqc1md7bqllhw	3178594	(SPI)673731	24443
2dj1bzm900wflvfr	10360576	(SPI)673579	24445
p15nzl8zm4qqbjks	12164683	(SPI)673578	24447
lx2kvh52jv5pxvw5	1981776	(SPI)673359	24455
z9fx7vjlw8nb994t	2128008	(SPI)673196	24461
cptbm8x29pj2tv0s	11637276	(SPI)673181	24463
3fk2c0nw142wxww4	8129651	(SPI)673156	24467
gsxfqc19dfzpjv42	20833201	(SPI)673102	24469
0bgz8wkvx18bzfks	8251812	(SPI)673056	24471
q26p0mbpn78l2qjn	2010545	(SPI)673024	24475
frwdpb1lcxsdjpb4	10925651	(SPI)672899	24483
frwdpb1zch8dz548	687052	(SPI)672815	24499
w7cv5sj3tm526zwt	14736606	(SPI)672392	24523
8lq7j5wt6stj8bp2	20807601	(SPI)672287	24537
s48r2pfdqxbg48tk	134744	(SPI)672284	24539
jv0hsf57gzbdwdcw	18338937	(SPI)672269	24543
1ch09xnrz6jtlkg6	12324892	(SPI)672259	24545
w7cv5sjqt81pf40t	5513657	(SPI)672216	24549
6jn5g3vq4d5nd0zr	2271246	(SPI)671940	24577
mz3lwj96khw96w1d	20177693	(SPI)671925	24579
frwdpb33cbj7lc7c	20177676	(SPI)671898	24583
v6bt4rjksx6v13vq	662774	(SPI)671897	24585
htzgrd5df7kvc8t2	z84nlvh0wm3v6b0l	(SPI)671768	24593
6jn5g3wv4q5b9n2z	10627203	(SPI)671623	24619
gsxfqc6sd5sdbxb4	pzf47wc1m0x6clf4	(SPI)671424	24645
w7cv5smkt8sm716t	13594954	(SPI)671398	24657
jv0hsf88gsh25005	14697899	(SPI)671395	24659
z9fx7vpqwpmqb8nq	12641661	(SPI)671394	24661
3fk2c0v31zszgn3b	19334405	(SPI)671378	24669
htzgrd8lfc73hq88	20688312	(SPI)671376	24673
z9fx7vq3wdzf0bzr	10271004	(SPI)671371	24675
lx2kvhc0j8gxtxs3	20563431	(SPI)671340	24685
9mr8k62x73lkn5z9	12431005	(SPI)671304	24693
5hm4f2zj3rjv6f8h	2915040	(SPI)670947	24719
mz3lwjf1k24rl808	19873767	(SPI)670936	24721
1ch09xthz30qwdnk	20220041	(SPI)670935	24723
dqvcn96xb7rtrcvl	20207740	(SPI)670864	24725
v6bt4rnfs7ltfmkg	20204143	(SPI)670856	24727
cptbm8509hw9wfn9	20203402	(SPI)670851	24729
bns9l7428gzhsf8j	20183188	(SPI)670845	24731
gsxfqc89ddlk95hj	20180497	(SPI)670692	24735
z9fx7vrtwprrqw8k	10334210	(SPI)670580	24737
bns9l75k8j4l791l	16596338	(SPI)670427	24751
8lq7j53l6lwbh8ld	w6c799lhthdbpkvw	(SPI)670417	24755
htzgrdcwf1dv7wt7	1027988	(SPI)670128	24795
p15nzlkgmp4n6mc5	3285452	(SPI)669955	24809
7kp6h43257hcx3w5	20696885	(SPI)669947	24811
5hm4f223399hwsbk	8412439	(SPI)669882	24815
z9fx7vvzw40q5g6q	20010919	(SPI)669877	24819
9mr8k66h7fcr671c	19873550	(SPI)669817	24825
3fk2c00d11xs9s9c	10286185	(SPI)669791	24829
kw1jtggwhc5m7c49	10286124	(SPI)669788	24831
5hm4f22k354bdd2j	10258314	(SPI)669787	24833
6jn5h4474gx9x19f	20010777	(SPI)669647	24855
0bgz9xx8x67zw27c	19853930	(SPI)669598	24863
0bgz9xxsxnjql162	19864604	(SPI)669479	24885
8lq7k67766c5rm73	19824133	(SPI)669427	24889
x8dw7vw7v393hxv1	794694	(SPI)669366	24901
dqvcpbcvbs4jsj1g	12066573	(SPI)669278	24907
0bgz9xzmx7wmcrt0	8391225	(SPI)669184	24915
7kp6j5625j8hqx2j	13587612	(SPI)669152	24921
bns9m8bg8kxdcr39	z7h06p2kwp3d197d	(SPI)669126	24933
r37q2prxpl87w4wh	12125268	(SPI)669069	24935
5hm4g35j39wffb6m	8js9djpk66v1l065	(SPI)669039	24941
8lq7k68p6ncntxzg	711165	(SPI)669012	24943
jv0htgj6g0551ft2	19769715	(SPI)668943	24951
s48r3qskqj0qz4r3	1318809	(SPI)668873	24955
