bibid dubblett radera	bibid korrekt post	SPI NR	PostNR
6jn5h4634q4r2cxn	z7h0c0h4wldfll68	(SPI)668855	24959
w7cv6txztl7n3r07	19758123	(SPI)668806	24965
gsxfrdhnds76k2g7	13565409	(SPI)668760	24969
frwdqcgpc78cvk33	19756217	(SPI)668759	24971
bns9m8cq84jsbf8b	8402026	(SPI)668755	24975
dqvcpbf0bzzgvwsw	47997	(SPI)668685	24981
5hm4g37932gcl59k	663911	(SPI)668625	24999
9mr8l7cp7t3nsj8t	6gq62jsf43s2cvfm	(SPI)668585	25009
z9fx8w1dw0zfk7dh	19872807	(SPI)668583	25011
w7cv6tzmtg7p6rld	18006976	(SPI)668522	25021
p15n0mrhmtc31n5z	18006975	(SPI)668521	25023
w7cv6tzrtvqg8zmd	18006962	(SPI)668520	25025
p15n0msmm4k48z25	18006954	(SPI)668519	25027
p15n0mssmdjw0q0r	4dmwtt3t2hs6vldm	(SPI)668472	25033
s48r3qw6qh5kfn9n	2262362	(SPI)668420	25043
kw1jvhn5hn5wh0jm	2347450	(SPI)668406	25049
gsxfrdk7dt0bnq06	817898	(SPI)668390	25055
z9fx8w32wlg7b23w	12480844	(SPI)668236	25067
t59s4rzjr5psvqcr	20009488	(SPI)667962	25091
w7cv6t1st059pwh4	22617229	(SPI)667811	25099
s48r3qzrqcspcs8x	19740791	(SPI)667805	25101
z9fx8w42w4k0khbb	19729588	(SPI)667647	25107
w7cv6t23tvz2x7vc	732325	(SPI)667606	25111
cptbn9jq93ghm36l	3330677	(SPI)667535	25117
q26p1nw4n8kw14r0	3330742	(SPI)667525	25119
lx2kwjr3jqmzdnrs	3329890	(SPI)667508	25123
z9fx8w4hw8qgg3qh	3329886	(SPI)667507	25125
bns9m8hx888q83qc	3329880	(SPI)667506	25127
p15n0mvbm4z995fd	656802	(SPI)667473	25129
cptbn9j29k342660	19729285	(SPI)667440	25131
r37q2pxhpvd23brt	19706673	(SPI)667438	25133
4gl3f291275k0jf9	10238791	(SPI)667429	25139
mz3lxktkk05pp8bw	19706414	(SPI)667410	25141
p15n0mwqm5z5lg9t	10272530	(SPI)667399	25145
kw1jvhrths3cw1fp	627098	(SPI)667279	25153
1ch0bz7bzb42k6l0	10435735	(SPI)667277	25155
mz3lxkt0kxlpzg7h	19728916	(SPI)667276	25157
q26p1nx5ndfsxbrw	11445801	(SPI)667243	25159
4gl3f2bm2ffjpzbc	426734	(SPI)667233	25161
r37q2p0tp80gfmp7	12283904	(SPI)667057	25183
7kp6j5gc5873bqmn	19725776	(SPI)667051	25185
p15n0mxvm04hvbqf	19725625	(SPI)667048	25187
w7cv6t46txgxcw13	914775	(SPI)667032	25193
z9fx8w6qwzn8r0mx	13610810	(SPI)666909	25211
7kp6j5h558jxch07	280205	(SPI)666892	25217
3fk2d1c413lx88cd	731748	(SPI)666849	25221
v6bt5s44sn0thvrd	1189757	(SPI)666755	25231
8lq7k6jq6vq749sx	dn306nw6b3lb257f	(SPI)666750	25237
mz3lxkwdk2xhpplw	19693053	(SPI)666689	25249
x8dw7v7wvwswg2wz	14667932	(SPI)666609	25257
3fk2d1d71r79zl8t	14079359	(SPI)666599	25263
2dj1c0ch050sf7nl	9ks6ctzj7ffrcvdv	(SPI)666539	25275
v6bt5s5gs00l5fc9	386735	(SPI)666507	25283
lx2kwjxbj7czs659	578521	(SPI)666158	25329
mz3lxk0rkkrp9v1v	22559586	(SPI)666072	25345
w7cv6t84trs135st	433352	(SPI)666000	25349
dqvcpbrpbdxpckqt	1563069	(SPI)665965	25351
w7cv6t8gtwgjbmr6	8253243	(SPI)665715	25363
z9fx8wbmw73f04xb	736025	(SPI)665698	25367
2dj1c0fx0qsrbgkn	3349402	(SPI)665631	25373
x8dw7vbvvjcph1gd	22284039	(SPI)665562	25377
gsxfrdv7dtnz2m0c	22284006	(SPI)665324	25407
x8dw7vbtv0ptdp83	2189810	(SPI)665204	25413
dqvcpbtcb4l829xm	2031990	(SPI)665186	25415
p15n0m4wmjs85cw9	1993397	(SPI)665126	25425
5hm4g3lf3l2hb4wq	fp07d37fc9x9kn1w	(SPI)665109	25427
p15n0m46mj0mg3fs	22283967	(SPI)665023	25435
t59s4r8grhh75qlm	21630061	(SPI)665018	25441
2dj1c0hv0qc86623	786568	(SPI)664982	25447
jv0htgzcg2xr1qq9	807727	(SPI)664953	25449
x8dw7vcsv8k5txg5	3007851	(SPI)664946	25451
8lq7k6qn61rvqprd	2041549	(SPI)664801	25469
cptbn9tv9bgsv6fk	21610522	(SPI)664793	25473
1ch0bzhnz9rmdtfp	21603311	(SPI)664697	25479
9mr8l7sd739ccc2g	22283130	(SPI)664414	25495
q26p1n7vn338xdbb	22282953	(SPI)664404	25497
4gl3f2mb29sw6vlh	11758248	(SPI)664389	25499
n04mzl5wlttz81q2	21552763	(SPI)664353	25501
4gl3f2mf2j81bgnh	20213276	(SPI)664343	25503
z9fx8wgdw36swptd	21545998	(SPI)664253	25509
4gl3f2mt2v5cwqvk	10816045	(SPI)664052	25519
kw1jvh29htc4ttbs	16520297	(SPI)664015	25521
1ch0bzk7zmb7dv7d	1035972	(SPI)663920	25539
9mr8l7tx7gmbbm3p	2279607	(SPI)663698	25555
v6bt5sdrsq7f3qlf	20852112	(SPI)663522	25567
p15n0m8tmxq7f1h2	21483663	(SPI)663331	25577
5hm4g3qc3397h39x	21454760	(SPI)663320	25579
q26p1n96nzxn5dxr	8jr5qsnr68wbx3jc	(SPI)663261	25591
n04mzl7glf1ctzcx	8519840	(SPI)663146	25601
6jn5h4r24m24t15q	22486960	(SPI)663113	25603
p15n0m8lmv8c3pd6	8078004	(SPI)663100	25605
5hm4g3r43lnmqhzz	8077319	(SPI)663099	25607
n04mzl8nllrt6kxb	31305	(SPI)663092	25609
x8dw7vk4vmjvshc1	kv6gd49ghjlwlczs	(SPI)662451	25651
dqvcpb1nbpzkt7g0	642794	(SPI)662450	25653
t59s4rg4rq59x58t	642789	(SPI)662447	25655
8lq7k6wm6b1l6lxv	642786	(SPI)662445	25657
q26p1nc4nqn8tj87	567942	(SPI)662439	25659
r37q2pd8p19c77n5	20833248	(SPI)662407	25663
9mr8l7xv7b2w77n7	19305047	(SPI)662389	25665
q26p1ncbn41lfw48	643108	(SPI)662374	25667
r37q2pdgpqnnj1fr	18076643	(SPI)662347	25671
6jn5h4tz4hwx2cwm	22383973	(SPI)662334	25673
n04mzlb8l0hk3p4k	11301312	(SPI)661861	25707
5hm4g3tt3c7qm24v	1306359	(SPI)661777	25709
gsxfrd4bdt4gw8k1	hrscpvvjf8wb6jxx	(SPI)661703	25717
s48r3qgpqhj2c0ll	2152415	(SPI)661663	25719
2dj1c0r40v2s2lw4	2094520	(SPI)661504	25725
gsxfrd5kd7s0np03	18526677	(SPI)661390	25727
p15n0mdxmp7f3hfp	20798444	(SPI)661223	25733
2dj1c0rc0c0050j2	20798435	(SPI)661222	25735
htzgsf61f8l99s6k	21388145	(SPI)661097	25745
n04mzlc9l4ltzxjx	19987505	(SPI)661088	25749
8lq7k6zz6vvv20bz	13446017	(SPI)661087	25751
mz3lxkbgk52q8kb4	21331740	(SPI)661046	25755
r37q2phppmqlnsr0	281468	(SPI)661024	25759
bns9m82b8ghbwb3h	13541363	(SPI)661009	25761
p15n0mfwmkl2jzvb	13598362	(SPI)661004	25769
cptbn93m932d5n3r	21247656	(SPI)661002	25771
0bgz9xqpxlrlcljh	21175802	(SPI)660958	25785
8lq7k603664wfx2f	554859	(SPI)660926	25789
mz3lxkfkktzrkn9r	380397	(SPI)660531	25823
6jn5h40b4p5wqbp4	2717267	(SPI)660499	25829
bns9m84k891npwhx	9387225	(SPI)660466	25833
kw1jvhcwhzndd2nm	8616491	(SPI)660457	25837
dqvcpb6wbvq1qlvc	14936558	(SPI)660352	25843
0bgz9xssxnkx1bsx	2866181	(SPI)660320	25853
mz3lxkgtk9qpprvz	8141795	(SPI)660248	25867
4gl3f2zd2r890qqv	11756453	(SPI)660241	25869
q26p1nk1ntvd6ncf	1667493	(SPI)660232	25871
t59s4rn7r43ljltg	639376	(SPI)660227	25875
3fk2d1xp1bfxkm5m	19941811	(SPI)660218	25881
r37q2pljprkk5kdg	19941676	(SPI)660190	25885
q26p1nkln8dd45kv	19941681	(SPI)660188	25889
0bgz9xv4x04tzcn7	8141773	(SPI)660178	25899
gsxfrdbndk3j2x11	13554594	(SPI)660174	25901
1ch0bzwgztg4lvc6	12418939	(SPI)660042	25911
0bgz9xvjxlwt4995	836790	(SPI)660007	25915
htzgsfc3fhwkqnl8	1416954	(SPI)660000	25917
bns9m8758z2q2sf2	19790661	(SPI)659755	25955
8lq7k76d69w4879v	19941625	(SPI)659750	25961
n04mzml8lvfj0kd3	19790900	(SPI)659739	25977
9mr8l87676w2399z	19790914	(SPI)659641	25989
bns9m99b8bmhs0pt	11769965	(SPI)659626	25993
frwdqdd3cr19nhf9	17550240	(SPI)659344	26013
p15n0nprmcm0qlf2	gq5lp8xtdr98lzsf	(SPI)659249	26023
s48r3rsbqfz457j8	788832	(SPI)659100	26037
p15n0nqsm8x4fmjr	19075091	(SPI)658850	26057
cptbnbdj9w3fwtsr	19074858	(SPI)658846	26059
1ch0b027zfd866n2	cmtq1zwm9c1xtq04	(SPI)658821	26061
kw1jvjlzh7d1jnd1	19348780	(SPI)658809	26067
8lq7k79s665q12hl	36725	(SPI)658778	26071
3fk2d24s19h6dg67	1255620	(SPI)658722	26075
t59s4svmr2l9vq1p	1253761	(SPI)658678	26079
6jn5h5734psv8gdp	1252957	(SPI)658675	26081
1ch0b031zz7mtnsb	19347356	(SPI)658552	26085
lx2kwknnjj9hmnxm	478300	(SPI)658494	26087
0bgz9z26xq71r8jq	8141453	(SPI)658475	26091
2dj1c14v0tkg6s0c	19596963	(SPI)658396	26109
s48r3rwzqx6tdj5m	19064608	(SPI)658179	26121
p15n0ns1md6sfshv	278623	(SPI)658151	26127
z9fx8x2kwxnjsq4k	8jzckp056tjn8hvs	(SPI)658120	26137
mz3lxlq9klm5p1r3	2187498	(SPI)658114	26139
0bgz9z43xsqxlh5d	q0frs92dnjk06fqt	(SPI)658000	26153
s48r3rxzqtx3dwgx	1252883	(SPI)657994	26155
7kp6j6cn5hnmsg9t	10468631	(SPI)657961	26163
x8dw7w2dvkdrx6gv	19063973	(SPI)657919	26165
n04mzms6lh6rdbzw	19063965	(SPI)657918	26167
6jn5h5bx4g9xr65x	14227968	(SPI)657910	26173
r37q2qwlpxkf0qlj	19516106	(SPI)657900	26177
mz3lxlrjkst1vtrg	21878527	(SPI)657850	26179
p15n0nvqmwst31rq	12283027	(SPI)657776	26183
htzgsgnlf8gd60rk	19276802	(SPI)657773	26185
v6bt5t11s6zth44z	12293387	(SPI)657751	26187
kw1jvjqvh247832w	19276703	(SPI)657740	26191
9mr8l8gn7sqk6h5n	8141318	(SPI)657727	26193
t59s4s09rhg0pmpv	19477058	(SPI)657723	26197
q26p1pw8n6pvh4g6	11778089	(SPI)657717	26199
mz3lxls7k5qnnc4k	19265361	(SPI)657716	26201
x8dw7w3lvd3hskml	19265007	(SPI)657701	26203
0bgz9z5qxmrks9hw	745448	(SPI)657684	26205
n04mzmtjlv2wdvlw	19264818	(SPI)657647	26209
n04mzmvnl9ddsv35	19264492	(SPI)657634	26213
6jn5h5dg4tg3p7xq	z7nzql56w31jt1jl	(SPI)657601	26221
dqvcpcmfbnwz2nk7	20907159	(SPI)657462	26245
p15n0nxlm0rks9wz	20810567	(SPI)657065	26265
0bgz9z8zxspgtcm8	18854274	(SPI)657063	26267
5hm4g4fk3w2767rh	12636286	(SPI)657002	26275
8lq7k7j462sn8hm8	22221873	(SPI)656910	26289
kw1jvjvqh814pnxn	1510897	(SPI)656796	26299
z9fx8x89w56klsbz	1989717	(SPI)656733	26305
r37q2q33pn7stfh5	18783100	(SPI)656472	26339
x8dw7w8fvg7r1tf3	20907132	(SPI)656464	26345
frwdqdskclp7gpkz	11888967	(SPI)656344	26363
6jn5h5kd4lwl5qh4	19465973	(SPI)656330	26365
0bgz9zc9x2t4kdds	19483225	(SPI)656305	26369
r37q2q44p568jhbm	19483282	(SPI)656304	26371
kw1jvjx7hbd3vdc2	11262982	(SPI)656251	26381
8lq7k7pd65wz157t	18097413	(SPI)655912	26429
6jn5h5md4xvrnsrt	18097411	(SPI)655911	26431
0bgz9zflxgchw0x4	19083996	(SPI)655789	26445
z9fx8xdmwq5tv88l	19083984	(SPI)655788	26447
s48r3r7jqfjs8zq8	1992475	(SPI)655781	26449
7kp6j6pb5rz973rw	18622102	(SPI)655678	26461
7kp6j6pd5t5dhrk4	2243562	(SPI)655671	26463
x8dw7wd5v8866kc8	19083618	(SPI)655659	26465
v6bt5tb5sg8r718n	19362607	(SPI)655650	26467
cptbnbtz9n1zlqkm	18286700	(SPI)655577	26475
4gl3f3m52d776glc	1503399	(SPI)655527	26489
frwdqdxvch2mmfjg	88891	(SPI)655386	26503
t59s4scrrcp41zb1	19481014	(SPI)655216	26519
5hm4g4pf348nrk95	18408918	(SPI)655184	26529
5hm4g4ph3pkvf7vx	1569530	(SPI)655152	26531
p15n0n75mzv8sjgw	18408786	(SPI)655143	26535
0bgz9zjlxzlk2s9r	1704925	(SPI)655130	26539
lx2kwk59jdwrsggd	119618	(SPI)654882	26571
bns9m9w381kpks5x	8140611	(SPI)654834	26573
3fk2d2nx1btzbsqn	18407904	(SPI)654827	26575
v6bt5tfqs86xjnbz	18407844	(SPI)654826	26577
s48r3rdwqrqwqrfw	857545	(SPI)654815	26583
x8dw7wj3vw0h7cgb	14756390	(SPI)654778	26585
s48r3rd1qqgmj50r	12316021	(SPI)654747	26587
0bgz9zl9x765hnj8	2067269	(SPI)654730	26589
bns9m9xx8qnktps5	11690415	(SPI)654726	26597
r37q2qcgp71c9mrv	19458167	(SPI)654708	26601
n04mzm8glhf89x9p	18406084	(SPI)654670	26605
gsxfrf3hdlgkp10g	13482610	(SPI)654641	26613
t59s4sg1rqthxz2s	18404914	(SPI)654627	26619
w7cv6vjgtq1lvr7x	22384298	(SPI)654394	26631
q26p1pccnh9rc15k	1bz4sgwbz30qjdr7	(SPI)654390	26633
s48r3rg4q3n9pht9	2047156	(SPI)654190	26653
jv0hth6zg9jxwm7b	16263948	(SPI)654161	26655
cptbnb17999hdfvg	8257109	(SPI)654005	26667
v6bt5tktssbdvc66	8233448	(SPI)653969	26671
lx2kwk9mj7rq2h1n	8216490	(SPI)653967	26673
q26p1pf4n595fhs0	18398681	(SPI)653884	26685
mz3lxlcskf1rpdmw	18398508	(SPI)653851	26709
dqvcpc4mbm507nb0	18398400	(SPI)653838	26711
frwdqd56cj3rmq5f	18392813	(SPI)653647	26727
r37q2qjsp4f8gww0	10817367	(SPI)653559	26735
v6bt5tmmsmv7tf2x	18389937	(SPI)653407	26759
jv0hth9cggksz5lv	kvf7r3vwhjh3gn6r	(SPI)653375	26761
1ch0b0t6z5ztvsxl	2047152	(SPI)653342	26773
6jn5h50v4flmndzd	2149903	(SPI)653192	26787
htzgsgbkfdw40xqz	527537	(SPI)653028	26799
5hm4g41438tgvh6z	18349794	(SPI)652802	26821
2dj1c1x30c5slln9	18349778	(SPI)652801	26823
dqvcpc8jbgq4s5rg	18349730	(SPI)652799	26827
jv0hthd6g4rcd5h4	12061604	(SPI)652691	26847
htzgsgc7fv1d3mzm	8171170	(SPI)652634	26849
4gl3f30x2hf7cww8	8171169	(SPI)652633	26851
q26p1pmqns4ts1gp	8140227	(SPI)652573	26859
9mr8l86f7bs3j7kk	19354712	(SPI)652478	26863
frwdqdbmc7q89mwq	18324870	(SPI)652471	26865
9mr8l86p71v5z65d	18321703	(SPI)652397	26871
lx2kwkhhjlz182nt	11331295	(SPI)652222	26891
1ch0b1zzzvr3tpv0	18341202	(SPI)652221	26893
7kp6j75b5t63dpk9	516676	(SPI)652179	26899
bns9mb8s8qh1zv6j	11627795	(SPI)652062	26913
n04mznl5l1lrm031	11709507	(SPI)652061	26915
q26p1qndnkr4tkj1	11631391	(SPI)651843	26921
lx2kwljcjf8q92vl	11626864	(SPI)651815	26925
1ch0b1ztz3g80phq	18259278	(SPI)651810	26927
jv0htjgdgcb3s9dm	11450375	(SPI)651803	26929
7kp6j7695f6xc2mz	18305863	(SPI)651677	26937
p15n0pnsmpwv01vp	19751150	(SPI)651628	26939
4gl3f4392mnlskgz	18258629	(SPI)651627	26941
x8dw7xw7v3v7pk07	19465958	(SPI)651616	26947
kw1jvkj5hwvm61cs	10399888	(SPI)651493	26957
lx2kwlkdjnqgj2tn	13362789	(SPI)651393	26963
lx2kwlljj9t2k73h	2022683	(SPI)651302	26967
cptbnccc9bh4rl4l	2007860	(SPI)651228	26969
7kp6j774524p1p37	20817542	(SPI)651090	26995
mz3lxmnkkzgm9368	19678088	(SPI)651075	26997
2dj1c2520v8bhqjd	936722	(SPI)650748	27065
jv0htjmkgcjwzt7k	936723	(SPI)650747	27067
mz3lxmqrkj6ffzjv	19592789	(SPI)650678	27071
lx2kwlpxjjht5c7k	20817522	(SPI)650627	27079
lx2kwlqmjfvs97fk	3263683	(SPI)650285	27105
w7cv6w15tm4sd2t7	20698676	(SPI)650210	27115
t59s4tz9rwjpsdkv	12242037	(SPI)650185	27123
0bgz904kx7nsgt13	11902947	(SPI)650169	27127
mz3lxmskk3zzxc8p	11227439	(SPI)650089	27141
lx2kwlrtj7p4n2jt	20039190	(SPI)649997	27153
t59s4t0frgw6hdj4	11930816	(SPI)649886	27167
4gl3f49z2q59wf97	882861	(SPI)649788	27175
x8dw7x3tvgjvt1mv	19578341	(SPI)649769	27179
bns9mbjf8v1z66gg	19578359	(SPI)649698	27185
p15n0pwzmfvt9kw9	18689866	(SPI)649683	27191
7kp6j7ft5d7gk778	10212537	(SPI)649602	27199
9mr8l9jf7rx5q98v	8139944	(SPI)649543	27211
5hm4g5dc3310232v	14229564	(SPI)649524	27213
q26p1qzcnsw6rdsk	10326409	(SPI)649295	27231
t59s4t2kr583zl1m	1937798	(SPI)649237	27235
4gl3f4dk2sbxdfqx	11692236	(SPI)649112	27259
5hm4g5fp3pk3smpf	12668238	(SPI)649109	27261
bns9mbml88krgtxt	831710	(SPI)649060	27277
htzgshsxfwzdbr23	2844391	(SPI)648994	27281
frwdqfq0ch88gt9h	18480439	(SPI)648938	27285
0bgz909pxzr89h63	1754879	(SPI)648857	27291
v6bt5v5nsn4fmbvg	18078705	(SPI)648817	27295
8lq7k8k46gmm1s6l	18078682	(SPI)648815	27297
gsxfrgsgdw02jqpb	8255353	(SPI)648783	27303
5hm4g5hc3mfllzrj	18076567	(SPI)648693	27311
lx2kwlxtj1bkljs2	591210	(SPI)648678	27313
2dj1c2dc0cf0c3nm	3036153	(SPI)648662	27315
r37q2r34p1gn5j4b	19584075	(SPI)648616	27319
5hm4g5hs31jxv5gx	674749	(SPI)648537	27329
s48r3s4gqmbssjqt	18536040	(SPI)648510	27331
s48r3s4kqj7m2tbm	1773905	(SPI)648492	27335
z9fx8z9twrhmgzm5	1015958	(SPI)648474	27339
s48r3s5xqb65t1g4	22487295	(SPI)648433	27349
kw1jvkxvhd48nzc6	18066598	(SPI)648413	27353
5hm4g5jm3c1r26ms	18038927	(SPI)648381	27359
jv0htjw3g81vkpsh	18038904	(SPI)648325	27363
gsxfrgvfdvblkmv4	2141490	(SPI)648135	27377
gsxfrgvndhxxss81	cnvjp6b29cmddfnh	(SPI)647998	27387
kw1jvkzwh19zjxnb	1282479	(SPI)647951	27393
7kp6j7ng5p96sqz5	18016372	(SPI)647580	27429
gsxfrgwvdtbd7cb0	18012799	(SPI)647538	27435
dqvcpdtvbw68h0xq	18012791	(SPI)647537	27437
9mr8l9qt7zrhskr3	18012554	(SPI)647535	27439
v6bt5v9ks1l9p9xd	18074806	(SPI)647472	27447
9mr8l9sp7chpml2h	1110126	(SPI)646991	27507
jv0htj24gfmw1k80	19540946	(SPI)646719	27555
bns9mbv48tt9m16f	11133877	(SPI)646689	27563
htzgsh2lfbl88lsp	2068001	(SPI)646628	27575
3fk2d3nk1g592rtn	dnvjtmt5bzs6ch4l	(SPI)646501	27589
w7cv6wgft5s6185s	19404892	(SPI)646472	27593
bns9mbx5806q4n3j	10741387	(SPI)646024	27639
kw1jvk6jhnzsn7j4	508302	(SPI)646012	27643
1ch0b1n1zfbgg2hr	19404846	(SPI)645968	27645
htzgsh4kfnjt4hhz	12733784	(SPI)645953	27647
w7cv6wj0t3vz178m	dnvjslzlbzdc0drg	(SPI)645951	27649
s48r3sf0q0w6jqtl	11634744	(SPI)645834	27653
8lq7k8wp6d960qwr	1807988	(SPI)645569	27661
w7cv6wjht91c3vn5	19438094	(SPI)645327	27669
cptbnc019jfx56h3	8134505	(SPI)645291	27671
s48r3sfhq7tqcq7b	12052408	(SPI)645286	27673
3fk2d3qw1fscjc45	19578551	(SPI)645258	27675
mz3lxm8gkh2svr9m	11297930	(SPI)645243	27677
8lq7k8xv6pzqg72l	19486795	(SPI)644505	27705
lx2kwl87j17n2rts	19486817	(SPI)644504	27707
8lq7k8z66cwjsf49	19486845	(SPI)644490	27719
z9fx8zn3w1d4vpxj	19486802	(SPI)644484	27727
v6bt5vk9sp2cb30m	1862996	(SPI)644378	27739
mz3lxmbdk56g1v4g	1876308	(SPI)644215	27753
r37q2rgnpdqx9b4q	gqxlqwlldzmc0d9s	(SPI)644125	27759
5hm4g5w43wk08vtt	9145345	(SPI)644110	27761
2dj1c2sj0053b80f	696296	(SPI)644063	27779
cptbnc32991prfg6	19434697	(SPI)643962	27789
mz3lxmdnk0389j6p	3056153	(SPI)643685	27799
gsxfrg72drmxw55h	q06th80cnzmr3k5j	(SPI)643622	27817
lx2kwlcgjck43n37	15084589	(SPI)643550	27825
8lq7k82k6zk8rkmx	795722	(SPI)643460	27839
w7cv6wplt1p1sz00	21507713	(SPI)643189	27855
htzgshbpf3bhkbvk	691626	(SPI)643117	27875
5hm4g50t3bkkrrv1	8251962	(SPI)643075	27893
8lq7k84n6h1npzn0	19623515	(SPI)642931	27921
p15n0pk8mdz349cw	10103347	(SPI)642888	27927
8lq7k84w6glxljrr	10192539	(SPI)642881	27929
t59s4tplrh33j6jz	21529775	(SPI)642736	27935
bns9mb658t51wl2b	21529343	(SPI)642730	27937
bns9mb788cvc1z1p	21148126	(SPI)642694	27941
r37q2rndpm3l5g44	430105	(SPI)642401	27967
v6bt5vrmsmsl0w1r	19977826	(SPI)642271	27971
dqvcpd97bz2827vq	v4jq1rvhs0pb3jz8	(SPI)642269	27973
z9fx80www86r6dxl	gswhjp9sdckxhcqm	(SPI)642226	27975
t59s4vrzr9hd4814	9669908	(SPI)641986	27983
w7cv6xt4tz1cqhfk	11124588	(SPI)641978	27987
cptbnd9n9dn4p9zn	2076564	(SPI)641958	27989
9mr8lb7z7xclt5p4	22281661	(SPI)641935	28001
htzgsjfdf66l80h6	12458965	(SPI)641886	28009
gsxfrhffddv6lc7s	8lnl6sbl6sj4fpf9	(SPI)641832	28011
p15n0qn6mlw5w21f	1513371	(SPI)641758	28029
gsxfrhf4db2s3pk1	268094	(SPI)641728	28035
8lq7k9736747nrnm	19590685	(SPI)641703	28041
s48r3trnqq2mkbc1	1160990	(SPI)641702	28043
dqvcpfdbb1hd6bbv	880579	(SPI)641701	28045
2dj1c3220cwr76tk	19590675	(SPI)641700	28047
gsxfrhgzdmpjsh2g	108628	(SPI)641636	28065
0bgz910jxb33cfgb	lxwpt2tcj389mkch	(SPI)641622	28067
gsxfrhg3dg1gst5s	2130381	(SPI)641612	28069
5hm4g65z3fgx15pt	9641173	(SPI)641526	28073
8lq7k99d67dcrtx3	w75tbfcht70btmzr	(SPI)641396	28081
3fk2d44b1gtj2glg	13592076	(SPI)641389	28083
8lq7k99q6490rtn8	633350	(SPI)641381	28089
7kp6j88r5zg37sn4	20812342	(SPI)641376	28091
6jn5h78m4c0bd4g4	10790776	(SPI)641328	28113
2dj1c34r0tjl39h9	14851298	(SPI)641324	28119
t59s4vwkr6tkvlm9	10790859	(SPI)641321	28121
jv0htklbgv2fv15f	10790821	(SPI)641320	28123
z9fx802dw97v0cxb	r30z52txpdddd8qt	(SPI)641254	28137
dqvcpfhxb196tvt9	11633724	(SPI)641220	28139
kw1jvln6htr684v6	9991573	(SPI)641216	28141
0bgz913pxkgkcg6s	1900761	(SPI)641139	28143
mz3lxnrkk42h2cs4	10971049	(SPI)641053	28151
r37q2swspn0l2lxh	8205941	(SPI)641048	28155
8lq7k9dc6xhp43xw	8407082	(SPI)641047	28157
5hm4g69c30pxs51m	349376	(SPI)641036	28161
s48r3tx1qgwcpftb	93033	(SPI)641017	28163
p15n0qt6mgrt08wf	12507753	(SPI)640919	28173
p15n0qtgm9vd3gzx	1210758	(SPI)640781	28183
s48r3txmq5d6cc51	18716556	(SPI)640758	28185
3fk2d4871950611d	19fr0wcqzsq5lgl9	(SPI)640633	28193
w7cv6x3xtpj2sp62	20118143	(SPI)640189	28217
p15n0qwsm6fxm0fg	8138809	(SPI)640169	28219
p15n0qw3mjgt17z3	9mdp2mqb7qhr9vrs	(SPI)639991	28231
jv0htkq1gdtr856p	1c4g65h7z4gf7x8d	(SPI)639962	28235
z9fx805lw6k6k8lz	12301859	(SPI)639913	28241
bns9mcj38z8kz09r	8138775	(SPI)639890	28245
r37q2szmpfx5zlr7	14228279	(SPI)639871	28249
9mr8lbj77pv4jkzs	17857778	(SPI)639865	28251
bns9mckc8qdtrs21	30227	(SPI)639848	28255
4gl3f5c72h3wc8gz	30228	(SPI)639847	28257
q26p1rzxnwjmv19v	3232496	(SPI)639793	28261
q26p1r08nvlldh64	11378294	(SPI)639289	28299
x8dw7z6nvff8gk82	19584273	(SPI)639262	28307
2dj1c3bx01l93qr2	1220828	(SPI)639203	28311
lx2kwmvhjlnvf4k1	14730107	(SPI)639191	28313
2dj1c3cj0h4kp0c0	s4ss5jvnq9ld2xt5	(SPI)638947	28333
7kp6j8k15d4qx4xd	1699962	(SPI)638557	28377
n04mzp1mlfn1jhmv	19350816	(SPI)638495	28383
x8dw7z9fvxbxj8bw	493956	(SPI)638154	28401
jv0htkw5gltndm43	277390	(SPI)638112	28405
lx2kwm0rj7sfwb4v	11889298	(SPI)638044	28423
dqvcpfsmbpbh9nnv	v4bvfb1qs3z8nn41	(SPI)638039	28425
p15n0q3fmdzf7h1g	2198337	(SPI)637950	28439
6jn5h7m644d54nj6	88887	(SPI)637936	28447
q26p1r5tnx1d1f7h	663159	(SPI)637913	28451
4gl3f5kc2ddhd877	kt1k4mm8h8jh88cb	(SPI)637843	28455
4gl3f5kh2vwj9308	1014741	(SPI)637792	28459
r37q2s6cpbctc36j	1151014	(SPI)637679	28467
8lq7k9p26c15skjc	3317551	(SPI)637548	28473
r37q2s7tpzzdk16c	1334157	(SPI)637493	28481
3fk2d4kz14cx066s	2974520	(SPI)637270	28503
lx2kwm3jjcs5jq7t	gsnr3phrdbqpzjdr	(SPI)637269	28505
v6bt5wc0skn4s1gx	20812224	(SPI)637218	28511
4gl3f5mm2sx8jd52	1045486	(SPI)637115	28523
9mr8lbtd7nlpcz01	20812177	(SPI)637082	28543
2dj1c3l708s3g3hg	z9583f0sw2vb66pj	(SPI)637080	28545
5hm4g6ps3h4bz0nj	2d8c63210vhzfz7g	(SPI)637068	28559
n04mzp7xlfhj3bhq	22165790	(SPI)636953	28573
bns9mcwn8qskj293	09mndwlcx5wlc3hx	(SPI)636945	28575
1ch0b2ldzrm19np4	22502640	(SPI)636925	28577
q26p1r95nxfv3hkv	21785224	(SPI)636912	28579
5hm4g6qq3303s84w	757863	(SPI)636854	28583
s48r3tclqjjxrd4n	htpsf2mmfvdr0k1g	(SPI)636829	28591
p15n0q9xmk01823c	11728342	(SPI)636716	28605
