hubTitle	entity
Domesday book	Domesday Book. · [Kent, Sussex, and Surrey.] · eng
Bibeln	Bibeln. · 1991 · fre
Bibeln. Ester	Bible. · [O.T., Esther., Targum rishon.] · lat
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · nic
Bibeln. Psaltaren	Bibeln. · [Psaltaren. Moru] · ssa
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Wyatt.] · eng
Bibeln	Bibeln. · Diodati. · 1641 · ita
De tolv patriarkernas testamenten	De tolv patriarkernas testamenten. · ger
Tusen och en natt	Arabian nights. English
Psalmböcker	Psalmboken 1671 Stockholm
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · Sternhold-Hopkins. · 1644. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1883. · 1884 · swe
Josippon	Josippon. · Hebreiska & arabiska
Bulletiner	Bulletin 1808-09-16
Almanackor	Almanack 1711 Bilberg.
Bibeln	Bibeln. · Åkeson · swe
Bibeln	Bibeln. · 1579 · cze
Bibeln. Nya Testamentet. Urval	Bible. N. T. Gothic. Selections. 1946
Bibeln	Bibeln. · Authorized. · 1936? · eng
Bibeln. Korinthierbreven	Bibeln. · [Korinthierbreven.] · Osty. · 1949 · fre
Aisopos fabler	Aesop's fables. · 1975 · ger
Almanackor	Almanack 1822 Åbo.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · sna
Knýtlinga saga	Knýtlinga saga. · dan
Bibeln. Breven. Urval	Bible. · [N.T., Epistles., Wells.] · Selections. · English and Greek.
Tomasakterna	Tomasakterna
Bibeln. Petrusbreven	Bible. · [N.T., Peter.]
Bibeln. Psaltaren. Urval	Bibeln. · [Psaltaren.] · Urval. · 2001 · lat
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1689 · Hebreiska & Latin
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · Leusden. · English and Hebrew.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1849 · swe
Josippon	Josippon. · lat
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · 2018 · per
Bibeln. Skrifterna (Ketuvim)	Bible. · [O.T., Hagiographa., Great Bible.] · Selections. · eng
Almanackor	Almanack 1808 KVA Sthlm.
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · cre
Almanackor	Almanack 1755 KVA Sthlm.
Bibeln. Profetiska böckerna	Bibeln. · [Profetiska böckerna.] · Dödahavsrullarna
Evangelier och epistlar	Evangelier och epistlar 1789 Örebro.
Bibeln	Bibeln. Armeniska
Bibeln	Bibeln. · 1518 · dut
Talmud. Urval	Talmud. · Urval. · 1882 · eng
Marzubān-nāmah	Marzubān-nāmah · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Matacos
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · Greenfield · heb
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Ford.] · eng
Evangelier och epistlar	Evangelier och epistlar 1798 Linköping.
Bibeln. Predikaren	Bibeln. · [Predikaren.] · heb
Domesday book. Urval	Domesday Book. · Selections.
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · fiu
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1616 · lat
Bibeln. Gamla Testamentet. Urval	Bible. · [O.T., Burton.] · Selections. · Polyglot.
Færeyinga saga	Færeyínga saga. · eng
Koranen. Urval	Koranen. · [Urval.]
Midrash rabbah	Midrash rabba. · [Moseboken 1.] · Urval
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1850 · arm
Magnus Erikssons landslag	Magnus Erikssons landslag · lat
Almanackor	Almanack 1718 Celsius.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Chouraqui · fre
Bibeln. Profetiska böckerna. Urval	Bible. · [O.T., Prophets., Julius.] · Selections. · lat
Zohar	Zohar. Latin & arameiska & hebreiska
Bulletiner	Bulletin 1813-09-20
Den svenska psalmboken	Psalmboken 1796 Nyköping.
Bibeln. Hebreerbrevet	Bible. · [N.T., Hebrews., Hardy.] · eng
Bibeln	Bibeln. · Authorized. · 1986? · eng
Koranen	Koranen. · Bengali & arabiska.
Den svenska psalmboken	Svenska psalmboken. · 1695. · 1985
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Folkbibeln. · 2006 · swe
Almanackor	Almanack 1889 KVA Sthlm
Evangelier och epistlar	Evangelier och epistlar 1802 Sthlm Lindh.
Bibeln. Urval	Bibeln. · Urval · Douai. · eng
Evangelier och epistlar	Evangelier och epistlar 1819 Gbg.
Konungs skuggsjá	Konungs-skuggsjá
Bibeln	Bibeln. · 1489 · lat
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Arameiska & Latin
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · Hebreiska & Grekiska.
Den svenska psalmboken	Psalmboken 1828 Örebro.
Bibeln	Bibeln. · Today's English · eng
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1535 · Latin & hebreiska.
Gilgamesh	Gilgamesj-eposet. · Nypersiska.
Bibeln. Urval	Bibeln. · Urval. · Authorized. · 1961 · eng
Bibeln. Höga visan	Bibeln. · [Höga Visan.] · swe
Bibeln. Höga visan	Bible. · [O.T., Song of Solomon., Fenner.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1541. · 1605 · swe
Þorsteins saga hvíta	þorsteins saga hvíta. · nor
Laxdæla saga	Laxdæla saga. · ger
Bibeln. Nya Testamentet	Bibeln · [Nya Testamentet] · Message · 2012 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet] · ita
Bibeln	Bibeln. · 1869 · swe
Psalmböcker	Psalmboken 1567
Den svenska psalmboken	Psalmboken 1824 Jönköping.
Shi jing	Shi jing. · 880-01 · rus
Morkinskinna. Urval	Morkinskinna. · Urval
Almanackor	Almanack 1757 KVA Sthlm.
Psalmböcker	Psalmboken 1661 Strängnäs
Koranen	Koranen · fre
Bulletiner	Bulletin 1807-08-25
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Miscellaneous metrical versions.] · eng
Bibeln. Klagovisorna	Bibeln. · [Klagovisorna.] · tir
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · New World. · 1958 · eng
Edda Sæmundar. Urval	Edda Sæmundar. · Urval · dan
Bibeln. Urval	Bibeln. Ungerska. · Urval
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · New International · eng
Puranas. Viṣṇudharmottarapurāṇa	Puranas. · [Vāyupurāṇa., Gayāmāhātmya.] · 1962 · Franska & sanskrit.
Mort le Roi Artu	Mort le roi Artu. · fro
Avesta. Yasna. Gāthā	Avesta. · [Gāthā.] · ger
Almanackor	Almanack 1812 KVA Gbg.
Bibeln	Bibeln. · Moffatt. · eng
Den svenska psalmboken	Psalmboken 1694 Stockholm
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Syriska
Bibeln	Bibeln. · Luther. · 1585 · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Kymriska. New Welsh Bible
Beowulf	Beowulf. Danska
Bibeln. Profetiska böckerna	Bibeln. · [Profetiska böckerna.] · Hebreiska & Ryska
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1883 · chu
Tipiṭaka. Suttapiṭaka. Khuddakanikāya	Tipitaṭaka. · [Suttantapiṭaka., Khuddakanikāya., Khuddakapātha., Dhammapada., Udāna., Itivuttaka., Suttanipāta.] · pli
Tripiṭaka. Sūtrapiṭaka. Saddharmapuṇḍarīkasūtra	Tripitaḳa. · [Sūtrapiṭaka., Saddharmapuṇḍarīkasūtra.] · ger
Bibeln	Bibeln. · 1902 · eng
Bibeln	Bibeln. · Dietenberger. · 1600 · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1930 · cze
Veda	Veda. Français.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1835 · mnc
Egils saga Skallagrímssonar	Egils saga Skallagrimssonar. · eng
Bulletiner	Bulletin 1806-02-01
Kalīlah wa-Dimnah	Kalīla wa-Dimna. Arabiska
Tripiṭaka. Sūtrapiṭaka. Mahāvairocanasūtra	Tripiṭaka · [Sūtrapiṭaka, Mahāvairocanasūtra]
Psalmböcker	Psalmboken 1682 Stockholm
Almanackor	Almanack 1728 Burman.
Bibeln	Bibeln. · 1536 · nds
Evangelier och epistlar	Evangelier och epistlar 1812 Sthlm Lindh.
Hildebrandslied	Hildebrandslied
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · hin
Evangelisk-kristelig Psalmebog til Brug ved Kirke- og Huus-Andagt	Evangelisk-kristelig Psalmebog til Brug ved Kirke- og Huus-Andagt
Gilgamesh	Gilgamesh. Akkadiska
Bibeln	Bibeln. · Authorized. · 1963 · eng
Bibeln. Gamla Testamentet	Bibleln. · [G.T.] · Bowley. · 1835 · hin
Bibeln. Lukasevangeliet. Urval	Bibeln. · [Lukasevangeliet.] · Urval · tut
Vedas. R̥gveda. Urval	Rigveda. · Urval · Engelska & Sanskrit.
Den svenska psalmboken	Psalmboken 1803 Strängnäs.
Almanackor	Almanack 1738 Wassenius.
Bibeln	Bibeln. · Castellion. · 1554 · lat
Bibeln. Jesaja. Urval	Bible. · [O.T., Isaiah XXII, 15-25., Authorised.] · eng
Bibeln	Bibeln. · Luther. · 1911 · ger
Bulletiner	Bulletin 1814-01-17
Nibelungenlied	Das Nibelungenlied. · gmh
Edda Sæmundar	Edda Sæmundar. · swe
Bibeln. Filipperbrevet	Bibeln. · [Filipperbrevet.] · eng
Bibeln. Amos	Bibeln. · [Amos.] · 1991 · eng
Upanishaderna. Urval	Upanishaderna. · Urval
Den svenska psalmboken	Psalmboken 1740 Karlskrona
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Williams.] · eng
Bibeln. Daniel	Bibeln. · [Daniel. Engelska]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Genève. · 1615 · fre
Bibeln	Bibeln · Metzler · 1704 · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet] · ton
Bibeln	Bibeln. · Luther. · 1837 · ger
Rāmāyana	Rmayana. · eng
Man'yōshū	Manyoshu. · eng
Morte Arthur (allitteration)	Morte Arthure. · English & English (Middle English)
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1903 · Samiska.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1839 · swe
Lazarillo de Tormes	Lazarillo de Tormes. · 1653. · eng
Den svenska psalmboken	Psalmboken 1754 Gbg
Almanackor	Almanack 1740 Menlös.
Almanackor	Almanack 1804 KVA Torneå.
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Grekiska
Den svenska psalmboken	Psalmboken 1699 Stockholm
Guy of Warwick	Guy of Warwick
Almanackor	Almanack 1886 KVA Sthlm
Den svenska psalmboken	Psalmboken 1705 Sthlm Keyser.
Bibeln. Klagovisorna	Bible. · [O.T., Lamentations., Broughton.] · eng
Den svenska psalmboken	Psalmboken 1796 Sthlm ordenstr.
Den svenska psalmboken	Psalmboken 1747 Göteborg Lange
Bibeln	Bibeln. · Luther. · 1609 · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Provövers. · 1853 · swe
Bibeln. Apokryferna	Bibeln. · [Apokryferna.] · Provövers. · 1919 · swe
Bundahishn	Būndahishn
Physiologus	Physiologus. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Living Bible. · 1988 · swe
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · Gärtner · swe
Bibeln. Höga visan	Bibeln. · [Höga visan.] · Schreiner. · 1981 · ger
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet. Olonetsiska]
Bibeln. Profeterna (Neviʾim)	Bibeln. · [Profeterna (Neviʼim).] · 1539 · heb
Bibeln. Ester	Bibeln. · [Ester. Tyska]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Fjellström-Grönlund. · 1811 · smi
Den svenska psalmboken	Psalmboken 1779 Örebro.
Bibeln. Apokryferna	Bible. · [Apocrypha.] · New Revised Standard. · 2018. · eng
Tripiṭaka. Sūtrapiṭaka. Saddharmapuṇḍarīkasūtra	Tripiṭaka. · [Sūtrapiṭaka., Saddharmapuṇḍarīkasūtra. Engelska]
Bibeln. Historiska böckerna	Bibeln. · [Historiska böckerna.] · Polyglott
Bibeln. Domarboken	Bibeln. · [Domarboken.] · 2014 · eng
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · Wehner. · 1952 · swe
Bibeln	Bibeln. · Valera. · 1602 · spa
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Authorized. · 1641. · eng
Roman de Renart	Roman de Renart. · [Branche 9]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · NT 81. · 2004 · swe
Bibeln. Apokryferna	Bible. · [Apocrypha., Authorised.] · eng
Bibeln. Nya Testamentet. Urval	Bibeln. · [Nya Testamentet.] · Urval · Gotiska & Grekiska.
Skånelagen	Skaanske Lov
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1897 · heb
Pāñcarātra	Pañcatantra. Tyska
Sachsenspiegel	Sachsenspiegel.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1670 · Grekiska.
Tusen och en natt	Tusen och en natt. · por
Almanackor	Almanack 1807 KVA Åbo.
Shujing	Shujing. Engelska
Bibeln	Bibeln. · 1993 · chu
Bibeln	Bibeln. · 1903 · Authorized. · eng
Upanishaderna. Maitrayāṇiyopaniṣad	Upanishaderna. · [Maitrāyaṇiyopaniṣad.] · Engelska & Sanskrit
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · tyv
Henoksboken 1	Henoksboken 1. · Grekiska & Tyska
Bibeln. Moseböckerna. Urval	Bibeln. · [Moseböckerna.] · Urval. · Samaritansk. · 1780 · ara
Bulletiner	Bulletin 1808-10-14
Imitatio Christi	De imitatione Christi. · La Mennais. · fre
Bibeln. Nya Testamentet	Testamentum novum <lat.>
Evangelier och epistlar	Evangelier och epistlar 1802 Örebro.
Bibeln	Bible. · [Douai.] · eng
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Robson.] · eng
Maḥzor. Shavuot	Maḥzor. · [Shavuot.] · Jiddisch & hebreiska
Puranas. Bhāgavatapurāṇa	Bhagavatapurana. · eng
Mahābhārata. Ādiparva	Mahābhārata. · [Ādi parva.] · kok
Almanackor	Almanack 1928 KVA Sthlm
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1919 · 1917. · swe
Bibeln	Bibeln. · 1596 · Polyglott.
Bibeln. Joel	Bibeln. · [Joel. Svenska]
Henoksboken 3	Henoksboken 3. · Hebreiska & Engelska
Milindapanha	Milinda-pañhā. Engelska
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · Scottish Metrical Psalter. · 1692 · eng
Bibeln	Bibeln. · 1675. · eng
Bibeln. Gamla Testamentet	Bible. · [O.T.] · 1657. · mul
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Normaluppl. · 1894 · swe
Bibeln. Urval	Bibeln. · Urval. · 1978 · ger
Upanishaderna. Kaṭhopaniṣad	Upanishaderna. · [Kaṭhopaniṣad] · Engelska & Sanskrit.
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · 1917. · 1936 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Genève. · 1622 · fre
Sindbad sjöfararen	Sindbad the sailor.
Bibeln	Bibeln. arabiska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1576 · ita
Bibeln	Bibeln. · 1821 · spa
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · Giertz-Asunta · fin
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet. Estniska]
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet. Svenska. 1917]
Catonis disticha	Catonis disticha. · Engelska & Latin.
Bibeln. Markusevangeliet	Bibeln · [Markusevangeliet.] · 1917. · 1925 · swe
Pesikta de-Rav Kahana	Pesikta de-Rav Kahana. · eng
Bibeln. Psaltaren	Bibeln · [Psaltaren] · 1571 · lat
Tipiṭaka. Suttapiṭaka. Khuddakanikāya. Niddesa	Niddesa
Bibeln. Moseboken 1. Urval	Bible. · [O.T., Genesis I-XI.] · Good. · 2011. · eng
Bibeln. Evangelierna	Bible. N. T. Gospels. French. 1943
Bibeln. Matteusevangeliet	Bible. · [Matthew.] · Cowan. · 1962. · Tzotzil.
Nibelungenlied	Nibelungenlied. · Färöiska & Tyska
Bibeln. Urval	Bibeln. · [Authorised.] · Urval. · eng
Nibelungenlied	Nibelungenlied · swe
Evangelier och epistlar	Evangelier och epistlar
Talmud. Urval	Talmud. Tyska. · Urval
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1783 · Kyrkoslaviska
Bibeln. Moseboken 5	Bibeln. · [5:e Mosebok.] · 1747. · fre
Bibeln	Bibeln · bnt
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 2005 · Grekiska.
Almanackor	Almanack 1810 KVA Gbg.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · hun
Bibeln. Nya Testamentet	Bibeln. · [Nya Testementet.] · ger
Bibeln. Uppenbarelseboken	Bibeln. · [Uppenbarelseboken. Fornetiopiska]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Serbokroatiska (latinsk skrift)
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet] · Syriska.
Bibeln. Skrifterna (Ketuvim)	Bible. · [O.T., Hagiographa., Authorised.] · eng
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · spa
Bibeln. Jesaja. Urval	Bibeln. · [Jesaja, 1-39.] · Blenkinsopp. · 2007 · eng
Bibeln. Evangelierna. Urval	Bible. · [N.T., Gospels.] · Selections. · 1540. · eng
Almanackor	Almanack 1804 KVA Gbg.
Heidelberger Katechismus	Heidelberger Katechismus. · lat
Mahābhārata. Udyogaparva	Mahābhārata. · [Udyogaparva. Engelska & Kawi]
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet. Franska & Grekiska]
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet. Kurdiska]
Bibeln	Bibeln. · 1634 · lat
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1] · mul
Þjalar-Jóns saga	Þjalar-Jóns saga.
Bibeln. Lukasevangeliet. Urval	Bibeln. · [Lukasevangeliet.] · Urval · est
Chanson de Roland	chanson de Roland
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · 1641 · eng
Bibeln. Gamla Testamentet. Urval	Bible. · [O.T.] · Selections. · 2002. · cop
Bibeln	Bibeln. · Great Bible. · 1566 · eng
Bibeln	Bibeln. · Luther. · 1631 · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Radê
Heilagra manna sögur	Heilagra manna sögur. · 1877
Den svenska psalmboken	Psalmboken 1829 Gbg.
Popol vuh	Popol vuh
Bibeln. Jesaja	Bible. · [O.T., Isaiah., Joye.] · eng
Talmud Yerushalmi. Shevuʻot	Talmud Yerushalmi. · [Shevuʻot.] · eng
Bibeln	Bibeln. · 1514-1517 · Polyglot.
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · lat
Bibeln. Psaltaren	Bibeln. · [Psaltaren. Svenska. 1703]
Kanteletar. Urval	Kanteletar. · Urval · swe
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · 9mk
Almanackor	Almanack 1732 Celsius.
Puranas. Mārkaṇḍeyapurāṇa	Purana. · [Mārkaṇḍeyapurāṇa. Engelska]
Edda Sæmundar. Urval	Edda Sæmundar. · Selections · eng
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · Revised standard · eng
Den svenska psalmboken	Psalmboken 1784 Örebro.
Bibeln. Apostlagärningarna	Bibeln. · [Apostlagärningarna.] · lat
Almanackor	Almanack 1744 Hellant.
Bibeln. Markusevangeliet	Bible. · [N.T., Mark., Authorised.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya testamentet., Psaltaren.] · 1669. · fre
Dödahavsrullarna	Dödahavsrullarna. · [Damaskusskriften.] · Franska & hebreiska
Adi Granth. Urval	Ādi-Granth. · [Urval.]
Digenis Akritas	Digenes Acrites. · Svenska & grekiska
Bibeln. Tolvprofetboken	Bible. · [Minor Prophets.] · Codex Rainerianus. · 1927. · cop
Karl Magnus´ krønike	Karl Magnus' krønike
Bibeln	Bibeln. · 1782 · eng
Midrash rabbah	Midrash rabba. · [Moseboken 4. Tyska]
Bibeln. Profetiska böckerna	Bible. · [O.T., Prophets.] · Taverner. · 1550. · eng
Bibeln. Jona	Bible. · [O.T., Jonah.] · eng
Bibeln. Job	Bibeln. · [Job.] · arc
Gilgamesh	Gilgamesch. · ger
Almanackor	Almanack 1776 KVA Lund.
Den svenska psalmboken	Psalmboken 1798 Linköping.
Apophthegmata Patrum	Apophthegmata Patrum
Den svenska psalmboken	Psalmboken 1796 Örebro.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet] · swe
Den svenska psalmboken	Psalmboken 1745 Lund.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1830 · swe
Bibeln	Bibeln. · 1620 · heb
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1756 · heb
Bibeln	Bibeln. · 1652 · eng
Homerocentones. Urval	Homerocentones. · Urval
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Cahen. · 1840 · fre
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna. Latin. Targum Onkelos]
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · Nestle · ger
Almanackor	Almanack 1783 KVA Sthlm.
Bibeln. Psaltaren. Urval	Bible. · [O.T., Psalms., Watts.] · Abridgments. · eng
Bulletiner	Bulletin 1805-12-08
Daniel	Daniel
Bibeln. Krönikeböckerna	Bibeln. · [Krönikeböckerna.] · heb
Ogura hyakunin isshu	Ogura hyakunin isshu. · 880-01
Catonis disticha	Catonis disticha. · dum
Bibeln	Bible. · Luther. · 1630. · ger
Henoksboken 1	Henoksboken 1. · fre
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1951 · gle
Bibeln. Hosea	Bible. · [O.T., Hosea., Neale.] · eng
Haggadah	Haggadah. · Engelska & Hebreiska
Bibeln	Bibeln. · 1897 · swe
Almanackor	Almanack 1809 KVA Torneå.
Almanackor	Almanack 1858 KVA Sthlm
Beowulf	Beowulf · eng
Bibeln	Bibeln · 1682 · eng
Haggadah. Urval	Haggada. Tyska & Hebreiska. · Urval
Bibeln. Nya Testamentet. Urval	Bibeln. · [Nya Testamentet.] · Urval. · 1969 · eng
Almanackor	Almanack 1867 KVA Sthlm
Bibeln	Bibeln. · Coverdale. · 1537. · eng
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · Targum Yerushalmi. · 1968 · arc
Vercelli book	Vercelli book
Bibeln. Moseboken 5	Bibeln. · [Moseboken 5] · heb
Apokryferna (Nya testamentet)	Apokryferna (Nya testamentet). · Grekiska-Latin & Franska
Bibeln	Bibeln · Luther. · 1974 · ger
Bhagavadgītā. Urval	Bhagavadgītā. · Urval. · Garbe. · 1921 · ger
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · fre
Bibeln. Apokryferna	Bibeln. · [Apokryferna.] · Engelska & armeniska
Bibeln	Bibeln. Latin & Franska
Ólafs saga helga (legendariska sagan)	Ólafs saga helga (legendariska sagan). · Tyska & fornisländska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Diodati. · 1919 · ita
Mānavadharmaśāstra	Manusmṛti
Bibeln	Bibeln · 1680 · lat
Mishnah. Nezikin	Mishna. · [Nezikin.] · Engelska & Hebreiska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Samiska. 1883
Bibeln	Bibeln. · 1867 Rumstedt · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Octapla · eng
Bibeln	Bible. · Melin. · 1889. · swe
Bibeln	Bibeln. · Matthewe · 1549. · eng
Almanackor	Almanack 1783 KVA Gbg.
Bibeln	Bibeln · 1826. · syc
Ólafs saga Tryggvasonar	Ólafs saga Tryggvasonar. · nno
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1785 · swe
Bibeln	Bibeln. · 1884 · swe
Den svenska psalmboken	Psalmboken 1778 Lund
Bibeln	Bibeln. · dan
Bibeln	Bibeln · 1665 · ger
Talmud. Urval	Talmud. · Urval. · 1881
Bibeln. Romarbrevet	Bibeln. · [Romarbrevet.] · Normaluppl. · 1911 · swe
Nag Hammadi-skrifterna	Nag Hammadi-skrifterna. · Koptiska & Engelska
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · Latin & Hebreiska
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · Huby. · 1948 · fre
Tipiṭaka. Suttapiṭaka. Dīghanikāya	Tipiṭaka. · [Suttapiṭaka., Dīghanikāya.] · eng
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · 1954 · swe
Almanackor	Almanack 1852 KVA Sthlm
Bibeln	Bibeln. · [Miscellaneous Metrical Versions.] · eng
Hænsa-Þóris saga	Hønsa-Þóris saga
Mishnah. Berakhot	Mishnah. · [Berakhot.]
Jaina Āgama. Chedasutta. Kappasutta	Jaina Āgama. · [Chedasūtra., Bṛhatkalpasūtra.] · Engelska & Prakrit
Bibeln. Evangelierna	Bible. · [N.T., Gospels. English. Scholars]
Den svenska psalmboken	Psalmboken 1790 Linköping.
Peri tēs tou pantos physeōs	Peri tēs tou pantos physeōs. · Franska & Grekiska
Koranen	Koranen. Urdu & Arabiska
Tipiṭaka. Vinayapiṭaka. Suttavibhaṅga. Pātimokkha	Tipiṭaka. · [Vinayapiṭaka., Suttavibhaṅga., Pātimokkha.] · Engelska & pali
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1555 · Syriska.
Bibeln. Apostlagärningarna	Bibeln. · [Apostlagärningarna.] · arw
Evangelier och epistlar	Evangelier och epistlar 1803 Sthlm ordenstr.
Tusen och en natt	Tusen och en natt. · swe
Avesta. Khordah Avesta	Avesta. · [Khordah Avesta., Nyayishes]
Bibeln	Bibeln. · 1690 · gle
Almanackor	Almanack 1704 Elvius.
Almanackor	Almanack 1710 Krook.
Hrólfs saga Gautrekssonar	Hrólfs saga Gautrekssonar. · eng
Almanackor	Almanack 1750 KVA Sthlm.
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · Moksja-mordvinska
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · 1832 · swe
Palmerín de Oliva	Palmerin de Oliva (Romance). · eng
Bibeln. Job	Bibeln. · [Job.] · 1868 · heb
Tomasevangeliet	Tomasevangeliet. · Koptiska & svenska
Bibeln. Uppenbarelseboken. Urval	Bible. · [N.T., Revelation., Authorised.] · Selections. · eng
Bibeln. Psaltaren	Bibeln · [Psaltaren] · 1730
Bibeln. Breven	Bible. · [N.T., Erasmus.] · lat
Vedas. R̥gveda	Rigveda. · fre
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Grekiska
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · Medelengelska & medelfranska
Almanackor	Almanack 1722 Celsius.
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1551 · fin
